waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2019101673	リッキーヤスオカ	牡2	55.0	01157	鮫島駿	01085	小崎	504	-4
2	2	2019100569	テイエムフォンテ	牡2	55.0	01099	鮫島良	01050	飯田雄	502	-2
3	3	2019100874	テイエムビシャモン	牡2	55.0	05243	柴山	01033	木原	488	4
4	4	2019104496	ストームゾーン	牡2	55.0	01154	松若	01157	杉山晴	506	0
5	5	2019109163	テイエムキバイモン	牡2	55.0	01124	国分恭	00422	五十嵐	472	2
6	6	2019102824	メイショウキッド	牡2	55.0	01018	和田竜	01099	本田	504	10
7	7	2019100580	リリーラッシャー	牡2	55.0	01128	川須	01082	平田	494	0
7	8	2019103401	メイショウホマレ	牝2	54.0	00732	幸	01083	松永昌	454	0
8	9	2019105438	モロキニムーン	牡2	55.0	01116	藤岡康	01105	須貝	490	-4
8	10	2019101881	パウダリースノー	牝2	54.0	01180	団野	01130	吉村	474	6
