waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2012102847	フロムミートゥユー			a01e6	小谷周平	05700	土屋洋之	468	-3
2	2	2017104269	ロイヤルホジャリ			05328	下原理	a03c3	永島太郎	443	5
3	3	2013103347	ツインフルムーン			a0488	大山龍太	05700	土屋洋之	466	-2
4	4	2018103624	アナシュカ			05544	田野豊三	05321	保利良次	421	8
5	5	2017102730	エナミルク			a0326	田村直也	05289	田中範雄	520	38
6	6	2018103463	バナナムーン			a01b1	廣瀬航	a02d7	南弘樹	448	-1
7	7	2015104886	ダージリンクーラー			a048a	長尾翼玖	05605	徳本慶一	463	5
7	8	2018100104	アイファーパンサー			05522	井上幹太	a02c0	雑賀伸一	415	4
8	9	2017101624	クリノヴィンセント			05390	吉村智洋	a02ca	橋本忠明	489	1
8	10	2017104924	ナリタアレス			05474	竹村達也	05691	新子雅司	510	12
