rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	4	4		ローズピルグリム	牝4	53.0		吉留孝司	1:43.9		1-1-1-1	39.4	6.9	3	426	0		平山真希		杉浦和也	240.0
2	1	1		テイクトゥモロー	牡8	57.0		五十嵐冬	1:44.1	3/4	8-6-6-2	38.9	2.5	1	483	2		野口孝		岡田義雄	84.0
3	2	2		トーセンバーボン	牡3	55.0		橋本直哉	1:45.5	7.0	5-5-5-6	40.5	7.7	5	475	-4		小久保智		島川隆哉	48.0
4	6	6		リバーサイドパーク	牝6	53.0		国分祐仁	1:45.7	3/4	3-3-4-3	40.9	193.7	10	474	1		冨田敏男		冨田藤男	36.0
5	5	5		ブライトサーベル	牡5	57.0		張田昂	1:45.7	クビ	10-11-7-7	40.0	10.2	6	496	10		内野健二		長橋秀雄	24.0
6	3	3		クレイヴソリッシュ	牡7	55.0		秋元耕成	1:45.8	クビ	11-10-8-8	40.0	31.4	8	494	-3		冨田敏男		冨田藤男	
6	8	11		アールケイワン	セ5	55.0		本田正重	1:45.8	同着	4-4-3-4	41.0	4.7	2	510	2		宇野木博		（株）レックス	
8	6	7		デンコウイッセン	牡6	55.0		笠野雄大	1:47.0	6.0	9-8-9-9	41.2	41.2	9	514	15		海馬澤司		森田徹	
9	7	9		クリムパルフェ	牝3	53.0		高橋利幸	1:47.2	3/4	6-7-10-10	41.0	7.6	4	440	-3		新井清重		（有）上水牧場	
10	7	8		スカイズザリミット	牝3	53.0		藤本現暉	1:47.2	アタマ	2-2-2-5	42.5	12.2	7	466	6		藤原智行		三岡陽	
11	8	10		セイエイシャルム	牝7	55.0		内田利雄	1:49.8	大	7-9-11-11	43.5	202.1	11	475	-3		岡田一男		岩渕義三	
