	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	馬連:的中	馬連:配当	馬連:人気
199909010606	芝	右	1400	晴	良	12:50	4歳500万下		1999-3-14	1	阪神	6	4歳500万下	(混)(特指)(馬齢)	11	220	1	11	130	1	9	180	3	13.0	160	2.0	5-6	890	3																							12.3 - 10.9 - 11.4 - 12.0 - 12.1 - 11.7 - 12.8	12.3 - 23.2 - 34.6 - 46.6 - 58.7 - 70.4 - 83.2 (12.3-12.3)	9-11	1160.0	3.0
199909010607	ダ	右	1800	晴	良	13:20	4歳以上500万下		1999-3-14	1	阪神	6	4歳以上500万下	(混)[指](別定)	5	480	2	5	180	4	1	110	1	7.0	160	2.0	1-4	350	1																							13.0 - 11.6 - 13.2 - 13.0 - 12.7 - 12.4 - 12.4 - 12.7 - 12.8	13.0 - 24.6 - 37.8 - 50.8 - 63.5 - 75.9 - 88.3 - 101.0 - 113.8 (13.0-13.0)	1-5	640.0	1.0
199909010608	ダ	右	1400	晴	良	13:55	4歳以上900万下		1999-3-14	1	阪神	6	4歳以上900万下	[指](別定)	16	3350	8	16	650	8	8	350	4	15.0	600	7.0	4-8	3710	14																							12.7 - 11.4 - 12.0 - 12.2 - 11.7 - 11.6 - 13.0	12.7 - 24.1 - 36.1 - 48.3 - 60.0 - 71.6 - 84.6 (12.7-12.7)	8-16	8930.0	26.0
199909010609	ダ	右	1400	晴	良	14:30	鳴門ステークス 		1999-3-14	1	阪神	6	4歳以上1600万下	(混)[指](別定)	14	11320	13	14	1,810	13	11	150	1	7.0	320	6.0	6-7	770	3																							12.5 - 11.0 - 11.4 - 12.0 - 12.1 - 12.0 - 12.8	12.5 - 23.5 - 34.9 - 46.9 - 59.0 - 71.0 - 83.8 (12.5-12.5)	11-14	16510.0	36.0
199909010610	障		3800	晴	良	15:05	阪神Sジャンプ	J.G2	1999-3-14	1	阪神	6	障害4歳以上オープン	(混)(別定)	6	1180	4	6	270	4	8	120	1	11.0	440	7.0	4-5	310	1																									6-8	790.0	3.0
199909010611	芝	右	1400	晴	良	15:45	報知杯4歳牝馬特別	G2	1999-3-14	1	阪神	6	4歳オープン	牝(指)(定量)	6	170	1	6	110	1	14	310	5	11.0	510	8.0	3-7	890	4																							12.2 - 10.7 - 11.3 - 11.9 - 12.4 - 11.7 - 12.8	12.2 - 22.9 - 34.2 - 46.1 - 58.5 - 70.2 - 83.0 (12.2-12.2)	6-14	960.0	4.0
199909010612	ダ	右	1200	晴	良	16:20	洲本特別 		1999-3-14	1	阪神	6	4歳以上900万下	(混)[指](別定)	10	350	2	10	140	3	11	130	2	2.0	130	1.0	7-7	660	4																							12.5 - 10.7 - 11.8 - 11.9 - 11.7 - 13.0	12.5 - 23.2 - 35.0 - 46.9 - 58.6 - 71.6 (12.5-12.5)	10-11	660.0	3.0
199909010701	ダ	右	1800	小雨	重	11:00	4歳未勝利		1999-3-20	1	阪神	7	4歳未勝利	(父)[指](馬齢)	10	510	3	10	200	4	3	120	1	2.0	350	8.0	3-8	650	2																							13.2 - 11.7 - 13.4 - 13.2 - 13.0 - 13.0 - 12.8 - 12.2 - 12.9	13.2 - 24.9 - 38.3 - 51.5 - 64.5 - 77.5 - 90.3 - 102.5 - 115.4 (13.2-13.2)	3-10	850.0	2.0
199909010702	ダ	右	1200	小雨	重	11:25	4歳未勝利		1999-3-20	1	阪神	7	4歳未勝利	(混)[指](馬齢)	9	150	1	9	110	1	3	360	6	10.0	200	4.0	3-8	1360	5																							12.6 - 11.0 - 11.5 - 11.9 - 12.1 - 13.1	12.6 - 23.6 - 35.1 - 47.0 - 59.1 - 72.2 (12.6-12.6)	3-9	1570.0	6.0
199909010703	ダ	右	1800	小雨	重	11:50	4歳新馬		1999-3-20	1	阪神	7	4歳新馬	牝[指](馬齢)	1	370	2	1	130	2	14	100	1	4.0	250	5.0	1-8	250	1																							12.7 - 11.5 - 13.1 - 13.2 - 13.4 - 12.7 - 12.8 - 12.1 - 12.8	12.7 - 24.2 - 37.3 - 50.5 - 63.9 - 76.6 - 89.4 - 101.5 - 114.3 (12.7-12.7)	1-14	250.0	1.0
199909010704	ダ	右	1400	小雨	不良	12:15	4歳新馬		1999-3-20	1	阪神	7	4歳新馬	(混)[指](馬齢)	11	350	3	11	120	3	4	110	2	10.0	110	1.0	3-7	430	2																							12.8 - 11.1 - 11.9 - 12.2 - 12.2 - 11.7 - 12.3	12.8 - 23.9 - 35.8 - 48.0 - 60.2 - 71.9 - 84.2 (12.8-12.8)	4-11	560.0	2.0
199909010705	障		3000	雨	稍重  ダート	12:40	障害4歳以上未勝利		1999-3-20	1	阪神	7	障害4歳以上未勝利	(混)(定量)	9	260	1	9	140	1	7	220	4	13.0	290	6.0	5-6	480	1																									7-9	910.0	2.0
199909010706	芝	右	1600	雨	稍重	13:05	4歳未勝利		1999-3-20	1	阪神	7	4歳未勝利	(混)[指](馬齢)	14	1390	8	14	430	8	9	270	5	16.0	190	2.0	5-7	2400	12																							12.7 - 11.4 - 12.2 - 12.3 - 12.2 - 12.8 - 12.5 - 13.4	12.7 - 24.1 - 36.3 - 48.6 - 60.8 - 73.6 - 86.1 - 99.5 (12.7-12.7)	9-14	4800.0	26.0
199909010707	ダ	右	1800	雨	不良	13:35	4歳500万下		1999-3-20	1	阪神	7	4歳500万下	(混)(特指)(馬齢)	8	560	3	8	200	2	4	200	4	2.0	380	6.0	3-5	640	3																							12.8 - 11.5 - 13.1 - 13.0 - 12.5 - 12.2 - 12.2 - 12.3 - 12.1	12.8 - 24.3 - 37.4 - 50.4 - 62.9 - 75.1 - 87.3 - 99.6 - 111.7 (12.8-12.8)	4-8	1500.0	8.0
199909010708	ダ	右	1200	雨	不良	14:05	4歳以上900万下		1999-3-20	1	阪神	7	4歳以上900万下	[指](別定)	8	460	2	8	220	4	9	200	3	4.0	570	7.0	7-7	1850	7																							12.5 - 11.0 - 11.6 - 11.6 - 11.6 - 12.4	12.5 - 23.5 - 35.1 - 46.7 - 58.3 - 70.7 (12.5-12.5)	8-9	1890.0	7.0
199909010709	芝	右	1600	雨	重	14:35	千里山特別 		1999-3-20	1	阪神	7	4歳以上900万下	(混)[指](別定)	11	340	1	11	160	1	8	220	3	13.0	320	6.0	5-6	700	3																							12.9 - 11.6 - 12.1 - 12.2 - 12.1 - 12.4 - 11.7 - 12.8	12.9 - 24.5 - 36.6 - 48.8 - 60.9 - 73.3 - 85.0 - 97.8 (12.9-12.9)	8-11	1550.0	2.0
199909010710	芝	右	2000	雨	重	15:10	但馬ステークス 		1999-3-20	1	阪神	7	4歳以上1600万下	(混)[指](ハンデ)	16	5900	13	16	1,220	14	13	170	1	8.0	280	5.0	7-8	1160	5																							12.6 - 12.3 - 13.4 - 13.5 - 13.1 - 12.5 - 12.0 - 12.1 - 11.7 - 12.6	12.6 - 24.9 - 38.3 - 51.8 - 64.9 - 77.4 - 89.4 - 101.5 - 113.2 - 125.8 (12.6-12.6)	13-16	20770.0	62.0
199909010711	芝	右	1400	雨	重	15:45	アネモネステークス 		1999-3-20	1	阪神	7	4歳オープン	牝(指)(定量)	7	1060	4	7	230	3	10	1,030	14	15.0	110	1.0	4-5	4470	17																							12.4 - 11.0 - 11.5 - 11.7 - 12.4 - 12.5 - 13.6	12.4 - 23.4 - 34.9 - 46.6 - 59.0 - 71.5 - 85.1 (12.4-12.4)	7-10	58270.0	74.0
199909010712	ダ	右	1200	雨	不良	16:20	4歳以上500万下		1999-3-20	1	阪神	7	4歳以上500万下	(混)[指](別定)	13	1120	6	13	320	6	16	260	4	1.0	4,130	16.0	7-8	1210	7																							12.7 - 11.0 - 11.7 - 12.0 - 11.8 - 12.9	12.7 - 23.7 - 35.4 - 47.4 - 59.2 - 72.1 (12.7-12.7)	13-16	2910.0	15.0
199909010801	ダ	右	1800	曇	重	10:05	4歳未勝利		1999-3-21	1	阪神	8	4歳未勝利	(混)[指](馬齢)	4	120	1	4	110	1	5	460	6	3.0	760	7.0	4-5	1590	5																							12.8 - 11.2 - 13.2 - 13.0 - 13.2 - 12.6 - 12.1 - 12.3 - 13.2	12.8 - 24.0 - 37.2 - 50.2 - 63.4 - 76.0 - 88.1 - 100.4 - 113.6 (12.8-12.8)	4-5	1590.0	5.0
199909010803	ダ	右	1400	雨	重	10:55	4歳未勝利		1999-3-21	1	阪神	8	4歳未勝利	[指](馬齢)	8	410	3	8	120	3	3	120	2	2.0	100	1.0	3-7	560	3																							12.8 - 11.3 - 11.6 - 12.1 - 12.3 - 12.1 - 13.2	12.8 - 24.1 - 35.7 - 47.8 - 60.1 - 72.2 - 85.4 (12.8-12.8)	3-8	670.0	3.0
199909010804	ダ	右	1800	雨	重	11:20	4歳新馬		1999-3-21	1	阪神	8	4歳新馬	[指](馬齢)	7	250	2	7	110	2	9	120	3	2.0	110	1.0	7-8	580	2																							12.8 - 11.9 - 13.4 - 13.6 - 13.4 - 13.0 - 12.6 - 11.8 - 12.1	12.8 - 24.7 - 38.1 - 51.7 - 65.1 - 78.1 - 90.7 - 102.5 - 114.6 (12.8-12.8)	7-9	860.0	2.0
199909010805	ダ	右	1200	雨	不良	11:50	4歳新馬		1999-3-21	1	阪神	8	4歳新馬	[指](馬齢)	2	810	3	2	210	5	4	120	1	1.0	190	3.0	2-4	670	2																							12.6 - 11.1 - 12.0 - 12.0 - 12.1 - 12.3	12.6 - 23.7 - 35.7 - 47.7 - 59.8 - 72.1 (12.6-12.6)	2-4	680.0	2.0
199909010806	芝	右	2200	雨	稍重	12:50	4歳新馬		1999-3-21	1	阪神	8	4歳新馬	(混)[指](馬齢)	2	440	2	2	150	2	1	130	1	5.0	560	9.0	1-2	380	1																							12.9 - 11.4 - 12.1 - 13.2 - 14.3 - 13.8 - 13.7 - 13.1 - 12.8 - 11.5 - 12.5	12.9 - 24.3 - 36.4 - 49.6 - 63.9 - 77.7 - 91.4 - 104.5 - 117.3 - 128.8 - 141.3 (12.9-12.9)	1-2	510.0	1.0
199909010807	ダ	右	1200	雨	不良	13:20	4歳500万下		1999-3-21	1	阪神	8	4歳500万下	(特指)(馬齢)	2	190	1	2	120	1	3	240	5	14.0	140	2.0	2-2	1490	7																							12.4 - 11.1 - 11.7 - 11.8 - 11.8 - 13.2	12.4 - 23.5 - 35.2 - 47.0 - 58.8 - 72.0 (12.4-12.4)	2-3	1500.0	6.0
199909010808	ダ	右	1800	雨	不良	13:55	4歳以上500万下		1999-3-21	1	阪神	8	4歳以上500万下	[指](別定)	5	350	2	5	130	2	10	260	5	1.0	120	1.0	4-7	1760	8																							12.6 - 10.9 - 12.6 - 12.7 - 12.6 - 12.5 - 12.2 - 11.9 - 12.8	12.6 - 23.5 - 36.1 - 48.8 - 61.4 - 73.9 - 86.1 - 98.0 - 110.8 (12.6-12.6)	5-10	2600.0	8.0
199909010809	芝	右	1600	雨	重	14:30	さわらび賞 		1999-3-21	1	阪神	8	4歳500万下	(混)(特指)(馬齢)	6	620	2	6	210	2	8	280	3	2.0	450	8.0	3-4	630	2																							12.6 - 11.1 - 11.7 - 12.5 - 12.7 - 13.5 - 12.4 - 13.2	12.6 - 23.7 - 35.4 - 47.9 - 60.6 - 74.1 - 86.5 - 99.7 (12.6-12.6)	6-8	2530.0	8.0
199909010810	ダ	右	1400	雨	不良	15:05	伊丹特別 		1999-3-21	1	阪神	8	4歳以上900万下	(混)[指](別定)	8	2080	7	8	460	7	15	1,010	12	6.0	330	3.0	4-8	4510	15																							12.7 - 11.0 - 11.3 - 11.9 - 12.0 - 11.9 - 12.7	12.7 - 23.7 - 35.0 - 46.9 - 58.9 - 70.8 - 83.5 (12.7-12.7)	8-15	33500.0	74.0
199909010811	芝	右	3000	雨	重	15:45	阪神大賞典	G2	1999-3-21	1	阪神	8	4歳以上オープン	(混)(指)(別定)	5	210	2	5	100	2	8	100	1	1.0	250	5.0	5-8	150	1																							13.2 - 11.9 - 12.3 - 12.8 - 13.0 - 12.9 - 13.6 - 13.9 - 13.7 - 13.2 - 13.0 - 12.4 - 12.1 - 12.0 - 13.4	13.2 - 25.1 - 37.4 - 50.2 - 63.2 - 76.1 - 89.7 - 103.6 - 117.3 - 130.5 - 143.5 - 155.9 - 168.0 - 180.0 - 193.4 (13.2-13.2)	5-8	150.0	1.0
199909010812	ダ	右	1800	雨	不良	16:20	4歳以上900万下		1999-3-21	1	阪神	8	4歳以上900万下	牝[指](別定)	4	330	1	4	150	1	1	190	3	3.0	1,960	13.0	1-4	860	2																							12.7 - 11.0 - 12.4 - 12.0 - 12.3 - 12.5 - 12.4 - 12.0 - 13.1	12.7 - 23.7 - 36.1 - 48.1 - 60.4 - 72.9 - 85.3 - 97.3 - 110.4 (12.7-12.7)	1-4	960.0	3.0
199909020101	ダ	右	1200	雨	不良	10:05	4歳未出走		1999-3-27	2	阪神	1	4歳未出走	(混)[指](馬齢)	3	130	1	3	100	1	8	110	2	1.0	120	3.0	3-7	210	1																							12.7 - 11.0 - 11.7 - 11.8 - 12.6 - 12.6	12.7 - 23.7 - 35.4 - 47.2 - 59.8 - 72.4 (12.7-12.7)	3-8	260.0	1.0
199909020102	芝	右	1600	雨	重	10:30	4歳未出走		1999-3-27	2	阪神	1	4歳未出走	(混)[指](馬齢)	10	1100	6	10	230	5	13	170	3	1.0	140	2.0	7-8	1870	12																							12.9 - 12.1 - 11.9 - 12.4 - 11.9 - 12.6 - 12.4 - 13.4	12.9 - 25.0 - 36.9 - 49.3 - 61.2 - 73.8 - 86.2 - 99.6 (12.9-12.9)	10-13	2350.0	12.0
199909020103	ダ	右	1200	雨	不良	10:55	4歳未勝利		1999-3-27	2	阪神	1	4歳未勝利	[指](馬齢)	1	2570	5	1	470	5	7	130	2	2.0	680	6.0	1-5	1670	6																							12.9 - 11.2 - 11.8 - 12.1 - 12.9 - 13.1	12.9 - 24.1 - 35.9 - 48.0 - 60.9 - 74.0 (12.9-12.9)	1-7	2190.0	6.0
199909020104	ダ	右	1800	雨	不良	11:25	4歳未勝利		1999-3-27	2	阪神	1	4歳未勝利	(混)[指](馬齢)	4	260	2	4	130	3	6	110	1	5.0	540	7.0	4-6	260	1																							13.1 - 11.3 - 13.3 - 13.5 - 13.6 - 12.7 - 12.4 - 12.1 - 12.7	13.1 - 24.4 - 37.7 - 51.2 - 64.8 - 77.5 - 89.9 - 102.0 - 114.7 (13.1-13.1)	4-6	270.0	1.0
199909020105	障		3150	雨	重  ダート	11:55	障害4歳以上オープン		1999-3-27	2	阪神	1	障害4歳以上オープン	(混)(別定)	9	3850	11	9	780	8	8	560	6	5.0	590	7.0	5-6	3360	15																									8-9	30710.0	62.0
199909020106	芝	右	1600	曇	重	12:55	4歳未勝利		1999-3-27	2	阪神	1	4歳未勝利	(混)[指](馬齢)	6	1030	5	6	250	4	3	270	5	12.0	130	1.0	2-3	2590	11																							13.0 - 11.6 - 11.8 - 12.5 - 12.3 - 12.7 - 12.6 - 13.5	13.0 - 24.6 - 36.4 - 48.9 - 61.2 - 73.9 - 86.5 - 100.0 (13.0-13.0)	3-6	4200.0	15.0
199909020107	ダ	右	1200	曇	不良	13:25	4歳500万下		1999-3-27	2	阪神	1	4歳500万下	(特指)(馬齢)	10	1280	4	10	290	4	11	120	1	4.0	210	3.0	5-6	950	2																							12.5 - 10.9 - 11.5 - 11.8 - 12.4 - 13.8	12.5 - 23.4 - 34.9 - 46.7 - 59.1 - 72.9 (12.5-12.5)	10-11	1080.0	3.0
199909020108	ダ	右	1800	曇	不良	14:00	4歳以上500万下		1999-3-27	2	阪神	1	4歳以上500万下	(混)[指](別定)	2	310	2	2	140	1	13	140	2	4.0	370	7.0	2-8	530	1																							13.0 - 11.4 - 12.6 - 12.8 - 13.1 - 12.5 - 12.3 - 12.7 - 13.7	13.0 - 24.4 - 37.0 - 49.8 - 62.9 - 75.4 - 87.7 - 100.4 - 114.1 (13.0-13.0)	2-13	530.0	1.0
199909020109	芝	右	1400	曇	重	14:35	れんげ賞 		1999-3-27	2	阪神	1	4歳500万下	(混)(特指)(馬齢)	14	890	5	14	260	5	9	160	2	10.0	360	7.0	6-8	1130	5																							12.3 - 10.9 - 11.8 - 11.8 - 12.3 - 12.2 - 13.0	12.3 - 23.2 - 35.0 - 46.8 - 59.1 - 71.3 - 84.3 (12.3-12.3)	9-14	1640.0	7.0
199909020110	芝	右	2000	曇	重	15:10	明石特別 		1999-3-27	2	阪神	1	4歳以上900万下	(混)[指](別定)	7	380	2	7	160	2	10	450	8	5.0	240	3.0	7-8	420	1																							12.9 - 12.0 - 12.4 - 12.6 - 12.6 - 12.5 - 12.1 - 12.3 - 12.2 - 13.0	12.9 - 24.9 - 37.3 - 49.9 - 62.5 - 75.0 - 87.1 - 99.4 - 111.6 - 124.6 (12.9-12.9)	7-10	3300.0	15.0
199909020111	ダ	右	1200	曇	不良	15:45	なにわステークス 		1999-3-27	2	阪神	1	4歳以上1600万下	(混)[指](ハンデ)	1	900	5	1	420	6	3	430	7	7.0	510	8.0	1-2	1050	4																							12.5 - 10.8 - 11.3 - 11.8 - 11.4 - 12.4	12.5 - 23.3 - 34.6 - 46.4 - 57.8 - 70.2 (12.5-12.5)	1-3	5860.0	26.0
199909020201	ダ	右	1800	晴	稍重	10:05	4歳未出走		1999-3-28	2	阪神	2	4歳未出走	[指](馬齢)	5	200	1	5	100	1	10	110	2	1.0	170	4.0	5-8	190	1																							13.4 - 13.1 - 13.0 - 13.1 - 12.7 - 12.6 - 12.4 - 12.7 - 12.7	13.4 - 26.5 - 39.5 - 52.6 - 65.3 - 77.9 - 90.3 - 103.0 - 115.7 (13.4-13.4)	5-10	200.0	1.0
199909020202	ダ	右	1400	晴	稍重	10:30	4歳未出走		1999-3-28	2	阪神	2	4歳未出走	牝[指](馬齢)	12	140	1	12	100	1	6	120	2	9.0	160	3.0	5-8	310	1																							12.6 - 11.0 - 12.0 - 12.7 - 12.7 - 12.5 - 12.7	12.6 - 23.6 - 35.6 - 48.3 - 61.0 - 73.5 - 86.2 (12.6-12.6)	6-12	310.0	1.0
199909020203	ダ	右	1200	晴	稍重	10:55	4歳未勝利		1999-3-28	2	阪神	2	4歳未勝利	(父)[指](馬齢)	10	340	2	10	120	2	8	350	6	1.0	100	1.0	7-8	3580	10																							12.8 - 11.1 - 11.8 - 12.3 - 12.7 - 13.8	12.8 - 23.9 - 35.7 - 48.0 - 60.7 - 74.5 (12.8-12.8)	8-10	4990.0	11.0
199909020204	ダ	右	1800	晴	稍重	11:20	4歳未勝利		1999-3-28	2	阪神	2	4歳未勝利	牝[指](馬齢)	9	200	1	9	100	1	2	100	2	3.0	110	3.0	2-8	270	1																							12.9 - 12.2 - 13.9 - 13.4 - 13.2 - 12.9 - 12.8 - 12.5 - 12.4	12.9 - 25.1 - 39.0 - 52.4 - 65.6 - 78.5 - 91.3 - 103.8 - 116.2 (12.9-12.9)	2-9	300.0	1.0
199909020205	ダ	右	1400	晴	稍重	11:50	4歳未勝利		1999-3-28	2	阪神	2	4歳未勝利	[指](馬齢)	9	250	1	9	140	1	6	1,210	9	7.0	200	4.0	6-8	6110	17																							12.6 - 11.5 - 12.1 - 12.5 - 12.3 - 12.5 - 13.4	12.6 - 24.1 - 36.2 - 48.7 - 61.0 - 73.5 - 86.9 (12.6-12.6)	6-9	7940.0	23.0
199909020206	芝	右	2000	晴	良	12:50	4歳未勝利		1999-3-28	2	阪神	2	4歳未勝利	(混)[指](馬齢)	7	600	3	7	190	3	6	170	2	9.0	220	4.0	5-6	1160	5																							13.0 - 11.8 - 12.9 - 12.9 - 13.0 - 12.8 - 12.4 - 12.3 - 11.8 - 12.3	13.0 - 24.8 - 37.7 - 50.6 - 63.6 - 76.4 - 88.8 - 101.1 - 112.9 - 125.2 (13.0-13.0)	6-7	1510.0	5.0
199909020207	ダ	右	1800	晴	稍重	13:20	4歳500万下		1999-3-28	2	阪神	2	4歳500万下	(混)(特指)(馬齢)	13	180	1	13	130	1	1	200	3	6.0	460	8.0	1-8	670	3																							12.7 - 11.7 - 13.0 - 13.4 - 12.9 - 12.3 - 12.6 - 12.4 - 12.7	12.7 - 24.4 - 37.4 - 50.8 - 63.7 - 76.0 - 88.6 - 101.0 - 113.7 (12.7-12.7)	1-13	880.0	2.0
199909020208	芝	右	2000	曇	良	13:55	4歳500万下		1999-3-28	2	阪神	2	4歳500万下	(特指)(馬齢)	12	560	4	12	210	4	6	550	7	2.0	160	2.0	4-7	740	3																							12.5 - 11.1 - 12.5 - 12.3 - 12.6 - 13.1 - 12.6 - 12.5 - 12.2 - 13.1	12.5 - 23.6 - 36.1 - 48.4 - 61.0 - 74.1 - 86.7 - 99.2 - 111.4 - 124.5 (12.5-12.5)	6-12	7470.0	26.0
199909020209	ダ	右	1800	曇	稍重	14:30	姫路特別 		1999-3-28	2	阪神	2	4歳以上900万下	(混)[指](別定)	7	210	1	7	120	1	4	130	2	1.0	310	5.0	4-5	400	1																							13.1 - 11.3 - 12.7 - 13.2 - 13.0 - 12.6 - 12.2 - 12.1 - 12.4	13.1 - 24.4 - 37.1 - 50.3 - 63.3 - 75.9 - 88.1 - 100.2 - 112.6 (13.1-13.1)	4-7	450.0	1.0
199909020210	芝	右	1400	曇	良	15:05	摂津特別 		1999-3-28	2	阪神	2	4歳以上900万下	(混)[指](ハンデ)	12	2160	10	12	440	8	5	300	6	2.0	250	4.0	3-6	980	5																							12.1 - 10.5 - 11.8 - 11.5 - 12.0 - 11.9 - 13.3	12.1 - 22.6 - 34.4 - 45.9 - 57.9 - 69.8 - 83.1 (12.1-12.1)	5-12	7020.0	28.0
199909020211	芝	右	2000	曇	良	15:45	毎日杯	G3	1999-3-28	2	阪神	2	4歳オープン	(混)(特指)(別定)	1	730	3	1	230	3	5	320	5	11.0	290	4.0	1-4	2950	11																							12.7 - 11.5 - 13.0 - 13.3 - 12.3 - 12.3 - 12.1 - 12.6 - 11.8 - 12.5	12.7 - 24.2 - 37.2 - 50.5 - 62.8 - 75.1 - 87.2 - 99.8 - 111.6 - 124.1 (12.7-12.7)	1-5	2830.0	11.0
199909020401	ダ	右	1400	晴	良	10:05	4歳未勝利		1999-4-4	2	阪神	4	4歳未勝利	牝[指](馬齢)	5	120	1	5	100	1	2	140	2				2-5	170	1																							12.6 - 11.3 - 12.2 - 12.5 - 12.6 - 12.6 - 12.8	12.6 - 23.9 - 36.1 - 48.6 - 61.2 - 73.8 - 86.6 (12.6-12.6)			
199909020402	ダ	右	1200	晴	良	10:30	4歳未勝利		1999-4-4	2	阪神	4	4歳未勝利	(混)[指](馬齢)	8	290	2	8	120	3	3	100	1	2.0	110	2.0	3-8	340	2																							12.6 - 11.2 - 12.0 - 12.1 - 12.3 - 13.7	12.6 - 23.8 - 35.8 - 47.9 - 60.2 - 73.9 (12.6-12.6)			
199909020403	ダ	右	1800	晴	良	10:55	4歳未出走		1999-4-4	2	阪神	4	4歳未出走	(混)[指](馬齢)	1	370	2	1	180	2	8	650	7	5.0	1,470	9.0	1-8	490	1																							13.3 - 11.7 - 13.4 - 13.3 - 13.1 - 13.1 - 12.5 - 12.7 - 13.0	13.3 - 25.0 - 38.4 - 51.7 - 64.8 - 77.9 - 90.4 - 103.1 - 116.1 (13.3-13.3)	1-8	6050.0	20.0
199909020404	ダ	右	1800	晴	良	11:20	4歳未勝利		1999-4-4	2	阪神	4	4歳未勝利	[指](馬齢)	7	430	2	7	110	1	3	200	5	9.0	120	2.0	3-6	1510	6																							13.2 - 11.2 - 13.2 - 12.9 - 12.5 - 12.5 - 12.9 - 13.3 - 13.9	13.2 - 24.4 - 37.6 - 50.5 - 63.0 - 75.5 - 88.4 - 101.7 - 115.6 (13.2-13.2)	3-7	1500.0	6.0
199909020405	ダ	右	1200	晴	良	11:50	4歳未出走		1999-4-4	2	阪神	4	4歳未出走	[指](馬齢)	7	1500	5	7	330	4	1	170	2	13.0	350	5.0	1-5	1440	5																							12.6 - 10.8 - 12.1 - 12.2 - 13.0 - 13.9	12.6 - 23.4 - 35.5 - 47.7 - 60.7 - 74.6 (12.6-12.6)	1-7	2200.0	8.0
199909020406	芝	右	1200	晴	良	12:50	4歳未勝利		1999-4-4	2	阪神	4	4歳未勝利	(混)[指](馬齢)	2	4660	10	2	910	9	15	200	2	12.0	220	3.0	1-8	580	1																							12.2 - 11.0 - 11.3 - 11.9 - 11.7 - 12.8	12.2 - 23.2 - 34.5 - 46.4 - 58.1 - 70.9 (12.2-12.2)	2-15	12640.0	36.0
199909020407	ダ	右	1800	晴	良	13:20	4歳以上500万下		1999-4-4	2	阪神	4	4歳以上500万下	[指](別定)	9	400	2	9	110	2	6	150	3	2.0	100	1.0	6-8	2030	6																							13.1 - 11.3 - 13.5 - 12.8 - 12.6 - 12.8 - 12.8 - 12.6 - 13.2	13.1 - 24.4 - 37.9 - 50.7 - 63.3 - 76.1 - 88.9 - 101.5 - 114.7 (13.1-13.1)	6-9	2160.0	6.0
199909020408	ダ	右	1200	晴	良	13:55	4歳500万下		1999-4-4	2	阪神	4	4歳500万下	牝(特指)(馬齢)	8	350	2	8	120	2	12	170	3	11.0	110	1.0	5-7	240	1																							12.4 - 10.9 - 11.9 - 12.4 - 12.7 - 13.4	12.4 - 23.3 - 35.2 - 47.6 - 60.3 - 73.7 (12.4-12.4)	8-12	1390.0	6.0
199909020409	芝	右	2200	晴	良	14:30	はなみずき賞 		1999-4-4	2	阪神	4	4歳500万下	(混)(特指)(馬齢)	5	520	2	5	190	3	2	150	1	1.0	520	8.0	2-5	830	3																							12.6 - 12.3 - 12.3 - 13.0 - 13.3 - 12.6 - 12.3 - 12.1 - 11.9 - 11.2 - 12.1	12.6 - 24.9 - 37.2 - 50.2 - 63.5 - 76.1 - 88.4 - 100.5 - 112.4 - 123.6 - 135.7 (12.6-12.6)	2-5	860.0	1.0
199909020410	芝	右	1200	晴	良	15:05	播磨特別 		1999-4-4	2	阪神	4	4歳以上900万下	(混)[指](別定)	10	410	2	10	120	2	9	250	6	5.0	120	1.0	7-7	2500	11																							12.6 - 11.2 - 11.2 - 11.3 - 11.2 - 12.6	12.6 - 23.8 - 35.0 - 46.3 - 57.5 - 70.1 (12.6-12.6)	9-10	2380.0	11.0
199909020411	芝	右	2000	晴	良	15:45	産経大阪杯	G2	1999-4-4	2	阪神	4	4歳以上オープン	(混)(指)(別定)	3	290	1	3	120	1	6	170	4	11.0	130	2.0	3-5	790	3																							12.7 - 11.5 - 12.2 - 11.9 - 11.9 - 12.0 - 12.0 - 11.9 - 11.4 - 12.4	12.7 - 24.2 - 36.4 - 48.3 - 60.2 - 72.2 - 84.2 - 96.1 - 107.5 - 119.9 (12.7-12.7)	3-6	870.0	3.0
199909020501	ダ	右	1200	雨	稍重	10:05	4歳未出走		1999-4-10	2	阪神	5	4歳未出走	(混)[指](馬齢)	2	670	3	2	290	6	14	270	4	1.0	260	3.0	1-7	720	3																							12.9 - 11.4 - 11.9 - 12.0 - 12.1 - 12.2	12.9 - 24.3 - 36.2 - 48.2 - 60.3 - 72.5 (12.9-12.9)	2-14	4720.0	20.0
