rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	6	8		レッドサーシャ	牝3	54.0		内田博幸	1:50.1		9-9-9	35.8	5.8	3	456	0		黒岩陽一		東京ホースレーシング	600.0
2	2	2		ブラックアモーレ	牝3	54.0		石橋脩	1:50.1	クビ	2-3-3	36.5	7.1	5	464	0		角居勝彦		グランド牧場	240.0
3	5	6		ワーウルフ	牡3	56.0		川田将雅	1:50.3	1.1/4	6-4-4	36.6	2.8	1	468	0		斉藤崇史		窪田芳郎	150.0
4	8	12		エンドレスレイン	牡3	56.0		吉田豊	1:50.3	クビ	4-4-4	36.6	7.4	6	484	0		小島茂之		丸山担	90.0
5	4	4		キングズフォース	牡3	56.0		Ｍ．デム	1:50.3	アタマ	8-6-6	36.3	6.7	4	472	0		金成貴史		ゴドルフィン	60.0
6	1	1		ダンレアリー	牡3	56.0		フォーリ	1:50.5	1.0	1-1-1	37.2	5.3	2	524	0		中竹和也		ゴドルフィン	
7	7	9		ウインフウジン	牡3	56.0		宮崎北斗	1:51.8	8.0	7-6-6	37.7	60.3	9	462	0		上原博之		ウイン	
8	6	7		ショウナンマルーン	牡3	56.0		丸山元気	1:52.0	1.1/4	11-11-11	36.7	17.8	7	492	0		上原博之		国本哲秀	
9	5	5		ボヘミアンヒーロー	牡3	56.0		中谷雄太	1:52.8	5.0	5-6-6	38.7	78.9	10	512	0		森田直行		林正道	
10	8	11		キューゴーパドック	牡3	55.0		野中悠太	1:52.9	1/2	9-9-10	38.1	157.4	11	502	0		根本康広		福田光博	
11	3	3		キクノキング	牡3	56.0		池添謙一	1:53.1	1.1/4	2-2-2	39.8	45.2	8	486	0		森田直行		菊池五郎	
12	7	10		キティマグネット	牡3	54.0		木幡育也	1:58.8	大	11-12-12	41.0	180.3	12	480	0		和田正一		吉岡泰治	
