waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2019102703	ダビド	牡3	54.0	01188	永野	01052	菊川	428	-4
2	2	2019105312	ワープスピード	牡3	56.0	01096	大野	01088	高木	486	2
2	3	2019103376	ブキャナンテソーロ	牡3	56.0	00422	内田博	01174	深山	492	-8
3	4	2019103180	シュネーシュテルン	牝3	51.0	01183	小林脩	01080	清水英	458	2
3	5	2019104862	ハリソンテソーロ	牡3	56.0	00689	江田照	01048	畠山	520	-6
4	6	2019104879	ロンギングエーオ	牡3	56.0	01077	石橋脩	01145	奥村武	494	2
4	7	2019100235	ワイドカイザー	牡3	56.0	05212	Ｍデムーロ	01062	藤岡	500	-2
5	8	2019100788	マイネルメサイア	牡3	56.0	05386	戸崎圭	01038	手塚	458	0
5	9	2019105808	ホウオウユニコーン	牡3	56.0	01117	丸田	01145	奥村武	456	-8
6	10	2019103076	ポッドヴァイン	牡3	56.0	01150	石川	01125	小野	416	-4
6	11	2019100462	ラインラペーシュ	牝3	51.0	01192	横山琉	01094	水野	456	2
7	12	2019105414	ダノンギャラクシー	牡3	56.0	05339	ルメール	00399	国枝	496	18
7	13	2019101138	パラチェーン	牡3	56.0	01153	木幡初	01035	佐藤	438	0
8	14	2019106377	アローマンシュ	牡3	56.0	01122	三浦	01132	金成	466	-12
8	15	2019100218	ウインアンサンブル	牡3	56.0	01158	野中	01143	和田雄	438	0
