rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	7	8		トーセンフォース	牡4	56.0		柿原翔	1:33.8		4-3-3	40.3	1.6	1	498	-2		藤ヶ崎一		荒川将一	23.0
2	5	5		ペイシャモカ	牝4	54.0		今井貴大	1:33.9	1/2	2-2-1	40.6	3.0	2	480	-7		井手上慎		中野善之	5.8
3	8	9		ガンバリヤ	牡5	56.0		丹羽克輝	1:34.1	3/4	3-4-4	40.6	136.1	7	457	-4		内村寛司		山本忍	2.8
4	4	4		アズユーウィッシュ	牝5	54.0		大原浩司	1:34.3	1.1/2	7-7-6	40.3	94.2	5	447	-1		湯前良人		（有）ホースケア	1.8
5	1	1		ヴィルジェン	牝4	54.0		藤原良一	1:34.6	1.1/2	5-5-5	40.8	253.5	9	442	-6		本名信行		（株）ファーストビ	1.2
6	3	3		グリュック	牡4	56.0		大畑雅章	1:34.9	1.1/2	1-1-2	42.3	4.4	3	494	-7		今津博之		篠田くみ子	
7	7	7		ネオンブルー	牡4	56.0		尾崎章生	1:35.0	1/2	6-6-7	41.1	15.7	4	512	0		植松則幸		伊藤雅康	
8	8	10		チリナリエ	牝4	53.0		木之前葵	1:35.9	4.0	8-8-8	41.0	140.0	8	437	-2		錦見勇夫		梶原哲朗	
9	6	6		ステラエスペランサ	牡5	56.0		丸野勝虎	1:36.1	1.0	9-9-9	41.1	110.5	6	550	-4		倉地学		稲葉光昭	
10	2	2		エポックライジン	セ13	56.0		加藤利征	1:37.1	5.0	10-10-10	41.2	288.3	10	489	4		井上哲		酒井しずゑ	
