日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey_id	jockey_name	field	distance	weight	gain	bounty
2022/07/04	曇	6	12	1	1	11.4	5	4	56.0	良	1:40.7	2.0	6-5-5-2	30.8-41.1	42.8	川崎	202245070406	C3六　七	202245070406	05563	櫻井光輔	ダ	1500	481	21	12.0
2021/02/05	晴	12	12	2	2	48.4	9	9	55.0	稍	2:17.4	4.0	1-3-8-9	38.4-40.4	43.5	浦和	202142020512	雲雀特別	202142020512	a0257	伊藤裕人	ダ	2000	460	-10	0.0
2021/01/25	晴	6	14	3	3	8.2	3	6	56.0	不	2:19.7	3.1	5-6-5-7	40.7-42.7	43.8	川崎	202145012506	アストレア賞	202145012506	a0257	伊藤裕人	ダ	2000	470	0	0.0
2021/01/01	晴	6	14	5	8	5.9	3	8	56.0	良	2:17.4	1.1	5-6-7-6	39.6-41.9	42.4	川崎	202145010106	三茄子賞	202145010106	05606	古岡勇樹	ダ	2000	470	5	0.0
2020/12/16	晴	6	12	5	5	3.5	2	11	56.0	良	2:17.4	1.6	9-10-8-8	40.1-40.3	40.9	川崎	202045121606	アストレア賞	202045121606	05365	山崎誠士	ダ	2000	465	2	0.0
2020/11/13	晴	6	12	8	12	3.6	2	1	56.0	良	1:46.6	-0.5	2-2-2-2	39.2-41.0	40.8	川崎	202045111306	セリメーヌ賞	202045111306	05365	山崎誠士	ダ	1600	463	0	80.0
2020/06/08	晴	6	13	3	3	9.3	3	7	56.0	良	2:14.7	2.9	5-4-4-4	39.6-39.5	41.6	川崎	202045060806	ヴェルザンディ賞	202045060806	05443	本田正重	ダ	2000	463	-2	0.0
2020/05/11	晴	7	14	3	3	2.8	1	9	56.0	稍	2:16.0	2.0	1-1-1-2	38.7-41.7	43.7	川崎	202045051107	ワルキューレ賞	202045051107	05443	本田正重	ダ	2000	465	3	0.0
2020/04/15	晴	8	14	8	13	14.3	5	2	55.0	稍	2:15.0	0.1	2-2-2-1	39.0-41.6	41.5	川崎	202045041508	アフロディーテ賞	202045041508	05443	本田正重	ダ	2000	462	-5	49.4
2020/03/05	晴	6	12	5	6	11.2	7	6	56.0	稍	1:38.4	0.5	7-7-8-6	29.9-41.6	41.4	川崎	202045030506	C2五　六七	202045030506	05443	本田正重	ダ	1500	467	3	0.0
2020/01/27	曇	4	9	6	6	8.5	4	5	56.0	重	2:17.6	0.3	5-5-3-5	40.6-41.0	40.9	川崎	202045012704	べテルギウス賞	202045012704	05443	本田正重	ダ	2000	464	-1	13.2
2020/01/02	晴	4	14	5	7	6.0	3	1	56.0	稍	2:17.1	-0.5	1-1-1-1	40.7-39.6	39.6	川崎	202045010204	福笑い賞	202045010204	05443	本田正重	ダ	2000	465	4	90.0
2019/12/18	晴	3	14	3	4	16.2	5	6	56.0	稍	1:38.0	0.6	11-11-8-7	30.2-40.4	39.7	川崎	201945121803	クレセント賞	201945121803	a018e	楢崎功祐	ダ	1500	461	-4	0.0
2019/11/21	晴	3	9	2	2	11.3	5	6	56.0	良	1:38.7	1.0	2-2-2-3	29.8-40.8	41.6	川崎	201945112103	グラビティ賞	201945112103	a018e	楢崎功祐	ダ	1500	465	0	0.0
2019/11/06	晴	1	12	5	6	12.5	4	4	56.0	稍	1:31.3	0.6	4-3-3-3	37.4-39.9	40.2	浦和	201942110601	3歳三	201942110601	a018e	楢崎功祐	ダ	1400	465	-2	18.0
2019/10/20	晴	2	11	4	4	31.6	7	3	56.0	重	1:33.5	0.3	3-3-5-3	38.2-42.7	42.6	川崎	201945102002	ENJOY!HANE	201945102002	a018e	楢崎功祐	ダ	1400	467	0	27.5
2019/09/04	曇	8	13	1	1	104.0	12	13	56.0	不	1:40.0	4.1	6-6-10-11	29.8-40.1	42.5	川崎	201945090408	サファイアフラワー賞	201945090408	05455	町田直希	ダ	1500	467	-3	0.0
2019/08/04	晴	7	14	1	1	95.9	11	10	56.0	良	1:58.7	3.4	11-11-14-14	36.3-39.8	41.5	新潟	201904020407	3歳未勝利	201904020407	00689	江田照男	ダ	1800	470	0	0.0
2019/01/19	晴	2	16	5	9	51.3	11	10	56.0	良	2:00.7	2.7	12-12-12-11	38.2-41.2	42.2	中山	201906010602	3歳未勝利	201906010602	00689	江田照男	ダ	1800	470	-2	0.0
2018/12/22	曇	2	16	7	14	48.8	8	11	55.0	良	1:58.1	2.2	3-4-2-5	37.6-38.9	40.9	中山	201806050702	2歳未勝利	201806050702	00689	江田照男	ダ	1800	472	2	0.0
2018/12/01	晴	2	16	4	7	121.7	12	5	55.0	良	1:57.8	1.2	3-3-4-4	38.5-38.5	39.4	中山	201806050102	2歳未勝利	201806050102	00689	江田照男	ダ	1800	470	0	50.0
2018/11/04	曇	4	14	4	6	38.0	9	9	52.0	良	1:44.0	2.8	3-4	36.4-37.6	40.0	東京	201805050204	2歳新馬	201805050204	01167	木幡育也	ダ	1600	470	0	0.0
