日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2022/03/22	曇	1	9	8	8	21.9	5	7	56.0	重	1:31.1	1.4	8-8-8-7	0.0-39.5	39.8	水沢	202236032201	C2四組	movie.html?race_id=202236032201	05560	ダ	1400	462	-2	0.0
2022/03/13	雨	1	12	7	9	11.7	4	5	56.0	稍	1:33.1	1.1	7-7-8-6	0.0-40.2	40.4	水沢	202236031301	C2四組	movie.html?race_id=202236031301	05560	ダ	1400	464	0	1.5
2021/12/26	雪	10	0	5	6				56.0	不						水沢	202136122610	ゴールデンジョッキー	movie.html?race_id=202136122610	05463	ダ	1600	計不		0.0
2021/12/13	雪	11	10	8	10	196.3	9	6	56.0	不	1:42.5	1.1	9-9-8-6	0.0-39.8	38.5	水沢	202136121311	夢・希望未来へ前進	movie.html?race_id=202136121311	05560	ダ	1600	464	-1	0.0
2021/11/30	晴	11	12	5	5	81.1	10	9	54.0	重	1:41.6	1.3	11-12-12-9	0.0-38.9	37.4	水沢	202136113011	夢・希望未来へ前進	movie.html?race_id=202136113011	05611	ダ	1600	465	5	0.0
2021/11/15	曇	12	12	8	11	47.0	9	4	56.0	不	1:56.5	0.5	11-10-6-3	0.0-37.7	37.8	盛岡	202135111512	夢・希望未来へ前進	movie.html?race_id=202135111512	05560	ダ	1800	460	8	5.5
2021/11/02	晴	11	11	7	9	60.2	9	6	56.0	不	1:40.3	0.8	7-6	0.0-38.9	38.2	盛岡	202135110211	ビオラ賞	movie.html?race_id=202135110211	05560	ダ	1600	452	-6	0.0
2021/10/24	晴	8	11	4	4	35.7	9	8	56.0	稍	1:39.7	1.8	9-8-10-9	0.0-37.2	36.1	盛岡	202135102408	OROターフ特別(OP)	movie.html?race_id=202135102408	05560	芝	1600	458	4	0.0
2021/10/12	曇	11	11	8	11	324.4	11	6	56.0	重	1:40.1	1.1	11-11	0.0-39.4	36.3	盛岡	202135101211	寒露特別	movie.html?race_id=202135101211	05560	ダ	1600	454	0	0.0
2021/09/28	晴	11	10	7	9	222.2	10	9	56.0	良	1:43.9	2.7	10-9	0.0-40.2	40.3	盛岡	202135092811	秋分特別	movie.html?race_id=202135092811	a01d1	ダ	1600	454	1	0.0
