rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	7	14		ミティル	牝3	52.0		武豊	1:25.7		11-7	37.0	12.3	5	508	6		野中賢二		カナヤマホールディングス	760.0
2	3	6		モルトグランデ	牡4	57.0		藤岡康太	1:25.7	クビ	14-11	36.8	148.7	13	512	4		庄野靖志		幅田京子	300.0
3	5	10		セカンドエフォート	牡7	57.0		川又賢治	1:25.8	1/2	12-11	37.0	12.6	7	516	4		村山明		シルクレーシング	190.0
4	6	12		オヌシナニモノ	牡3	54.0		吉田隼人	1:25.9	3/4	2-2	38.5	3.0	1	448	-12		高橋義忠		ニットー商事	110.0
5	4	8		スリーヘリオス	セ5	57.0		国分恭介	1:26.1	1.0	16-16	36.7	251.3	16	484	0		村山明		永井商事	76.0
6	8	15		エアハンコック	牝5	55.0		西村淳也	1:26.2	3/4	3-3	38.5	101.6	12	462	6		笹田和秀		ラッキーフィールド	
7	7	13		ロードラナキラ	牡5	57.0		川須栄彦	1:26.3	3/4	5-5	38.4	38.6	10	460	2		高野友和		ロードホースクラブ	
8	8	16		タガノハイライト	牝3	51.0		団野大成	1:26.5	1.0	1-1	39.2	5.4	2	508	-2		斉藤崇史		八木良司	
9	3	5		トレーンベアラー	牝3	52.0		浜中俊	1:26.5	アタマ	9-7	38.0	5.8	3	448	14		石坂正		吉田和子	
10	6	11		イーベンホルツ	牡3	54.0		坂井瑠星	1:26.5	アタマ	5-5	38.6	8.1	4	486	2		村山明		社台レースホース	
11	1	2		アメリカンベイビー	牡3	54.0		和田竜二	1:26.5	ハナ	14-15	37.4	44.9	11	486	4		庄野靖志		吉澤克己	
12	1	1		ニホンピロスクーロ	牡3	54.0		小牧太	1:26.9	2.0	7-10	38.6	12.3	6	482	14		服部利之		小林百太郎	
13	5	9		リンダリンダリンダ	牝3	52.0		小崎綾也	1:27.0	3/4	7-7	38.7	234.2	15	442	17		小崎憲		ＭＭＣ	
14	2	3		リノ	牝3	51.0		斎藤新	1:27.4	2.1/2	12-14	38.7	16.5	9	444	0		寺島良		ノースヒルズ	
15	4	7		アイメイドイット	牝4	55.0		国分優作	1:28.2	5.0	3-4	40.6	177.7	14	430	8		飯田雄三		サラブレッドクラブ・ラフィアン	
16	2	4		タイガーインディ	牡3	54.0		幸英明	1:28.7	3.0	9-11	40.1	15.3	8	446	-2		大橋勇樹		伊藤和夫	
