日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey_id	jockey_name	field	distance	weight	gain	bounty
2022/03/23	曇	1	10	8	10	73.6	8	8	56.0	重	1:36.2	2.0	8-8-8-7	0.0-40.6	41.8	園田	202250032301	C3三	movie.html?race_id=202250032301	a01e6	小谷周平	ダ	1400	417	0	0.0
2022/03/03	晴	1	12	8	11	70.1	8	10	56.0	重	1:36.6	1.7	9-9-11-10	0.0-41.5	42.3	園田	202250030301	C3三	movie.html?race_id=202250030301	05581	松木大地	ダ	1400	417	1	0.0
2022/02/09	晴	1	10	7	7	15.7	4	6	56.0	良	1:36.1	1.2	4-3-4-6	0.0-39.4	40.4	姫路	202251020901	C3三	movie.html?race_id=202251020901	a01e6	小谷周平	ダ	1400	416	2	0.0
2022/01/18	曇	1	10	6	6	12.8	3	2	56.0	良	1:37.0	0.5	7-6-3-3	0.0-39.6	39.7	姫路	202251011801	C3三	movie.html?race_id=202251011801	05581	松木大地	ダ	1400	414	-3	20.0
2022/01/04	晴	4	10	7	7	24.7	6	8	56.0	良	2:11.2	1.7	10-10-9-9	0.0-39.8	40.6	園田	202250010404	C3	movie.html?race_id=202250010404	05581	松木大地	ダ	1870	417	-3	0.0
2021/12/22	曇	1	10	8	10	4.9	4	3	56.0	稍	1:36.1	0.3	3-3-2-2	0.0-41.6	41.7	園田	202150122201	C3四	movie.html?race_id=202150122201	05581	松木大地	ダ	1400	420	-4	12.5
2021/12/07	雨	1	10	6	6	9.1	4	4	56.0	稍	1:37.1	0.8	6-6-4-4	0.0-40.6	41.0	園田	202150120701	C3三	movie.html?race_id=202150120701	05581	松木大地	ダ	1400	424	-1	7.5
2021/11/25	晴	1	10	4	4	40.6	5	6	56.0	稍	1:37.5	0.9	7-7-8-6	0.0-41.0	41.0	園田	202150112501	C3三	movie.html?race_id=202150112501	05581	松木大地	ダ	1400	425	-1	0.0
2021/11/02	晴	4	12	5	6	184.1	10	9	56.0	良	1:23.4	1.6	11-11-11-11	0.0-39.9	40.2	園田	202150110204	C3	movie.html?race_id=202150110204	05581	松木大地	ダ	1230	426	4	0.0
2021/10/20	晴	4	12	2	2	92.9	10	6	56.0	良	1:24.1	1.2	10-10-10-10	0.0-41.1	40.4	園田	202150102004	C3	movie.html?race_id=202150102004	05581	松木大地	ダ	1230	422	-2	0.0
2021/10/06	曇	1	10	2	2	26.6	5	5	56.0	良	1:36.9	1.4	5-4-4-5	0.0-41.1	41.5	園田	202150100601	C3三	movie.html?race_id=202150100601	05581	松木大地	ダ	1400	424	-1	5.0
2021/09/15	曇	1	10	1	1	18.6	6	6	56.0	重	1:36.9	1.7	7-7-7-7	0.0-43.0	43.3	園田	202150091501	C3四	movie.html?race_id=202150091501	05581	松木大地	ダ	1400	425	6	0.0
2021/08/13	雨	1	10	8	10	21.8	7	9	56.0	不	1:38.0	2.2	9-9-10-8	0.0-42.1	43.1	園田	202150081301	C3四	movie.html?race_id=202150081301	05581	松木大地	ダ	1400	419	-3	0.0
2021/06/24	晴	3	10	5	5	20.6	9	9	56.0	良	1:35.2	1.7	7-7-7-7	0.0-39.4	40.6	園田	202150062403	C3二	movie.html?race_id=202150062403	05581	松木大地	ダ	1400	422	-3	0.0
2021/06/04	雨	4	10	7	7	6.5	3	7	56.0	不	1:35.4	1.4	7-7-7-7	0.0-41.3	42.0	園田	202150060404	C3二	movie.html?race_id=202150060404	a01e6	小谷周平	ダ	1400	425	-4	0.0
2021/05/21	雨	5	10	4	4	29.0	6	6	56.0	不	1:36.1	1.4	10-10-8-8	0.0-41.9	41.9	園田	202150052105	C3二	movie.html?race_id=202150052105	05581	松木大地	ダ	1400	429	-8	0.0
2021/04/29	雨	4	10	1	1	14.2	7	9	56.0	不	1:35.9	3.0	8-8-8-9	0.0-41.2	42.4	園田	202150042904	C3一	movie.html?race_id=202150042904	05581	松木大地	ダ	1400	437	10	0.0
2021/01/07	曇	8	10	8	10	35.2	6	7	56.0	稍	1:36.2	1.4	7-7-7-7	0.0-39.8	40.5	園田	202150010708	C2一	movie.html?race_id=202150010708	a01b1	廣瀬航	ダ	1400	427	-4	0.0
2020/12/24	雨	9	11	8	11	16.5	5	5	56.0	良	1:34.0	0.6	4-5-4-6	0.0-40.1	40.4	園田	202050122409	2020YJSファイ	movie.html?race_id=202050122409	01181	秋山稔樹	ダ	1400	431	1	5.6
2020/12/10	曇	11	10	1	1	26.9	7	6	56.0	良	1:33.4	0.6	7-7-8-5	0.0-39.6	39.7	園田	202050121011	C2一	movie.html?race_id=202050121011	05581	松木大地	ダ	1400	430	2	0.0
2020/11/26	晴	8	10	7	8	140.8	7	7	56.0	良	1:33.9	1.4	8-7-6-6	0.0-38.6	39.4	園田	202050112608	C2一	movie.html?race_id=202050112608	05581	松木大地	ダ	1400	428	-6	0.0
2020/11/12	晴	9	10	6	6	25.0	5	7	56.0	良	1:32.9	1.1	8-8-8-8	0.0-39.4	39.3	園田	202050111209	C2一	movie.html?race_id=202050111209	05581	松木大地	ダ	1400	434	1	0.0
2020/10/30	晴	9	10	2	2	47.5	7	4	57.0	良	1:32.1	0.4	9-9-8-7	0.0-39.6	38.8	園田	202050103009	C2一	movie.html?race_id=202050103009	05581	松木大地	ダ	1400	433	-3	5.0
2020/10/14	晴	5	10	3	3	5.2	2	1	56.0	良	1:34.3	-0.1	3-3-3-2	0.0-39.7	39.4	園田	202050101405	C2四	movie.html?race_id=202050101405	a01e6	小谷周平	ダ	1400	436	6	50.0
