rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	7	9		バイカル	牝5	54.0		森泰斗	1:15.4		2-2-1	39.1	2.4	1	488	1		佐藤裕太		（株）マフィン	150.0
2	8	11		カールスバート	牡4	56.0		和田譲治	1:15.7	1.1/2	6-3-3	39.2	4.9	3	486	4		斉藤敏		市川智	60.0
3	7	10		エスケイヤマト	牡4	56.0		山口達弥	1:16.0	1.1/2	9-8-8	38.8	14.0	5	479	-17		林正人		伊藤輔則	37.5
4	2	2		ソニックムーヴ	牡4	56.0		御神本訓	1:16.6	3.0	7-6-5	39.9	3.7	2	486	-2		川島正一		（株）ノルマンディ	22.5
5	6	7		アーガイルピンク	牝4	54.0		川島正太	1:16.8	1.1/2	12-9-9	39.3	6.0	4	441	1		稲益貴弘		谷岡康成	15.0
6	5	6		ヴィスコンティ	セ4	56.0		臼井健太	1:17.2	2.0	4-4-4	40.6	31.9	7	494	-2		山中尊徳		加藤誠	
7	3	3		カラハリ	セ4	56.0		山崎誠士	1:17.4	1.0	11-12-12	39.2	43.9	9	419	-1		山本学		手嶋康雄	
8	4	4		ポッドラピド	牝4	54.0		小杉亮	1:17.7	1.1/2	10-11-10	40.0	215.2	12	397	-10		渋谷信博		石井太郎	
9	1	1		エリオット	牡4	56.0		酒井忍	1:18.0	1.1/2	8-10-11	40.3	31.9	6	531	21		古澤悟		小島光治	
10	8	12		アンビル	セ6	55.0		古岡勇樹	1:18.0	クビ	5-7-7	41.1	90.3	10	491	-1		林幻		菅井眞吉	
11	5	5		カッチョエペペ	牝6	54.0		岡村健司	1:18.4	2.0	3-5-6	41.7	41.5	8	459	-5		岡林光浩		平田修	
12	6	8		オルディネール	牝4	54.0		笠野雄大	1:18.7	1.1/2	1-1-2	42.5	188.0	11	460	0		山中尊徳		清宮義男	
