rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	3	3		グリージャ	牝4	54.0		大山真吾	1:31.3		1-1-1-1	39.8	3.9	2	457	-7		田中一巧		窪田芳郎	60.0
2	2	2		キョウジ	牡4	56.0		川原正一	1:31.9	3.1/2	3-3-3-2	40.1	7.5	4	485	4		森澤友貴		森岡幸人	24.0
3	7	7		ノーブルオリンピア	牡4	56.0		田中学	1:32.1	1.1/4	10-10-9-10	39.1	10.3	5	481	1		高馬元紘		吉木伸彦	15.0
4	5	5		ジョイアスチャント	牡4	56.0		吉村智洋	1:32.2	クビ	5-5-5-3	40.3	2.1	1	535	-3		飯田良弘		ゴドルフィン	9.0
5	1	1		ナムラハカ	牡4	56.0		渡瀬和幸	1:32.3	3/4	8-6-6-4	40.3	20.1	7	480	5		長南和宏		永山芳大	6.0
6	4	4		ハルシオンデイズ	牡6	57.0		下原理	1:32.6	2.0	6-7-8-6	40.5	5.7	3	456	-1		諏訪貴正		西尾聖	
7	8	10		トーテムポール	牡4	56.0		杉浦健太	1:32.8	1.1/4	6-7-6-8	40.7	18.8	6	474	-11		新井隆太		子守貴久	
8	8	9		ハッピーミニスター	セ5	55.0		大山龍太	1:32.9	クビ	4-4-4-7	41.0	159.2	9	460	-5		山口益巳		谷謙介	
9	7	8		ニシノクローデット	牝6	54.0		石堂響	1:33.1	1.0	2-2-2-5	41.5	64.3	8	490	-2		山口浩幸		冨田藤男	
10	6	6		ニットウバーブラ	牝8	54.0		井上幹太	1:33.2	1/2	9-9-9-8	40.7	183.4	10	455	2		土屋洋之		藤井謙	
