rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	6	6		シンエイボブ	牝8	650.0		菊池一樹	1:52.0				8.4	5	1181	-7		久田守		上口詩子	60.0
2	8	10		ウンカイタイショウ	牡8	670.0		藤本匠	1:53.2				3.7	1	1090	-18		久田守		稲谷義雄	22.8
3	8	9		コマサンエース	牡6	670.0		金田利貴	1:54.3				7.3	4	1022	-24		金田勇		駒井鉄雄	13.2
4	2	2		インビクタ	牡6	670.0		西将太	2:01.5				11.5	7	1123	4		松井浩文		高柳稔	7.2
5	4	4		ゴールデンフウジン	牡8	670.0		赤塚健仁	2:04.0				12.4	8	1055	-11		山本正彦		川口晋司	4.8
6	5	5		コマサンブラック	牡6	670.0		藤野俊一	2:06.9				8.7	6	1118	-26		金田勇		駒井鉄雄	
7	3	3		フォルテシモ	牝5	650.0		阿部武臣	2:17.2				47.0	9	1066	-19		坂本東一		山根福司	
8	1	1		トワトラナノココロ	牡5	670.0		西謙一	2:18.7				6.2	3	1046	-14		鈴木邦哉		干場正吉	
9	7	7		コマサンダイヤ	牡5	670.0		島津新	3:59.2				63.1	10	1042	-19		金田勇		駒井鉄雄	
失	7	8		サクラヒメ	牝4	640.0		渡来心路	5:00.1				3.9	2	1034	7		今井茂雅		城川悟子	
