日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2022/02/12	晴	4	12	4	6	51.1	11	11	59.0	良	3:48.1	4.2	10-10-11-11	104.0-39.0	13.5	小倉	202210020104	障害4歳以上OP	202210020104	00691	障	3390	498	-8	0.0
2021/12/28	曇	4	14	5	8	42.6	9	1	58.0	良	3:26.6	0.0	2-2-2-2	107.0-38.3	13.9	阪神	202109060904	障害3歳以上未勝利	202109060904	00691	障	2970	506	8	790.0
2021/10/30	晴	1	14	8	14	85.7	12	11	58.0	良	3:09.8	2.8	6-7-10-10	104.0-37.8	13.3	新潟	202104050701	障害3歳以上未勝利	202104050701	00691	障	2850	498	0	0.0
2021/07/11	曇	9	10	1	1	29.3	9	9	54.0	良	2:40.5	2.6	7-7-8-9	36.9-34.5	36.0	小倉	202110030409	タイランドC(1勝クラス)	202110030409	01116	芝	2600	498	4	0.0
2021/04/24	晴	6	14	4	5	23.9	9	13	56.0	良	1:56.3	3.7	3-3-4-6	36.3-39.6	42.4	阪神	202109020906	3歳1勝クラス	202109020906	01174	ダ	1800	494	0	0.0
2021/04/10	晴	5	16	2	4	7.2	3	16	56.0	良	1:57.2	4.2	8-7-10-11	36.6-38.0	41.2	阪神	202109020505	3歳1勝クラス	202109020505	01096	ダ	1800	494	-2	0.0
2021/03/20	晴	4	8	8	9	1.5	1	1	56.0	良	1:54.5	-1.5	1-1-1-1	38.0-38.0	38.0	阪神	202109011104	3歳未勝利	202109011104	01126	ダ	1800	496	2	510.0
2020/12/13	晴	2	14	8	14	2.5	1	2	55.0	良	1:55.8	0.3	5-5-6-2	36.7-40.4	39.7	阪神	202009060402	2歳未勝利	202009060402	01018	ダ	1800	494	0	200.0
2020/11/21	晴	2	14	8	15	1.7	1	2	55.0	良	1:57.2	0.0	5-5-4-3	37.7-40.7	40.3	阪神	202009050502	2歳未勝利	202009050502	01018	ダ	1800	494	2	200.0
2020/11/07	曇	6	10	7	7	3.4	2	2	55.0	良	1:56.8	0.3	2-2-2-2	38.3-38.2	38.4	阪神	202009050106	2歳新馬	202009050106	01018	ダ	1800	492	0	280.0
