rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	1	1		ハタノビウガ	牝2	54.0		田中学	1:30.4		1-1-1-1	40.1	8.9	5	484	-8		渡瀬寛彰		谷謙介	70.0
2	4	4		マロンドクイーン	牝2	54.0		松本幸祐	1:31.0	4.0	6-5-3-2	40.3	5.3	3	405	9		上田二郎		石川幸司	19.6
3	7	9		ミヤミヤアイチイ	牝2	54.0		竹村達也	1:31.1	クビ	7-8-6-7	40.0	16.6	6	410	2		長南和宏		宮本育也	9.8
4	5	5		プリティア	牝2	51.0		木本直	1:31.1	ハナ	3-4-5-4	40.3	3.5	1	420	2		柏原誠路		（株）レックス	7.0
5	7	10		オチビチャン	牝2	52.0		長谷部駿	1:31.5	2.1/2	5-6-6-4	40.5	51.7	11	373	2		大山寿文		（株）さくらコーポ	5.6
6	3	3		ミヤルソメ	牡2	55.0		大柿一真	1:31.6	クビ	3-3-4-3	41.0	35.6	10	406	11		平松徳彦		山本益臣	
7	6	7		クールレッドスター	牝2	54.0		笹田知宏	1:31.8	1.1/2	12-12-12-12	39.2	32.1	8	424	1		有馬澄男		川上哲司	
8	8	12		ドリームワルツ	牝2	54.0		川原正一	1:32.0	1.0	11-11-11-11	39.6	111.6	12	445	4		南弘樹		山本国広	
9	8	11		ジュンヴァンクール	牡2	55.0		廣瀬航	1:32.1	3/4	8-7-9-8	41.2	5.5	4	469	1		玉垣光章		河合純二	
10	5	6		ヨクジョウ	牝2	53.0		松木大地	1:32.4	2.0	9-10-10-10	40.2	26.6	7	395	3		雑賀伸一		内田玄祥	
11	6	8		パドゥーラ	牝2	54.0		渡瀬和幸	1:32.7	2.0	9-9-8-9	41.5	35.2	9	415	3		西村守幸		杉浦和也	
12	2	2		レディーユナ	牝2	54.0		下原理	1:33.0	1.3/4	2-2-2-4	42.6	3.6	2	464	8		栗林徹治		松岡孝子	
