waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2018104665	ダノンブレット	牡4	57.0	05585	レーン	01115	菊沢	514	0
1	2	2019105656	カフジオクタゴン	牡3	54.0	01163	坂井	01075	矢作	548	10
2	3	2018104778	フジマサインパクト	牡4	57.0	00684	田中勝	01052	菊川	430	2
2	4	2014100566	ヤマニンバンタジオ	セ8	57.0	00733	吉田豊	01112	田島	548	14
3	5	2016100757	マイネルイヴィンス	セ6	57.0	01009	柴田大	01080	清水英	510	4
3	6	2018104327	ヒートヘイズ	牡4	57.0	01150	石川	01020	相沢	488	-6
4	7	2018104874	コンソレーション	牡4	57.0	01134	嶋田	01038	手塚	494	2
4	8	2016104908	ポップフランセ	牡6	57.0	01092	津村	01185	小林	476	2
5	9	2019105458	クアトロマジコ	牡3	54.0	01077	石橋脩	01175	宮田	522	-6
5	10	2017100436	グレートバローズ	牡5	57.0	05203	岩田康	01183	辻野	482	-2
6	11	2017105706	ウインレゼルヴ	牡5	57.0	01169	武藤	01074	奥平	498	-4
6	12	2018105605	セブンデイズ	牡4	57.0	05386	戸崎圭	01162	田中博	498	4
7	13	2018101704	サハラヴァンクール	牡4	57.0	01075	田辺	01107	村山	478	4
7	14	2016100567	ヤマニンスプレモ	牡6	57.0	01117	丸田	01181	茶木	478	-14
8	15	2017105720	クリノキングボス	牡5	57.0	01162	木幡巧	01090	天間	474	-2
8	16	2018104729	ワセダハーツ	牡4	57.0	01179	菅原明	01154	橋口	424	-2
