waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2016103512	シャイナ			a0036	吉本隆記	a01e2	頼本盛行	461	8
2	2	2015103630	ブラックシープ			05229	山口勲	05601	東眞市	437	8
3	3	2014106055	ネオヴァヴェル			05601	金山昇馬	a00fd	坂井孝義	473	6
4	4	2015102730	オモウツボ			05579	出水拓人	05624	中川竜馬	484	-6
5	5	2015100700	ベルノート			05548	竹吉徹	a00f4	山田義人	413	6
5	6	2015103208	ジューンジョイ			05329	倉富隆一	05333	矢野久美	405	5
6	7	2017102355	ヒットパレード			05147	長田進仁	a00f6	中野博	433	-7
6	8	2014103579	アマノガワ			05491	田中直人	a01eb	井樋明正	433	4
7	9	2017100252	マリノヴィヴィアナ			05478	石川慎将	05257	手島勝利	478	-3
7	10	2017104219	ビクトリーマジック			05501	山下裕貴	05005	九日俊光	448	6
8	11	2016101972	アーティクル			00409	鮫島克也	05307	西久保政	472	9
8	12	2016106115	リッカシップ			05587	小松丈二	05601	東眞市	483	-3
