waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2016100302	クリスタルバローズ			a0259	高畑皓一	05574	大塚信次	474	-3
2	2	2017100128	クリノターハイ			05390	吉村智洋	a02be	飯田良弘	498	2
3	3	2013100812	リーガルオフィス			a0488	大山龍太	a0265	山元博徳	449	-3
4	4	2016106360	ヤマタケフリーダム			05576	石堂響	a028b	長南和宏	470	11
5	5	2017101078	エコロキングダム			a007f	寺地誠一	05470	黒田隆男	503	4
6	6	2018102288	セイウンジャック			a0395	永井孝典	05466	山口浩幸	468	4
7	7	2015101594	ダニエル			05581	松木大地	05644	三宅直之	502	-1
7	8	2015105152	マイアミブルー			05217	田中学	a02f1	有馬澄男	498	-2
8	9	2017100957	ホウオウガルーダ			a024c	中田貴士	05605	徳本慶一	498	-3
8	10	2015103345	ラベンデュラン			a01b1	廣瀬航	05268	溝橋利喜	460	-4
