rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	3	5		スペキュラース	牝3	53.0		木幡巧也	1:20.4		6-5	34.2	22.0	8	454	-6		高橋祥泰		ビッグレッドファーム	750.0
2	3	6		オルトルート	牝4	55.0		大野拓弥	1:20.5	1/2	7-6	34.1	33.7	11	460	2		大竹正博		村野康司	300.0
3	4	7		ライレローズ	牝4	55.0		戸崎圭太	1:20.5	ハナ	9-9	34.0	6.2	3	436	4		古賀慎明		キャロットファーム	190.0
4	7	13		タイドオーバー	牝4	55.0		柴田大知	1:20.5	クビ	9-9	33.9	4.8	2	444	0		勢司和浩		ビッグレッドファーム	110.0
5	7	14		キタイ	牝3	50.0		岩田望来	1:20.7	1.1/4	2-2	35.2	6.7	4	494	6		杉浦宏昭		西村憲人	75.0
6	5	9		レッドルチア	牝5	55.0		田中勝春	1:20.7	クビ	13-12	33.9	9.5	5	428	12		鹿戸雄一		東京ホースレーシング	
7	4	8		パンドラフォンテン	牝5	55.0		吉田豊	1:20.8	クビ	13-12	34.0	30.6	10	452	0		高橋裕		吉橋興生	
8	5	10		サトノコメット	牝4	55.0		北村宏司	1:21.0	1.0	3-4	35.0	25.6	9	460	-8		奥村武		サトミホースカンパニー	
9	6	12		ホーリーライン	牝3	53.0		Ｍ．デム	1:21.1	1/2	15-6	34.7	3.9	1	428	0		矢野英一		ノルマンディーサラブレッドレーシング	
10	8	17		アテンコール	牡4	57.0		内田博幸	1:21.4	2.0	9-11	34.7	149.7	17	458	-9		天間昭一		齊藤直信	
11	1	2		サンディレクション	牡3	54.0		武藤雅	1:21.9	3.0	7-12	35.1	11.6	6	454	-4		高木登		ノルマンディーサラブレッドレーシング	
12	2	3		メイスンハナフブキ	牝3	51.0		木幡育也	1:22.3	2.1/2	1-1	36.9	125.9	15	446	14		小島茂之		梅村浩	
13	8	15		パッポーネ	牡5	57.0		石川裕紀	1:22.4	1/2	3-3	36.7	113.1	14	480	-4		吉田直弘		金子真人ホールディングス	
14	1	1		スズノムサシ	牡3	55.0		三浦皇成	1:22.6	1.1/4	5-6	36.2	13.9	7	468	10		高橋裕		小紫嘉之	
15	6	11		アイアス	セ3	55.0		武士沢友	1:22.9	2.0	16-15	36.0	136.1	16	510	0		古賀史生		畑末廣郎	
中	2	4		ディザイアソング	牝3	53.0		横山典弘			12-16		41.6	12	436	8		金成貴史		尾上寿夫	
中	8	16		マルターズルーメン	牝4	54.0		野中悠太					66.1	13	428	-2		堀井雅広		藤田在子	
