waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2019104836	ウィングローリー	牡2	55.0	01014	福永	01184	四位	474	0
1	2	2019101185	サザンステート	牡2	55.0	01174	岩田望	01092	松永幹	464	0
2	3	2019104847	ゴーハッピーゴー	牝2	54.0	01096	大野	01142	森田	384	0
2	4	2019101860	スピリットワールド	牡2	55.0	00666	武豊	01140	石橋	520	0
3	5	2019104741	クロステック	牡2	55.0	01163	坂井	01058	大久保	474	0
3	6	2019106670	セルバーグ	牡2	55.0	01018	和田竜	01111	鈴木孝	430	0
4	7	2019100580	リリーラッシャー	牡2	55.0	01138	藤懸	01082	平田	494	0
4	8	2019106366	レイビル	牡2	55.0	01116	藤岡康	01161	武英	468	0
5	9	2019103608	リアルグローリー	牡2	55.0	00732	幸	01065	大橋	458	0
5	10	2019103635	ドゥラッツォ	牝2	54.0	01130	高倉	01157	杉山晴	458	0
6	11	2019105230	ポーカー	牡2	55.0	01126	松山	01168	上村	448	0
6	12	2019105500	サトノドルチェ	牡2	55.0	05339	ルメール	01071	池江	472	0
7	13	2019101984	ショウナンナージャ	牝2	54.0	01032	池添	01021	池添兼	452	0
7	14	2019106647	ハイグッドエース	牡2	55.0	01015	古川吉	01032	大根田	430	0
8	15	2019103626	メイショウイタマエ	牡2	52.0	01186	角田	01120	千田	488	0
8	16	2019105247	ロカビリークイッフ	牡2	55.0	01154	松若	01002	音無	476	0
