waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2018103923	エルファシル			05342	森泰斗	05552	高月賢一	489	23
2	2	2017109093	トキノカナエル			05563	櫻井光輔	05275	八木正喜	482	-3
3	3	2018102968	ティーケーメイト			05272	岡村裕基	05049	八木仁	447	3
4	4	2018109175	ミスターウラノフ			a0188	藤江渉	a0400	古澤悟	427	-17
5	5	2015100746	ロイヤルオペラ			a0420	古岡勇樹	05465	田辺陽一	475	-6
5	6	2014101028	ニューエクスプレス			a0257	伊藤裕人	a02ab	加藤誠一	505	-1
6	7	2018102302	ハンデンディオーネ			05524	笹川翼	05331	山崎尋美	440	2
6	8	2018101483	ポッドラピド			a0484	木間塚龍	a0293	武井和実	411	-3
7	9	2016110142	パイオニアバローズ			a01fb	山口達弥	a01e9	玉井勝	530	-1
7	10	2017100870	シャトン			05562	岡村健司	05670	林隆之	478	8
8	11	2018100116	ボウトロイ			05380	矢野貴之	05592	岩本洋	520	5
8	12	2018105733	カネショウルーイ			05455	町田直希	a02a8	鈴木義久	497	11
