日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey_id	jockey_name	field	distance	weight	gain	bounty
2021/12/08	曇	5	10	8	10	33.0	6	4	54.0	重	1:36.2	1.0	2-2-2-3	0.0-41.4	42.3	園田	202150120805	C2三	movie.html?race_id=202150120805	05581	松木大地	ダ	1400	444	-4	9.0
2021/11/25	晴	9	10	7	8	31.3	6	10	54.0	稍	1:37.6	3.7	3-3-5-7	0.0-41.6	44.5	園田	202150112509	C2三	movie.html?race_id=202150112509	05544	田野豊三	ダ	1400	448	8	0.0
2021/11/09	曇	7	10	7	7	55.7	7	5	51.0	重	1:35.4	1.0	2-2-1-1	0.0-40.2	41.1	園田	202150110907	C2二	movie.html?race_id=202150110907	05616	佐々木世	ダ	1400	440	0	6.0
2021/10/20	晴	5	12	6	8	40.4	6	8	54.0	良	1:35.6	2.1	2-2-3-5	0.0-40.4	42.4	園田	202150102005	C2三	movie.html?race_id=202150102005	05530	杉浦健太	ダ	1400	440	6	0.0
2021/10/01	曇	5	12	6	7	6.8	4	8	51.0	良	1:35.1	2.1	6-6-4-6	0.0-41.3	42.9	園田	202150100105	C2三	movie.html?race_id=202150100105	05616	佐々木世	ダ	1400	434	0	0.0
2021/09/15	曇	3	10	8	10	2.6	1	1	50.0	重	1:33.7	-1.8	1-1-1-1	0.0-40.4	40.4	園田	202150091503	C3三	movie.html?race_id=202150091503	05616	佐々木世	ダ	1400	434	-3	50.0
2021/09/01	曇	4	10	1	1	11.7	4	8	50.0	良	1:35.3	1.5	3-3-5-6	0.0-40.5	41.7	園田	202150090104	C3三	movie.html?race_id=202150090104	05616	佐々木世	ダ	1400	437	-1	0.0
2021/08/19	雨	5	9	2	2	9.9	5	7	50.0	不	1:35.0	2.2	3-3-5-5	0.0-40.9	42.7	園田	202150081905	C3一	movie.html?race_id=202150081905	05616	佐々木世	ダ	1400	438	2	0.0
2021/08/04	晴	4	10	2	2	3.3	2	5	50.0	良	1:34.9	1.7	5-5-7-7	0.0-39.6	40.8	園田	202150080404	C3二	movie.html?race_id=202150080404	05616	佐々木世	ダ	1400	436	1	5.0
2021/07/21	晴	5	10	8	9	5.6	2	9	50.0	良	1:35.6	4.4	5-5-9-9	0.0-39.1	42.9	園田	202150072105	C3一	movie.html?race_id=202150072105	05616	佐々木世	ダ	1400	435	6	0.0
2021/01/14	晴	8	10	7	8	33.4	8	2	54.0	良	1:33.3	0.9	3-3-2-3	0.0-39.0	39.8	姫路	202151011408	C2一	movie.html?race_id=202151011408	a0326	田村直也	ダ	1400	429	-4	14.0
2020/12/30	晴	8	12	8	12	144.6	10	6	54.0	重	1:35.7	1.8	11-12-7-6	0.0-40.5	41.0	園田	202050123008	C1	movie.html?race_id=202050123008	a0326	田村直也	ダ	1400	433	-5	0.0
2020/12/17	晴	10	10	1	1	179.8	9	9	54.0	良	1:22.8	1.9	9-9-8-8	0.0-38.9	39.1	園田	202050121710	C1	movie.html?race_id=202050121710	a0326	田村直也	ダ	1230	438	-1	0.0
2020/12/01	晴	9	12	7	10	185.1	12	12	54.0	良	1:33.9	2.7	6-6-5-8	0.0-39.1	41.2	園田	202050120109	C1一	movie.html?race_id=202050120109	a0326	田村直也	ダ	1400	439	1	0.0
2020/11/17	晴	12	11	4	4	67.6	8	7	54.0	良	1:33.0	2.1	3-3-5-8	0.0-38.2	40.1	園田	202050111712	C1一	movie.html?race_id=202050111712	a0326	田村直也	ダ	1400	438	1	0.0
2020/11/03	晴	12	12	6	8	100.3	11	9	54.0	重	1:31.5	0.9	5-5-3-4	0.0-38.0	38.6	園田	202050110312	C1一	movie.html?race_id=202050110312	a0326	田村直也	ダ	1400	437	-1	0.0
2020/10/21	晴	9	12	7	10	69.8	8	8	54.0	稍	1:32.5	1.2	2-1-2-2	0.0-40.7	41.9	園田	202050102109	C1一	movie.html?race_id=202050102109	a0326	田村直也	ダ	1400	438	5	0.0
2020/10/07	曇	10	11	1	1	19.9	5	6	54.0	良	1:33.5	1.2	5-5-4-5	0.0-39.5	40.0	園田	202050100710	C1一	movie.html?race_id=202050100710	a0326	田村直也	ダ	1400	433	3	0.0
2020/09/24	曇	8	12	6	7	110.6	11	4	54.0	良	1:32.7	1.0	2-2-2-1	0.0-41.0	41.9	園田	202050092408	C1	movie.html?race_id=202050092408	a0326	田村直也	ダ	1400	430	-5	6.5
2020/09/10	曇	8	12	7	9	89.1	10	5	54.0	重	1:33.1	1.6	2-2-2-3	0.0-40.7	42.2	園田	202050091008	C1	movie.html?race_id=202050091008	a0326	田村直也	ダ	1400	435	0	5.2
