waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2015101001	コウユープリプリ			05399	和田譲治	a02c7	宇野木博	449	-3
2	2	2017102741	エメラルディ			a0188	藤江渉	05275	八木正喜	497	3
3	3	2016105914	ジェットストリーム			05599	池谷匠翔	05331	山崎尋美	446	-2
4	4	2017106670	ヒガシブレーヴ			a0486	神尾香澄	05439	河津裕昭	427	-4
5	5	2015103431	キョウエイオビエド			a01f6	實川純一	05545	佐々木功	475	-6
6	6	2017103597	ベニノマドンナ			a0257	伊藤裕人	05465	田辺陽一	450	1
6	7	2013101246	スケールアップ			05549	張田昂	a02ab	加藤誠一	501	2
7	8	2016102454	ミトノマジック			05421	阪上忠匡	a02a8	鈴木義久	438	11
7	9	2018102100	シンキングスカイ			05455	町田直希	05302	内田勝義	451	1
8	10	2016101027	アイモンスター			05342	森泰斗	a0179	岡田一男	477	2
8	11	2018104916	サムワンスペシャル			05365	山崎誠士	a02d8	山崎裕也	445	0
