	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気
198701020607	ダ	右	1200	晴	良	13:50	4歳以上400万下		1987-7-26	2	札幌	6	4歳以上400万下	(馬齢)	5	420	2	5	140	2	1	110	1	1-5	430	1																							12.3 - 10.9 - 11.9 - 12.0 - 12.2 - 12.9	12.3 - 23.2 - 35.1 - 47.1 - 59.3 - 72.2 (12.3-12.3)	4.0	440	8.0
198701020701	ダ	右	1500	晴	良	10:15	4歳以上オープン		1987-8-1	2	札幌	7	4歳以上オープン	[抽](別定)	7	190	1	7	100	1	1	120	2	1-7	200	1																							7.5 - 11.6 - 12.0 - 12.2 - 12.5 - 12.4 - 13.2 - 13.4	7.5 - 19.1 - 31.1 - 43.3 - 55.8 - 68.2 - 81.4 - 94.8 (7.5-7.5)			
198701020702	ダ	右	1200	晴	良	10:45	3歳未勝利		1987-8-1	2	札幌	7	3歳未勝利	(混)(馬齢)	2	390	3	2	180	3	4	100	1	2-4	370	2																							12.8 - 11.5 - 11.9 - 12.0 - 12.8 - 13.4	12.8 - 24.3 - 36.2 - 48.2 - 61.0 - 74.4 (12.8-12.8)			
198701020703	ダ	右	1000	晴	良	11:15	3歳新馬		1987-8-1	2	札幌	7	3歳新馬	牝(馬齢)	7	140	1	7	130	1	2	430	6	2-7	920	5																							12.8 - 11.6 - 11.7 - 12.4 - 12.5	12.8 - 24.4 - 36.1 - 48.5 - 61.0 (12.8-12.8)			
198701020704	ダ	右	1800	曇	良	11:45	4歳未勝利		1987-8-1	2	札幌	7	4歳未勝利	(馬齢)	1	130	1	1	100	1	8	140	2	1-8	390	1																							12.8 - 11.7 - 12.7 - 12.6 - 12.6 - 13.0 - 13.0 - 13.8 - 14.1	12.8 - 24.5 - 37.2 - 49.8 - 62.4 - 75.4 - 88.4 - 102.2 - 116.3 (12.8-12.8)	4.0	150	3.0
198701020705	ダ	右	1500	曇	良	12:45	4歳未勝利		1987-8-1	2	札幌	7	4歳未勝利	(馬齢)	4	1360	7	4	290	5	12	280	4	4-8	1240	5																							7.6 - 11.0 - 12.2 - 12.1 - 12.6 - 12.5 - 13.4 - 14.2	7.6 - 18.6 - 30.8 - 42.9 - 55.5 - 68.0 - 81.4 - 95.6 (7.6-7.6)	8.0	260	3.0
198701020706	ダ	右	1800	曇	良	13:15	4歳以上400万下		1987-8-1	2	札幌	7	4歳以上400万下	(馬齢)	11	490	3	11	200	2	14	210	3	7-8	830	4																							13.2 - 11.8 - 13.0 - 12.7 - 12.2 - 12.5 - 12.5 - 13.1 - 13.1	13.2 - 25.0 - 38.0 - 50.7 - 62.9 - 75.4 - 87.9 - 101.0 - 114.1 (13.2-13.2)	8.0	250	4.0
198701020707	ダ	右	1500	曇	良	13:50	4歳以上400万下		1987-8-1	2	札幌	7	4歳以上400万下	(馬齢)	5	330	2	5	130	2	8	120	1	5-7	520	2																							7.5 - 11.7 - 11.8 - 11.9 - 12.4 - 12.5 - 12.5 - 12.9	7.5 - 19.2 - 31.0 - 42.9 - 55.3 - 67.8 - 80.3 - 93.2 (7.5-7.5)	7.0	150	3.0
198701020708	ダ	右	2000	曇	良	14:25	4歳以上400万下		1987-8-1	2	札幌	7	4歳以上400万下	(馬齢)	13	210	1	13	120	1	6	300	7	5-8	1000	4																							12.7 - 11.4 - 12.0 - 13.1 - 13.2 - 12.7 - 12.9 - 12.6 - 13.2 - 13.2	12.7 - 24.1 - 36.1 - 49.2 - 62.4 - 75.1 - 88.0 - 100.6 - 113.8 - 127.0 (12.7-12.7)	2.0	290	6.0
198701020709	ダ	右	1800	曇	良	15:00	摩周湖特別 		1987-8-1	2	札幌	7	4歳以上900万下	(別定)	7	170	1	7	110	1	2	170	4	2-7	680	3																							12.9 - 12.2 - 12.5 - 12.1 - 11.9 - 12.3 - 12.4 - 13.4 - 12.9	12.9 - 25.1 - 37.6 - 49.7 - 61.6 - 73.9 - 86.3 - 99.7 - 112.6 (12.9-12.9)	4.0	230	5.0
198701020710	ダ	右	1200	曇	良	15:35	札幌日刊スポーツ杯 		1987-8-1	2	札幌	7	4歳以上オープン	(別定)	6	940	5	6	200	5	5	120	1	5-6	930	3																							12.4 - 11.0 - 11.5 - 12.0 - 11.8 - 12.4	12.4 - 23.4 - 34.9 - 46.9 - 58.7 - 71.1 (12.4-12.4)	8.0	180	3.0
198701020801	ダ	右	1200	曇	良	10:15	3歳新馬		1987-8-2	2	札幌	8	3歳新馬	(馬齢)	4	210	1	4	110	1	2	190	4	2-4	390	2																							12.8 - 11.2 - 12.0 - 12.5 - 12.8 - 13.1	12.8 - 24.0 - 36.0 - 48.5 - 61.3 - 74.4 (12.8-12.8)			
198701020802	ダ	右	1200	曇	良	10:45	4歳未勝利		1987-8-2	2	札幌	8	4歳未勝利	(馬齢)	1	280	1	1	110	1	6	130	3	1-6	680	3																							12.7 - 11.0 - 11.9 - 12.4 - 13.5 - 13.2	12.7 - 23.7 - 35.6 - 48.0 - 61.5 - 74.7 (12.7-12.7)	4.0	110	2.0
198701020803	ダ	右	1800	曇	良	11:15	4歳未勝利		1987-8-2	2	札幌	8	4歳未勝利	(混)(馬齢)	4	600	4	4	160	4	1	130	2	1-4	1120	6																							12.7 - 12.0 - 12.6 - 12.9 - 12.9 - 13.4 - 13.4 - 13.4 - 12.7	12.7 - 24.7 - 37.3 - 50.2 - 63.1 - 76.5 - 89.9 - 103.3 - 116.0 (12.7-12.7)	2.0	140	3.0
198701020804	ダ	右	1000	曇	良	11:45	3歳新馬		1987-8-2	2	札幌	8	3歳新馬	(馬齢)	3	670	3	3	190	5	1	110	1	1-3	960	3																							12.9 - 11.7 - 12.2 - 13.0 - 12.7	12.9 - 24.6 - 36.8 - 49.8 - 62.5 (12.9-12.9)	5.0	150	2.0
198701020805	ダ	右	1200	曇	良	12:45	4歳未勝利		1987-8-2	2	札幌	8	4歳未勝利	(馬齢)	2	220	1	2	140	1	9	250	6	2-8	2200	9																							12.7 - 10.9 - 12.1 - 12.4 - 12.8 - 13.5	12.7 - 23.6 - 35.7 - 48.1 - 60.9 - 74.4 (12.7-12.7)	5.0	140	2.0
198701020806	ダ	右	1500	曇	良	13:15	4歳以上400万下		1987-8-2	2	札幌	8	4歳以上400万下	(父)(馬齢)	9	190	1	9	120	1	8	250	5	7-8	690	2																							7.4 - 11.3 - 11.8 - 11.8 - 13.0 - 12.8 - 12.6 - 12.8	7.4 - 18.7 - 30.5 - 42.3 - 55.3 - 68.1 - 80.7 - 93.5 (7.4-7.4)	5.0	380	7.0
198701020807	ダ	右	1200	曇	良	13:50	4歳以上400万下		1987-8-2	2	札幌	8	4歳以上400万下	(馬齢)	13	600	3	13	300	5	2	1,120	13	2-7	4320	16																							12.6 - 10.7 - 11.5 - 12.2 - 12.2 - 12.9	12.6 - 23.3 - 34.8 - 47.0 - 59.2 - 72.1 (12.6-12.6)	15.0	780	10.0
198701020808	ダ	右	1800	曇	良	14:25	釧路特別 		1987-8-2	2	札幌	8	4歳以上400万下	(別定)	1	470	3	1	150	1	11	160	2	1-8	780	2																							12.8 - 12.2 - 13.2 - 12.9 - 12.5 - 12.3 - 12.1 - 12.7 - 13.0	12.8 - 25.0 - 38.2 - 51.1 - 63.6 - 75.9 - 88.0 - 100.7 - 113.7 (12.8-12.8)	10.0	290	7.0
198701020809	ダ	右	2000	曇	良	15:00	オホーツクハンデ 		1987-8-2	2	札幌	8	4歳以上900万下	(混)(ハンデ)	8	950	5	8	220	5	4	150	2	4-7	1450	7																							12.4 - 11.5 - 11.9 - 13.1 - 12.8 - 12.2 - 12.9 - 12.5 - 13.2 - 13.0	12.4 - 23.9 - 35.8 - 48.9 - 61.7 - 73.9 - 86.8 - 99.3 - 112.5 - 125.5 (12.4-12.4)	9.0	150	1.0
198701020810	ダ	右	1200	曇	良	15:35	札幌3歳ステークス	G3	1987-8-2	2	札幌	8	3歳オープン	(馬齢)	13	650	4	13	260	5	3	190	2	3-8	1750	8																							12.3 - 10.9 - 12.0 - 12.2 - 12.2 - 13.1	12.3 - 23.2 - 35.2 - 47.4 - 59.6 - 72.7 (12.3-12.3)	11.0	410	7.0
198701020811	ダ	右	1800	曇	良	16:10	4歳以上900万下		1987-8-2	2	札幌	8	4歳以上900万下	(馬齢)	1	330	1	1	180	3	3	250	5	1-3	1770	9																							12.9 - 11.7 - 12.2 - 12.4 - 11.9 - 12.3 - 12.4 - 13.4 - 13.0	12.9 - 24.6 - 36.8 - 49.2 - 61.1 - 73.4 - 85.8 - 99.2 - 112.2 (12.9-12.9)	6.0	470	7.0
198701010501	ダ	右	1800	晴	良	11:15	4歳以上700万下		1987-6-27	1	札幌	5	4歳以上700万下	[抽](馬齢)	1	300	2	1	160	2	9	370	5	1-8	230	1																							12.7 - 11.9 - 12.3 - 12.8 - 12.8 - 13.6 - 13.1 - 13.7 - 14.0	12.7 - 24.6 - 36.9 - 49.7 - 62.5 - 76.1 - 89.2 - 102.9 - 116.9 (12.7-12.7)	3.0	370	6.0
198701010502	ダ	右	1500	晴	良	11:45	4歳未勝利		1987-6-27	1	札幌	5	4歳未勝利	(馬齢)	1	170	1	1	110	1	6	230	4	1-6	1130	4																							7.0 - 12.3 - 12.0 - 12.2 - 12.4 - 12.3 - 13.1 - 13.2	7.0 - 19.3 - 31.3 - 43.5 - 55.9 - 68.2 - 81.3 - 94.5 (7.0-7.0)	5.0	410	7.0
198701010503	ダ	右	1800	晴	良	12:45	4歳未勝利		1987-6-27	1	札幌	5	4歳未勝利	(馬齢)	2	470	3	2	180	5	7	180	4	2-7	2070	12																							12.9 - 12.1 - 12.4 - 12.6 - 12.8 - 12.8 - 12.6 - 13.2 - 13.6	12.9 - 25.0 - 37.4 - 50.0 - 62.8 - 75.6 - 88.2 - 101.4 - 115.0 (12.9-12.9)	3.0	130	2.0
198701010504	ダ	右	1500	晴	良	13:15	4歳未勝利		1987-6-27	1	札幌	5	4歳未勝利	(馬齢)	8	520	2	8	110	2	1	100	1	1-8	240	1																							6.7 - 12.4 - 11.6 - 12.2 - 12.6 - 12.6 - 13.2 - 13.5	6.7 - 19.1 - 30.7 - 42.9 - 55.5 - 68.1 - 81.3 - 94.8 (6.7-6.7)	4.0	120	3.0
198701010505	ダ	右	1500	晴	良	13:50	4歳未勝利		1987-6-27	1	札幌	5	4歳未勝利	(馬齢)	10	280	1	10	160	1	4	350	6	4-8	1060	5																							7.1 - 11.8 - 11.9 - 12.1 - 12.6 - 12.7 - 13.1 - 13.9	7.1 - 18.9 - 30.8 - 42.9 - 55.5 - 68.2 - 81.3 - 95.2 (7.1-7.1)	8.0	1,330	10.0
198701010506	ダ	右	1800	晴	良	14:25	4歳以上400万下		1987-6-27	1	札幌	5	4歳以上400万下	(馬齢)	8	160	1	8	110	1	9	360	8	7-7	1860	9																							12.9 - 12.9 - 13.4 - 13.1 - 12.4 - 12.4 - 11.8 - 12.6 - 12.6	12.9 - 25.8 - 39.2 - 52.3 - 64.7 - 77.1 - 88.9 - 101.5 - 114.1 (12.9-12.9)	2.0	400	9.0
198701010507	ダ	右	1200	晴	良	15:00	羊ケ丘特別 		1987-6-27	1	札幌	5	4歳以上400万下	牝(別定)	4	260	1	4	180	3	3	870	8	3-4	7540	21																							12.4 - 10.8 - 11.5 - 11.9 - 12.4 - 12.8	12.4 - 23.2 - 34.7 - 46.6 - 59.0 - 71.8 (12.4-12.4)	1.0	190	5.0
198701020608	ダ	右	1500	晴	良	14:25	まりも特別 		1987-7-26	2	札幌	6	4歳以上400万下	牝(別定)	8	240	2	8	130	2	5	180	5	5-8	1480	8																							7.2 - 11.2 - 11.6 - 11.7 - 12.2 - 12.5 - 13.0 - 13.5	7.2 - 18.4 - 30.0 - 41.7 - 53.9 - 66.4 - 79.4 - 92.9 (7.2-7.2)	7.0	120	1.0
198701020609	ダ	右	1500	晴	良	15:00	層雲峡特別 		1987-7-26	2	札幌	6	4歳以上900万下	(別定)	7	310	2	7	130	2	8	190	4	7-8	310	1																							7.3 - 10.8 - 11.6 - 11.5 - 12.0 - 12.1 - 13.0 - 13.1	7.3 - 18.1 - 29.7 - 41.2 - 53.2 - 65.3 - 78.3 - 91.4 (7.3-7.3)	9.0	120	1.0
198701020610	ダ	右	1800	晴	良	15:35	タイムス杯 		1987-7-26	2	札幌	6	4歳以上オープン	(混)(ハンデ)	4	210	1	4	130	2	7	130	3	4-7	550	2																							12.5 - 11.3 - 12.1 - 12.3 - 11.8 - 12.0 - 12.1 - 13.3 - 13.0	12.5 - 23.8 - 35.9 - 48.2 - 60.0 - 72.0 - 84.1 - 97.4 - 110.4 (12.5-12.5)	1.0	130	4.0
198701020611	ダ	右	1200	晴	良	16:10	4歳以上900万下		1987-7-26	2	札幌	6	4歳以上900万下	(馬齢)	5	270	2	5	160	3	9	400	7	5-8	5270	15																							12.6 - 10.4 - 11.3 - 11.6 - 12.7 - 13.4	12.6 - 23.0 - 34.3 - 45.9 - 58.6 - 72.0 (12.6-12.6)	8	120	1
