	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
198707010202	ダ	左	1700	晴	不良	10:40	4歳未勝利		1987-3-8	1	中京	2	4歳未勝利	牝(馬齢)	4	600	3	4	250	3	11	270	4	8.0	410.0	7.0	4-8	1990	9																							6.9 - 11.3 - 11.8 - 13.0 - 12.8 - 13.0 - 14.1 - 13.8 - 12.9	6.9 - 18.2 - 30.0 - 43.0 - 55.8 - 68.8 - 82.9 - 96.7 - 109.6 (6.9-6.9)
198707010203	ダ	左	1000	晴	不良	11:05	4歳未勝利		1987-3-8	1	中京	2	4歳未勝利	(馬齢)	2	320	1	2	150	2	4	130	1	16.0	260.0	5.0	1-2	610	1																							12.6 - 11.2 - 12.5 - 12.4 - 12.5	12.6 - 23.8 - 36.3 - 48.7 - 61.2 (12.6-12.6)
198707010204	ダ	左	1700	曇	不良	11:30	4歳以上400万下		1987-3-8	1	中京	2	4歳以上400万下	(父)(馬齢)	5	170	1	5	130	1	6	280	4	2.0	360.0	7.0	4-5	330	1																							7.2 - 11.1 - 11.5 - 12.7 - 12.3 - 12.8 - 14.1 - 13.5 - 13.0	7.2 - 18.3 - 29.8 - 42.5 - 54.8 - 67.6 - 81.7 - 95.2 - 108.2 (7.2-7.2)
198707010205	ダ	左	1000	曇	不良	11:55	4歳以上400万下		1987-3-8	1	中京	2	4歳以上400万下	(馬齢)	3	170	1	3	110	1	5	150	2	1.0	200.0	5.0	3-5	320	1																							12.6 - 10.9 - 11.9 - 12.1 - 12.3	12.6 - 23.5 - 35.4 - 47.5 - 59.8 (12.6-12.6)
198707010206	芝	左	1800	晴	稍重	12:55	4歳未出走		1987-3-8	1	中京	2	4歳未出走	(混)(馬齢)	6	260	1	6	140	1	4	460	8	1.0	310.0	6.0	4-6	1940	8																							13.0 - 12.0 - 12.7 - 12.6 - 11.9 - 12.1 - 13.1 - 12.9 - 12.6	13.0 - 25.0 - 37.7 - 50.3 - 62.2 - 74.3 - 87.4 - 100.3 - 112.9 (13.0-13.0)
198707010207	ダ	左	1700	晴	不良	13:25	4歳以上400万下		1987-3-8	1	中京	2	4歳以上400万下	(馬齢)	12	460	4	12	160	3	11	160	4	3.0	140.0	2.0	8-8	1120	4																							7.1 - 11.0 - 11.5 - 12.6 - 12.4 - 12.6 - 13.5 - 13.9 - 13.5	7.1 - 18.1 - 29.6 - 42.2 - 54.6 - 67.2 - 80.7 - 94.6 - 108.1 (7.1-7.1)
198707010208	ダ	左	1700	晴	不良	13:55	4歳以上400万下		1987-3-8	1	中京	2	4歳以上400万下	(馬齢)	5	560	3	5	200	4	3	190	3	8.0	300.0	7.0	3-5	860	2																							7.2 - 11.4 - 12.2 - 12.6 - 12.3 - 12.7 - 13.4 - 13.3 - 12.9	7.2 - 18.6 - 30.8 - 43.4 - 55.7 - 68.4 - 81.8 - 95.1 - 108.0 (7.2-7.2)
198707010209	芝	左	1800	晴	稍重	14:25	御在所特別 		1987-3-8	1	中京	2	4歳以上400万下	(馬齢)	1	670	3	1	180	2	3	150	1	6.0	240.0	5.0	1-2	640	1																							12.8 - 11.0 - 12.0 - 12.2 - 12.1 - 12.3 - 12.5 - 12.4 - 12.7	12.8 - 23.8 - 35.8 - 48.0 - 60.1 - 72.4 - 84.9 - 97.3 - 110.0 (12.8-12.8)
198707010210	ダ	左	2200	晴	不良	15:00	長良川特別 		1987-3-8	1	中京	2	4歳以上900万下	(ハンデ)	1	190	1	1	130	1	5	210	4	8.0	250.0	6.0	1-5	930	3																							13.3 - 12.4 - 12.3 - 12.3 - 12.8 - 13.4 - 12.8 - 12.6 - 13.6 - 13.0 - 12.6	13.3 - 25.7 - 38.0 - 50.3 - 63.1 - 76.5 - 89.3 - 101.9 - 115.5 - 128.5 - 141.1 (13.3-13.3)
198707010211	芝	左	1800	晴	稍重	15:35	中日新聞杯	G3	1987-3-8	1	中京	2	4歳以上オープン	(父)(別定)	2	210	1	2	140	1	11	300	5	7.0	170.0	3.0	2-6	1070	3																							12.6 - 11.4 - 11.9 - 12.0 - 11.7 - 11.8 - 12.5 - 12.2 - 12.0	12.6 - 24.0 - 35.9 - 47.9 - 59.6 - 71.4 - 83.9 - 96.1 - 108.1 (12.6-12.6)
198707010301	ダ	左	1700	小雨	不良	10:15	4歳未出走		1987-3-14	1	中京	3	4歳未出走	(馬齢)	4	480	4	4	230	4	1	180	2				1-4	630	2																							7.2 - 11.3 - 11.8 - 12.9 - 12.8 - 13.0 - 14.0 - 14.1 - 14.1	7.2 - 18.5 - 30.3 - 43.2 - 56.0 - 69.0 - 83.0 - 97.1 - 111.2 (7.2-7.2)
198707010302	ダ	左	1000	小雨	不良	10:40	4歳未勝利		1987-3-14	1	中京	3	4歳未勝利	[抽](馬齢)	6	370	2	6	200	3	10	790	8	2.0	300.0	5.0	6-8	760	3																							12.9 - 11.5 - 12.5 - 12.9 - 13.4	12.9 - 24.4 - 36.9 - 49.8 - 63.2 (12.9-12.9)
198707010303	ダ	左	1700	小雨	不良	11:05	4歳未勝利		1987-3-14	1	中京	3	4歳未勝利	牝(馬齢)	12	390	1	12	220	4	10	180	1	6.0	990.0	12.0	7-8	660	1																							7.0 - 11.2 - 12.0 - 12.9 - 13.0 - 13.1 - 14.1 - 13.6 - 13.8	7.0 - 18.2 - 30.2 - 43.1 - 56.1 - 69.2 - 83.3 - 96.9 - 110.7 (7.0-7.0)
198707010304	芝	左	2000	小雨	不良	11:30	4歳未勝利		1987-3-14	1	中京	3	4歳未勝利	(馬齢)	8	930	5	8	340	4	5	560	10	3.0	940.0	14.0	3-4	1530	8																							12.6 - 10.9 - 11.8 - 13.3 - 12.9 - 12.3 - 12.9 - 13.5 - 12.8 - 12.5	12.6 - 23.5 - 35.3 - 48.6 - 61.5 - 73.8 - 86.7 - 100.2 - 113.0 - 125.5 (12.6-12.6)
198707010305	ダ	左	1700	小雨	不良	11:55	4歳以上400万下		1987-3-14	1	中京	3	4歳以上400万下	(父)(馬齢)	11	460	3	11	210	2	4	210	3	5.0	370.0	6.0	4-7	730	3																							7.1 - 11.3 - 11.8 - 13.2 - 12.8 - 13.0 - 13.4 - 12.6 - 12.5	7.1 - 18.4 - 30.2 - 43.4 - 56.2 - 69.2 - 82.6 - 95.2 - 107.7 (7.1-7.1)
198707010306	ダ	左	1700	小雨	不良	12:55	4歳以上400万下		1987-3-14	1	中京	3	4歳以上400万下	牝(馬齢)	10	2400	10	10	740	11	9	360	4	3.0	750.0	12.0	5-5	10350	25																							6.9 - 11.2 - 11.9 - 12.7 - 12.9 - 12.9 - 13.9 - 13.4 - 13.6	6.9 - 18.1 - 30.0 - 42.7 - 55.6 - 68.5 - 82.4 - 95.8 - 109.4 (6.9-6.9)
198707010307	芝	左	1200	曇	不良	13:25	4歳以上400万下		1987-3-14	1	中京	3	4歳以上400万下	(馬齢)	1	3160	10	1	1,230	13	2	430	6	5.0	420.0	5.0	1-1	5890	24																							12.4 - 10.7 - 11.7 - 12.2 - 12.0 - 12.3	12.4 - 23.1 - 34.8 - 47.0 - 59.0 - 71.3 (12.4-12.4)
198707010308	ダ	左	1700	曇	不良	13:55	アラブ特別 		1987-3-14	1	中京	3	4歳以上300万下	[抽](別定)	9	2080	9	9	600	9	1	270	4	5.0	380.0	7.0	1-7	2740	13																							7.1 - 11.4 - 12.1 - 13.0 - 12.9 - 13.1 - 14.1 - 13.5 - 13.4	7.1 - 18.5 - 30.6 - 43.6 - 56.5 - 69.6 - 83.7 - 97.2 - 110.6 (7.1-7.1)
198707010309	芝	左	1800	雨	不良	14:25	ふきのとう特別 		1987-3-14	1	中京	3	4歳400万下	(混)(馬齢)	7	1120	6	7	320	7	8	150	1	3.0	300.0	5.0	6-6	2400	13																							12.6 - 11.8 - 12.8 - 12.5 - 12.3 - 12.5 - 12.7 - 12.0 - 12.5	12.6 - 24.4 - 37.2 - 49.7 - 62.0 - 74.5 - 87.2 - 99.2 - 111.7 (12.6-12.6)
198707010310	芝	左	2000	小雨	不良	15:00	下呂特別 		1987-3-14	1	中京	3	4歳以上400万下	(別定)	10	910	4	10	260	4	1	230	2	8.0	300.0	6.0	1-5	1580	7																							12.5 - 11.0 - 11.7 - 12.7 - 12.4 - 12.5 - 12.4 - 12.6 - 12.3 - 12.9	12.5 - 23.5 - 35.2 - 47.9 - 60.3 - 72.8 - 85.2 - 97.8 - 110.1 - 123.0 (12.5-12.5)
