着順	枠番	馬番	単勝	人気	馬名	sex	age	weight	gain	斤量	タイム	着差	通過	上り	騎手	調教師	馬主	賞金(万円)	race_id
1	8	9	---	1.0	2002101709	牡	3	464.0	6.0	54.0	92.3	0	2-1-1		a008c	a00bc	945007	40.0	200550010101
2	7	8	---	5.0	2002102973	牝	3	436.0	3.0	53.0	92.5	1.1/4	1-1-1		05328	05347	x03818	12.0	200550010101
3	5	5	---	9.0	2002101072	牡	3	435.0	3.0	54.0	92.8	1.3/4	7-4-3		05259	05533	x04b14	6.0	200550010101
4	1	1	---	2.0	2002101781	牝	3	471.0	-2.0	53.0	93.5	4	8-8-7		05309	05350	x00c20	3.6	200550010101
5	8	10	---	7.0	2002103630	牝	3	431.0	1.0	53.0	93.7	1	3-3-4		05270	05330	824007	2.4	200550010101
6	3	3	---	4.0	2002104906	牡	3	528.0	0.0	54.0	94.2	3	4-5-5		a0086	05530	x048d7	0.0	200550010101
7	6	6	---	6.0	2002106159	牝	3	453.0	-5.0	53.0	94.2	アタマ	8-7-6		05102	05443	490006	0.0	200550010101
8	4	4	---	10.0	2002200054	牝	3	429.0	2.0	51.0	95.1	5	10-10-10		a01f1	05599	x032c0	0.0	200550010101
9	2	2	---	3.0	2002103737	牡	3	416.0	-5.0	54.0	95.2	1/2	6-8-10		05379	05590	571007	0.0	200550010101
10	7	7	---	8.0	2002106944	牡	3	442.0	5.0	54.0	96.5	8	5-7-8		05317	05240	x01bb3	0.0	200550010101
1	6	6	---	6.0	2002106309	牝	3	425.0	-11.0	53.0	91.7	0	4-3-1		05282	05437	x00f47	40.0	200550010102
2	7	8	---	1.0	2002105157	牝	3	453.0	7.0	53.0	92.4	4	2-2-2		05309	05350	x0392f	12.0	200550010102
3	8	11	---	4.0	2002107618	牝	3	440.0	0.0	53.0	92.7	1.1/2	6-4-4		a0161	05637	x0081c	6.0	200550010102
4	5	5	---	7.0	2002106390	牡	3	450.0	3.0	54.0	92.9	1.1/2	10-6-6		a0195	05222	862009	3.6	200550010102
5	4	4	---	3.0	2002107431	牝	3	417.0	-1.0	53.0	93.8	5	5-4-5		05259	05599	x0119c	2.4	200550010102
6	3	3	---	2.0	2002200051	牡	3	498.0	-5.0	54.0	93.9	3/4	1-1-3		05217	05479	x00c3a	0.0	200550010102
7	7	9	---	10.0	2002106217	牡	3	441.0	4.0	52.0	94.3	2.1/2	11-10-8		a0209	05389	029008	0.0	200550010102
8	8	10	---	11.0	2002105654	牡	3	438.0	3.0	54.0	95.5	7	6-9-8		05419	05482	182008	0.0	200550010102
9	6	7	---	8.0	2002100180	セ	3	467.0	-4.0	53.0	95.7	1.1/4	9-9-10		a01f0	05531	972008	0.0	200550010102
10	1	1	---	9.0	2002104470	牝	3	421.0	0.0	53.0	95.8	1/2	3-7-7		05326	05290	490800	0.0	200550010102
11	2	2	---	5.0	2002102595	牝	3	395.0	-3.0	53.0	98.5	大	6-10-11		05364	a00be	024002	0.0	200550010102
1	7	9	---	1.0	2001105283	牡	4	488.0	0.0	56.0	91.0	0	6-2-1		05217	05479	x02e36	38.0	200550010103
