rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	3	3		ビビットラブ	牝3	54.0		赤岡修次	1:25.6		1-1-1-1	40.7	3.1	2	504	4		打越勇児		菊地昌廣	40.0
2	2	2		カイザークリスエス	牡3	55.0		多田羅誠	1:26.4	4.0	9-6-6-2	40.5	1.2	1	556	3		工藤真司		星加浩一	14.0
3	6	7		アンジュブーケ	牝3	54.0		宮川実	1:26.8	2.0	11-11-9-4	40.6	54.0	5	469	5		別府真司		吉橋英隆	8.0
4	1	1		エルニーニョ	牡3	56.0		西川敏弘	1:27.6	4.0	5-4-4-3	42.2	25.8	3	507	0		雑賀正光		公文進児	6.0
5	7	9		ボスオンザサンド	牡3	56.0		岡村卓弥	1:28.2	3.0	4-5-5-6	42.4	43.3	4	491	1		雑賀正光		（株）レックス	4.0
6	8	11		ユニバーサルタイム	牡3	56.0		松木大地	1:28.3	1/2	8-7-8-7	42.3	98.1	7	488	2		雑賀正光		小橋亮太	
7	4	4		フレンドリースカイ	牡3	56.0		倉兼育康	1:28.4	クビ	10-10-11-8	42.0	212.9	12	472	6		雑賀正光		増山武志	
8	5	6		エコロダンサー	牝3	50.0		濱尚美	1:29.7	6.0	6-9-10-10	43.4	148.2	11	413	3		那俄性哲		（株）ファーストビ	
9	5	5		ゴールドハーレー	牡3	56.0		佐原秀泰	1:29.9	1.0	3-3-2-5	44.7	123.9	8	480	3		打越勇児		米津佳昭	
10	8	12		バトル	牡3	56.0		木村直輝	1:29.9	クビ	7-8-7-11	43.9	136.2	9	482	0		胡本友晴		（株）ファーストビ	
11	6	8		マインレッド	牝3	54.0		林謙佑	1:30.0	クビ	2-2-3-9	44.7	144.0	10	437	-2		雑賀正光		峰哲馬	
12	7	10		クイーンズセンヌ	牝3	54.0		西森将司	1:32.3	大	12-12-12-12	45.2	61.7	6	422	-4		西山裕貴		三田正眞	
