waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2018109044	スプリングネージュ			05347	秋元耕成	05651	川村守男	427	-1
2	2	2018105698	パレラ			a0420	古岡勇樹	a0377	林幻	460	-8
3	3	2018101903	ヘーベー			a01f3	半澤慶実	a02c7	宇野木博	465	-2
4	4	2018105759	モモドリーム			a017d	橋本直哉	a02a6	平山真希	486	9
5	5	2018101773	キミノナハ			05248	加藤和博	a02d6	長谷川忍	448	-2
5	6	2018104487	カシノルシーダ			a041d	篠谷葵	05751	野口寛仁	466	5
6	7	2018102674	アンジュクレール			05342	森泰斗	05609	小久保智	435	12
6	8	2018102472	マッシュブライト			a017e	高橋哲也	a01fe	酒井一則	456	-4
7	9	2018101442	キョウエイファラオ			05000	酒井忍	a02c8	小澤宏次	376	-6
7	10	2018102258	ナツハヨル			05595	福原杏	a0185	横山保	436	8
8	11	2018102981	キャンビー			05553	保園翔也	05751	野口寛仁	514	0
8	12	2018106563	プロデューサー			05549	張田昂	05651	川村守男	472	3
