rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	5	9		デルマカミカゼ	牡6	56.0		菊沢一樹	1:12.2		7-7	36.5	12.8	5	468	-4		小野次郎		浅沼廣幸	760.0
2	1	1		サウンドプリズム	牡4	56.0		ルメール	1:12.6	2.1/2	9-9	36.5	4.4	2	446	4		武英智		増田雄一	300.0
3	3	5		ニシノダンテ	牡6	55.0		藤田菜七	1:12.8	1.1/4	6-6	37.5	39.7	12	514	18		田所秀孝		西山茂行	190.0
4	6	12		サダムゲンヤ	牡5	57.0		川須栄彦	1:12.9	3/4	13-13	36.1	35.8	10	516	24		中尾秀正		大西美生子	110.0
5	4	7		メジャーハリケーン	牡5	57.0		池添謙一	1:13.0	1/2	4-4	38.0	28.5	8	494	12		清水久詞		林正道	76.0
6	1	2		フレッシュステージ	セ4	56.0		小牧太	1:13.0	クビ	8-7	37.1	37.5	11	434	-4		笹田和秀		西村新一郎	
7	5	10		スズカクローカス	牝5	55.0		幸英明	1:13.3	1.1/2	9-9	37.2	19.1	6	464	4		西橋豊治		永井宏明	
8	3	6		ルクスムンディー	牡6	57.0		中井裕二	1:13.3	ハナ	12-12	37.0	23.3	7	520	-2		寺島良		前田幸治	
9	7	13		メテオスウォーム	牡5	57.0		坂井瑠星	1:13.4	1/2	2-1	38.6	53.4	13	490	-4		高柳大輔		星加浩一	
10	8	15		タシロ	牡4	56.0		荻野琢真	1:13.6	1.1/2	15-15	36.1	33.3	9	534	-2		的場均		ミルファーム	
11	2	3		ペリトモレノ	牝4	54.0		武藤雅	1:13.7	1/2	14-14	36.6	155.6	15	480	-6		大江原哲		ミルファーム	
12	7	14		ブックウエスト	牝4	54.0		長岡禎仁	1:14.3	3.1/2	9-11	38.2	393.7	16	438	0		西橋豊治		西本資史	
13	2	4		ウォータービジョン	牝5	55.0		高倉稜	1:15.6	8.0	2-2	40.8	7.1	4	474	-28		田所秀孝		山岡正人	
14	6	11		メイショウカササギ	牝5	55.0		北村友一	1:16.5	5.0	1-2	41.7	5.6	3	484	-2		木原一良		松本好雄	
15	8	16		セイウンモーリー	牡4	56.0		松若風馬	1:16.8	1.1/2	4-4	41.8	151.8	14	484	0		森秀行		西山茂行	
中	4	8		ララクリュサオル	牡5	57.0		和田竜二					2.8	1	512	20		今野貞一		フジイ興産	
