waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2018101028	シックセーラー	牝3	51.0	01184	原	01133	黒岩	420	2
2	2	2018106078	レッドスパロー	牡3	56.0	00641	柴田善	01094	水野	500	-6
2	3	2018102097	ディヴァインゲート	牡3	56.0	00422	内田博	01064	武藤	466	-4
3	4	2018100974	デルマフゲン	牝3	54.0	01179	菅原明	00436	堀井	464	-4
3	5	2018105411	フローレスクイーン	牝3	54.0	01088	川田	01137	中内田	498	0
4	6	2018101762	ハルヒコ	牡3	56.0	01128	川須	01069	中尾	472	2
4	7	2018101983	ズールウォリアー	牡3	56.0	01126	松山	01059	加藤征	470	2
5	8	2018104909	ラリック	牡3	56.0	01171	西村淳	01085	小崎	438	4
5	9	2018105448	ディクテオン	セ3	56.0	01174	岩田望	01055	藤原英	502	-8
6	10	2018104872	アクアマリンブルー	セ3	56.0	01134	嶋田	01054	戸田	448	-26
6	11	2018101343	ゾンニッヒ	牡3	56.0	01160	荻野極	01071	池江	474	2
7	12	2018104071	ヒシカムイ	牡3	53.0	01186	角田	01121	角田	460	0
7	13	2018103591	ベルザキャット	牝3	54.0	01135	杉原	01134	高橋文	432	0
8	14	2018104073	リリージャスパー	牝3	54.0	01138	藤懸	01082	平田	462	14
8	15	2018101565	ゼンノナイン	牡3	56.0	01014	福永	01092	松永幹	512	2
