waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2019103509	セイウンエンジェル	牝2	51.0	01191	松本	00427	森	464	0
2	2	2019100313	ソプラノナイト	牝2	51.0	01183	小林脩	01114	和田郎	448	0
2	3	2019103962	サトミン	牝2	54.0	01141	中井	01181	茶木	430	0
3	4	2019110075	フウジンショウジョ	牝2	54.0	01122	三浦	01112	田島	480	0
3	5	2019106691	ビーアイオラクル	牡2	54.0	01092	津村	01123	牧田	482	0
4	6	2019106895	マウントベル	牝2	54.0	01014	福永	01059	加藤征	490	0
4	7	2019100687	シンギングロード	セ2	51.0	01186	角田	01121	角田	494	0
5	8	2019105441	ヴォルゴグラード			01126	松山	01123	牧田		
5	9	2019100051	キャプテンローレル	牡2	54.0	05525	藤井勘	01091	羽月	460	0
6	10	2019103262	ハイパービーム	牝2	53.0	01178	斎藤	00421	浅野	446	0
6	11	2019100319	シンギングワールド	牡2	54.0	01169	武藤	01064	武藤	492	0
7	12	2019101656	シャークアタック	牡2	54.0	00689	江田照	01152	竹内	460	0
7	13	2019106102	アネゴハダ	牝2	54.0	00732	幸	00429	佐々木	436	0
8	14	2019104123	ルルネージュ	牝2	54.0	01179	菅原明	01089	武市	460	0
8	15	2019106361	トゴ	牝2	54.0	01034	酒井	01078	北出	456	0
