rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	7	9		ユリア	牝3	54.0		山本咲希	1:01.8		6-4	36.5	2.1	1	468	-4		松本隆宏		神谷裕継	25.0
2	4	4		シェーネル	牝3	54.0		阿部龍	1:02.0	1.0	1-1	37.7	2.3	2	494	0		角川秀樹		（株）ＭＭＣ	5.0
3	6	8		スーパーウインド	牝3	52.0		小野楓馬	1:02.2	3/4	4-4	37.1	7.1	4	472	2		田部和則		熊澤敏彦	3.8
4	3	3		ニットウダリア	牝6	54.0		宮崎光行	1:02.3	3/4	1-2	38.0	6.5	3	460	2		佐久間雅		藤井謙	2.5
5	5	5		エレーヌワンダー	牝7	54.0		松井伸也	1:02.6	1.1/2	3-3	38.0	44.2	6	506	2		谷口常信		佐渡了二	1.2
6	6	7		ミノリレディー	牝5	54.0		黒澤愛斗	1:02.8	1.0	9-9	37.0	43.2	5	460	0		恵多谷豊		廣田恒行	
7	7	10		ブラックファニー	牝6	54.0		小林靖幸	1:03.2	2.0	8-8	37.7	103.2	8	454	8		佐久間雅		松永要一	
8	8	11		スーパーヒル	牡3	56.0		亀井洋司	1:03.2	クビ	4-6	38.1	61.4	7	454	-2		谷口常信		富岡豊	
9	8	12		ミサトウオッカ	牝5	54.0		阪野学	1:03.6	2.0	6-7	38.2	124.8	9	482	4		桧森邦夫		戸部政彦	
取	1	1		メガプテラ	牡3	56.0		五十嵐冬					---		計不			櫻井拓章		原大栄	
取	2	2		ヤマニンラボーナ	牡4	56.0		井上幹太					---		計不			安田武広		土井久美子	
取	5	6		エピ	牝4	54.0		石川倭					---		計不			川島洋人		谷口祐人	
