日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey_id	jockey_name	field	distance	weight	gain	bounty
2022/03/27	晴	11	18	3	5	255.0	18	17	56.0	稍	1:35.7	2.0	2-2	35.0-34.7	36.6	阪神	202209020211	六甲S(L)	202209020211	05525	藤井勘一	芝	1600	464	-6	0.0
2022/01/15	晴	11	16	6	12	51.0	11	11	54.0	良	1:09.5	0.8	13-12	33.1-35.6	35.2	中山	202206010511	カーバンクルS(OP)	202206010511	00689	江田照男	芝	1200	470	8	0.0
2021/10/31	晴	11	18	4	7	67.5	16	17	54.0	良	0:56.7	1.6	11	32.6-33.1	33.9	新潟	202104050811	ルミエールオータムD(L)	202104050811	00689	江田照男	芝	1000	462	2	0.0
2021/05/23	曇	11	16	8	15	11.3	5	5	54.0	稍	0:56.9	0.4	8	33.2-34.2	34.0	新潟	202104020611	韋駄天S(OP)	202104020611	00689	江田照男	芝	1000	460	-4	230.0
2021/02/14	小雨	11	18	8	18	50.4	15	4	56.0	良	1:07.2	0.2	5-5	32.8-34.2	34.0	小倉	202110020211	北九州短距離S(OP)	202110020211	01179	菅原明良	芝	1200	464	0	350.0
2020/12/20	晴	10	16	7	13	45.5	10	1	54.0	良	1:09.5	0.0	7-7	33.6-35.9	35.3	中山	202006050610	南総S(3勝クラス)	202006050610	00689	江田照男	芝	1200	464	12	1855.7
2020/10/25	晴	10	17	6	11	54.3	11	13	54.0	良	1:10.9	1.2	11-12	34.5-35.2	35.3	京都	202008040610	桂川S(3勝クラス)	202008040610	05525	藤井勘一	芝	1200	452	-8	0.0
2020/10/17	雨	10	18	3	6	38.6	12	12	57.0	重	1:24.3	1.2	9-8	35.1-36.1	36.7	東京	202005040310	白秋S(3勝クラス)	202005040310	01096	大野拓弥	芝	1400	460	4	0.0
2020/09/12	小雨	10	16	4	7	11.8	6	6	57.0	稍	1:09.5	1.0	7-6	33.7-34.8	35.0	中山	202006040110	セプテンバーS(3勝クラス)	202006040110	01096	大野拓弥	芝	1200	456	4	0.0
2020/07/25	晴	11	16	7	13	18.7	9	16	57.0	良	1:09.3	1.0	7-6	34.0-34.3	34.7	札幌	202001010111	しらかばS(3勝クラス)	202001010111	00666	武豊	芝	1200	452	0	0.0
2020/07/04	曇	11	16	4	8	5.6	3	7	57.0	良	1:09.2	0.3	13-13	33.8-35.1	34.2	函館	202002020111	TVh杯(3勝クラス)	202002020111	00666	武豊	芝	1200	452	-12	0.0
2020/05/17	晴	12	16	2	3	4.7	2	12	57.0	良	1:25.7	1.7	11-13	34.3-38.1	37.4	東京	202005020812	BSイレブン賞(3勝クラス)	202005020812	00666	武豊	ダ	1400	464	8	0.0
2020/03/08	曇	9	16	4	8	3.1	1	4	55.0	重	1:09.7	0.2	3-3	34.3-35.2	35.1	中山	202006020409	アクアマリンS(3勝クラス)	202006020409	00666	武豊	芝	1200	456	4	270.0
2019/12/22	雨	12	16	3	5	3.3	1	1	56.0	良	1:09.5	-0.2	2-2	34.0-35.5	35.4	中山	201906050812	クリスマスC(2勝クラス)	201906050812	00666	武豊	芝	1200	452	0	1534.3
2019/12/07	曇	12	18	3	5	2.3	1	3	56.0	良	1:09.5	0.0	7-7	35.7-33.8	33.3	中京	201907040312	鳥羽特別(2勝クラス)	201907040312	05271	スミヨン	芝	1200	452	-4	385.5
2019/11/17	晴	12	16	3	6	5.0	2	4	56.0	良	1:09.1	0.1	15-14	33.9-35.1	33.9	福島	201903030612	会津特別(2勝クラス)	201903030612	01092	津村明秀	芝	1200	456	2	230.0
2019/07/14	曇	9	11	3	3	4.7	2	1	54.0	良	1:09.3	-0.3	1-1	34.4-34.9	34.9	函館	201902020409	下北半島特別(1勝クラス)	201902020409	00666	武豊	芝	1200	454	-8	1082.9
2019/06/22	小雨	12	16	2	4	4.7	2	7	54.0	重	1:37.1	1.3	6-5	35.4-35.3	36.3	東京	201905030712	3歳以上1勝クラス	201905030712	01092	津村明秀	芝	1600	462	4	0.0
2019/04/13	晴	11	18	3	5	22.5	8	12	56.0	良	1:34.9	0.7	9-11	35.0-34.4	34.3	阪神	201909020711	アーリントンC(G3)	201909020711	01092	津村明秀	芝	1600	458	-6	0.0
2019/03/16	晴	2	17	3	6	4.8	2	1	56.0	稍	1:21.8	-0.6	4-3	35.3-34.9	34.6	中京	201907020302	3歳未勝利	201907020302	01092	津村明秀	芝	1400	464	0	500.0
