rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	2	2		タケルライジング	牡5	54.0		宮下瞳	1:32.1		8-6-2	39.7	1.9	1	531	13		井手上慎		冨田清誠	32.0
2	3	3		ココホレワンワン	牡7	56.0		友森翔太	1:32.8	3.0	4-4-5	40.6	5.8	2	501	-1		安部幸夫		（同）ＪＰＮ技研	10.2
3	4	4		テイエムヨハネス	牡6	52.0		深澤杏花	1:33.2	2.0	10-9-8	39.9	37.7	8	486	6		竹之下昭		竹園正繼	5.8
4	1	1		ダイユウニシキ	牡4	56.0		大畑雅章	1:33.7	2.1/2	3-3-3	41.9	6.8	4	474	1		錦見勇夫		（有）大勇	3.8
5	8	10		マイネルパッセ	牡8	56.0		山田祥雄	1:33.8	1/2	1-1-1	42.3	6.5	3	472	3		今津勝之		（同）ＪＰＮ技研	2.6
6	7	8		グラスプレジャー	牡5	56.0		岡部誠	1:33.9	1/2	7-8-7	41.2	10.2	5	457	5		竹下太		太田全哉	
7	5	5		ビストオブバーデン	牡6	56.0		今井貴大	1:34.0	クビ	6-5-6	41.7	21.4	7	488	2		宇都英樹		（株）ファーストビ	
8	6	7		ボナリー	牝6	54.0		横井将人	1:34.7	3.0	2-2-4	43.1	37.7	8	450	3		安部幸夫		（同）ＪＰＮ技研	
9	6	6		ルミナスアロー	牝4	54.0		柿原翔	1:34.9	3/4	9-10-10	41.5	100.6	11	468	1		坂口義幸		谷謙介	
10	8	11		エリーグローリー	牝5	51.0		浅野皓大	1:35.0	1/2	5-7-9	42.6	82.4	10	480	-4		坂口義幸		谷謙介	
11	7	9		メイショウビコーン	牡7	56.0		戸部尚実	1:35.2	3/4	11-11-11	41.6	16.8	6	516	10		植松則幸		（株）ファーストビ	
