rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	5	5		ジューンサクラ	牝4	54.0		倉富隆一	1:24.9		5-5-4-3	38.5	2.7	1	444	5		川田孝好		吉川潤	34.0
2	8	11		イヒラニ	牡5	56.0		石川慎将	1:24.9	ハナ	2-2-2-1	38.8	4.3	2	509	-2		平山宏秀		原久美子	10.2
3	1	1		ポートフィリップ	牡7	56.0		吉本隆記	1:25.1	1.1/4	7-6-6-4	38.6	146.3	10	504	2		東美義		（同）ＪＰＮ技研	5.4
4	2	2		リュウノサボ	牡5	55.0		魚住謙心	1:25.6	2.1/2	9-9-9-7	38.8	20.9	8	538	3		北村欣也		蓑島竜一	2.7
5	5	6		ブルーオーキッド	牝7	51.0		加茂飛翔	1:26.0	2.0	1-1-1-2	40.0	244.2	12	435	1		井樋明正		吉田哲	2.0
6	6	8		ブレスオブライフ	牡4	56.0		飛田愛斗	1:26.2	3/4	6-7-3-6	40.0	12.1	5	472	3		中川竜馬		豊島愛子	
7	8	12		ディーププレザント	セ5	56.0		川島拓	1:26.2	ハナ	4-4-8-8	39.8	13.2	6	518	4		平山宏秀		（株）ＴＫＫ	
8	7	9		スティルアリス	牝5	54.0		兒島真二	1:26.4	1.1/4	11-11-10-10	39.5	15.9	7	510	5		中川竜馬		坂本孝徳	
9	4	4		リッカウィンドウ	牝6	54.0		出水拓人	1:26.5	クビ	3-3-5-5	40.1	73.0	9	434	4		東眞市		立花幸雄	
10	7	10		キングオブチェス	牡6	56.0		小松丈二	1:26.5	ハナ	12-12-12-12	38.8	181.2	11	481	-1		武藤敏明		（同）ＪＰＮ技研	
11	6	7		サイモンギザ	牡4	56.0		山口勲	1:26.6	3/4	10-10-7-9	40.2	4.6	3	470	9		池田忠好		原久美子	
12	3	3		アソボー	牡7	56.0		長田進仁	1:27.0	2.0	8-8-11-11	40.1	6.8	4	463	1		中野博		下川正義	
