rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	5	5		マリーツァ	牝7	54.0		竹吉徹	1:25.7		1-1-1-1	39.3	1.3	1	502	10		手島勝利		鈴木芳夫	30.0
2	8	10		サトノトラスト	牡5	56.0		出水拓人	1:26.3	3.0	4-3-2-2	39.4	8.0	3	520	-1		東美義		小橋亮太	9.0
3	7	7		オープストガルテン	牝4	54.0		飛田愛斗	1:27.8	8.0	3-4-4-3	40.3	5.4	2	426	-1		渡辺博文		三岡有香	4.8
4	4	4		ユウカレント	牡4	56.0		田中直人	1:28.2	2.0	6-6-5-5	40.3	23.8	5	503	14		井樋明正		（同）ＪＰＮ技研	2.4
5	1	1		マリー	牝6	51.0		加茂飛翔	1:28.4	1.1/4	5-5-7-7	40.4	35.8	6	496	14		井樋明正		廣瀬由一	1.8
6	6	6		ウインラディアント	牡5	56.0		山下裕貴	1:28.7	1.1/2	2-2-3-4	41.8	45.0	7	562	3		頼本盛行		（同）ＪＰＮ技研	
7	7	8		セイーサ	牝4	54.0		川島拓	1:28.7	ハナ	7-7-6-6	40.7	45.6	8	400	4		頼本盛行		（同）ＪＰＮ技研	
8	8	9		シャイナ	牝6	53.0		金山昇馬	1:29.0	1.1/2	9-9-8-9	40.4	89.4	10	463	5		頼本盛行		（同）ＪＰＮ技研	
9	2	2		ベイカツエース	セ4	56.0		吉本隆記	1:29.2	1.0	8-8-9-8	40.4	68.6	9	423	7		矢野久美		近藤洋司	
10	3	3		シオンデゴー	牝4	54.0		石川慎将	1:29.6	2.0	10-10-10-10	39.6	15.3	4	429	4		石川浩文		西本資史	
