waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2018103842	スターシャイニーズ			a02f8	林謙佑	a0041	平和人	503	6
2	2	2017105260	オークヒルハウス			a0256	西森将司	a030b	西山裕貴	502	2
3	3	2017104820	エバーバリュー			05564	木村直輝	a020e	胡本友晴	398	4
4	4	2016103571	ヴィルフォーマ			a03e3	濱尚美	05726	那俄性哲	455	0
5	5	2018103019	オオシマアジサイ			a022d	石本純也	a0232	田中伸一	475	-6
6	6	2016106186	ナミノハナ			a0258	山崎雅由	a0041	平和人	425	-2
7	7	2017100236	クラウンララファル			05572	佐原秀泰	a020e	胡本友晴	463	6
7	8	2018105034	ビップレックス			a048b	岡遼太郎	a0044	別府真司	444	-4
8	9	2015102662	ディヴァインサーガ			a023d	大澤誠志	a0055	細川忠義	457	9
8	10	2017104379	トーセンポエム			a0041	西川敏弘	a004f	大関吉明	495	3
