	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
200302010307	ダ	右	1000	曇	良	13:15	3歳以上500万下		2003-6-28	1	函館	3	3歳以上500万下	[指](別定)	10	240	1	10	120	1	9	260	4	11.0	580	9.0	7-8	680	3	9-10	1300.0	3.0	9-10	520	4.0	10-11	1,090	12.0	9-11	2,530	34.0	10=>9	2000	5	9-10-11	8180	33			10,9(4,6)8(5,11)3(1,2)7	10,9-(4,6,8)(5,11)2(3,1,7)	12.4 - 10.5 - 11.8 - 12.1 - 13.0	12.4 - 22.9 - 34.7 - 46.8 - 59.8 (34.7-36.9)
200302010308	芝	右	1800	曇	良	13:45	3歳以上500万下		2003-6-28	1	函館	3	3歳以上500万下	(特指)(別定)	7	200	1	7	120	1	4	140	2	3.0	380	7.0	4-5	250	1	4-7	420.0	1.0	4-7	190	1.0	3-7	660	8.0	3-4	1,630	21.0	7=>4	670	1	3-4-7	3730	10	2(7,13)(4,6,8,9)5,11,12(1,3,10)	2(7,13)(4,6,8,9)(5,11)12,10(1,3)	(*2,7)(4,6,13,9)8(5,11)(12,10,3)1	(*2,7,9,3)(4,6,13,8)(5,11,1,10)12	12.7 - 11.5 - 12.2 - 12.5 - 12.3 - 12.2 - 12.5 - 11.9 - 11.9	12.7 - 24.2 - 36.4 - 48.9 - 61.2 - 73.4 - 85.9 - 97.8 - 109.7 (36.4-36.3)
200302010309	芝	右	1200	曇	良	14:20	3歳以上500万下		2003-6-28	1	函館	3	3歳以上500万下	[指](別定)	2	260	1	2	140	1	4	350	7	12.0	670	9.0	2-4	1410	6	2-4	1950.0	6.0	2-4	730	7.0	2-12	1,850	20.0	4-12	7,150	64.0	2=>4	2630	7	2-4-12	21720	69			4,2(1,12)(6,10,13)(5,11,9)(7,8)=3	4,2(1,12)(6,10,13,9)(5,11)8,7=3	12.0 - 10.5 - 11.2 - 11.9 - 11.7 - 12.5	12.0 - 22.5 - 33.7 - 45.6 - 57.3 - 69.8 (33.7-36.1)
200302010310	芝	右	1800	曇	良	14:55	遊楽部特別 		2003-6-28	1	函館	3	3歳以上500万下	牝(特指)(別定)	6	860	4	6	200	4	2	150	1	1.0	470	8.0	2-4	1240	5	2-6	1180.0	3.0	2-6	530	4.0	1-6	2,010	25.0	1-2	880	8.0	6=>2	3060	10	1-2-6	7570	28	6,8(1,11)(2,12)(9,13)(4,10)(7,14)(3,5)	6,8(1,11)(2,12)(9,13)(4,10)(7,14)(3,5)	6(8,11)12(1,2,9,13)(4,7,10,14)5,3	(*6,8,11,12)(1,2,9,13)(10,14)(4,7,5)3	12.7 - 11.9 - 12.6 - 12.9 - 12.8 - 12.6 - 12.4 - 11.8 - 11.8	12.7 - 24.6 - 37.2 - 50.1 - 62.9 - 75.5 - 87.9 - 99.7 - 111.5 (37.2-36.0)
200302010311	芝	右	1200	曇	良	15:30	道新スポーツ杯 		2003-6-28	1	函館	3	3歳以上1000万下	(混)[指](ハンデ)	11	1490	5	11	490	10	4	130	1	1.0	260	4.0	4-8	960	4	4-11	2610.0	10.0	4-11	1,300	15.0	1-11	3,000	39.0	1-4	460	3.0	11=>4	7300	27	1-4-11	10200	35			2-11(4,3,8,12)(9,10)7(1,5,6)	2,11,4(3,12)(1,8,9,10)(7,5,6)	12.0 - 10.4 - 11.1 - 11.9 - 12.1 - 12.4	12.0 - 22.4 - 33.5 - 45.4 - 57.5 - 69.9 (33.5-36.4)
200302010312	ダ	右	1700	曇	良	16:10	檜山特別 		2003-6-28	1	函館	3	3歳以上500万下	(混)[指](別定)	8	490	2	8	130	2	9	160	4	10.0	110	1.0	6-7	360	1	8-9	1660.0	6.0	8-9	440	5.0	8-10	240	3.0	9-10	190	1.0	8=>9	3530	13	8-9-10	730	2	6,2,9,10(5,7,12)8(3,4)1-11	6(2,9,10)12(5,7)8(3,4)1-11	(*6,2,9,10)(5,7,12)(8,4)3,1-11	(*9,10)(6,2,12)7(5,8)3(1,4)-11	6.8 - 11.3 - 11.8 - 13.1 - 13.0 - 12.5 - 12.7 - 12.4 - 12.7	6.8 - 18.1 - 29.9 - 43.0 - 56.0 - 68.5 - 81.2 - 93.6 - 106.3 (29.9-37.8)
200302010401	ダ	右	1700	曇	重	09:55	3歳未勝利		2003-6-29	1	函館	4	3歳未勝利	[指](馬齢)	8	2290	5	8	270	6	4	130	2	5.0	130	3.0	4-8	2110	7													8=>4	7390	21	4-5-8	1830	7	(*5,8)(2,4,7)(3,6)-1	(5,*8)7(2,4)6,3,1	(5,*8)(2,4,7)6(3,1)	(5,*8)(2,4)-6,3(7,1)	7.0 - 12.1 - 12.7 - 13.0 - 13.5 - 12.8 - 12.5 - 12.2 - 12.8	7.0 - 19.1 - 31.8 - 44.8 - 58.3 - 71.1 - 83.6 - 95.8 - 108.6 (31.8-37.5)
200302010402	ダ	右	1700	曇	重	10:20	3歳未勝利		2003-6-29	1	函館	4	3歳未勝利	牝[指](馬齢)	7	200	1	7	120	1	5	190	4	2.0	140	3.0	5-7	800	4	5-7	870.0	4.0	5-7	310	3.0	2-7	250	2.0	2-5	550	8.0	7=>5	1320	4	2-5-7	1060	4	(*3,6,8,9)4(5,7)2,1	3,6,8(4,5,9)7,2,1	(6,8,*9)7(3,5,2)4,1	(*9,7)(6,8)(4,5,2)1-3	7.1 - 11.5 - 12.2 - 12.8 - 13.1 - 12.8 - 13.2 - 13.1 - 13.3	7.1 - 18.6 - 30.8 - 43.6 - 56.7 - 69.5 - 82.7 - 95.8 - 109.1 (30.8-39.6)
200302010403	ダ	右	1000	曇	重	10:45	3歳未勝利		2003-6-29	1	函館	4	3歳未勝利	[指](馬齢)	4	560	2	4	110	2	11	100	1	8.0	140	3.0	4-8	250	1	4-11	270.0	1.0	4-11	140	1.0	4-8	320	4.0	8-11	230	2.0	4=>11	1210	4	4-8-11	500	1			11(6,8)4-7(1,3)5-9,12,2-10	11(6,8)4-(3,7)1-5(9,12)2-10	12.4 - 11.2 - 11.8 - 12.1 - 12.6	12.4 - 23.6 - 35.4 - 47.5 - 60.1 (35.4-36.5)
200302010404	芝	右	1200	曇	稍重	11:10	3歳未勝利		2003-6-29	1	函館	4	3歳未勝利	(混)[指](馬齢)	12	460	2	12	150	2	5	150	1	4.0	220	4.0	3-7	440	1	5-12	990.0	2.0	5-12	410	2.0	4-12	570	4.0	4-5	590	5.0	12=>5	2070	4	4-5-12	2450	4			4,9(7,14)(5,15)10,13(6,8,12)-(2,11)=1 3	(*4,9)(7,14)(5,15)10(8,13,12)6-(2,11)=1 3	12.1 - 10.6 - 11.2 - 11.9 - 12.3 - 12.9	12.1 - 22.7 - 33.9 - 45.8 - 58.1 - 71.0 (33.9-37.1)
200302010405	芝	右	1200	曇	稍重	12:10	2歳新馬		2003-6-29	1	函館	4	2歳新馬	[指](馬齢)	11	710	4	11	180	4	8	160	2	2.0	110	1.0	7-8	1280	6	8-11	1850.0	7.0	8-11	510	7.0	2-11	330	3.0	2-8	240	1.0	11=>8	4640	16	2-8-11	1340	2			(*9,11)(2,5,8)-4,10,3,6,1,7	9,11(2,8)5-4(10,6)-1,3-7	12.4 - 11.4 - 11.7 - 12.3 - 12.2 - 12.8	12.4 - 23.8 - 35.5 - 47.8 - 60.0 - 72.8 (35.5-37.3)
200302010406	芝	右	2000	曇	稍重	12:35	3歳未勝利		2003-6-29	1	函館	4	3歳未勝利	[指](馬齢)	1	820	5	1	240	5	6	140	1	4.0	320	7.0	1-6	1360	8	1-6	1520.0	9.0	1-6	480	5.0	1-4	1,370	18.0	4-6	920	13.0	1=>6	4030	20	1-4-6	5740	25	(*2,3)(4,5,8)(6,10)-(1,7)9	2,3(4,5)8(6,10)-1,7-9	2(4,3)(1,5)8,6=7,9=10	2(1,4)3,6,5,8-(7,9)=10	12.5 - 11.2 - 12.1 - 12.4 - 12.6 - 12.6 - 12.8 - 13.4 - 13.3 - 13.3	12.5 - 23.7 - 35.8 - 48.2 - 60.8 - 73.4 - 86.2 - 99.6 - 112.9 - 126.2 (35.8-40.0)
200302010407	ダ	右	1000	曇	重	13:05	3歳以上500万下		2003-6-29	1	函館	4	3歳以上500万下	[指](別定)	5	440	3	5	170	3	9	150	2	2.0	270	6.0	5-8	590	2	5-9	1050.0	3.0	5-9	400	3.0	2-5	760	12.0	2-9	570	8.0	5=>9	2130	6	2-5-9	2760	10			(*10,2)(6,5,7,8)9,1-4-3	(*10,2)(6,5)(7,8,9)(1,4)-3	12.2 - 10.9 - 11.8 - 12.0 - 13.0	12.2 - 23.1 - 34.9 - 46.9 - 59.9 (34.9-36.8)
200302010408	ダ	右	1700	曇	重	13:35	3歳以上500万下		2003-6-29	1	函館	4	3歳以上500万下	[指](別定)	10	140	1	10	100	1	12	300	5	7.0	220	3.0	7-8	970	4	10-12	1040.0	4.0	10-12	540	4.0	7-10	320	2.0	7-12	1,380	14.0	10=>12	1490	5	7-10-12	2870	8	(1,*3,6,10)4(2,8,9,11)12-5,7 13	(1,*3)(6,10)(2,4,9,11)(8,12)-5,7 13	10,11(9,12)(3,7)(4,5)1,2,8,6 13	10(11,12)9,7-(3,5)4-(1,2)-8,6 13	7.1 - 11.0 - 11.7 - 12.4 - 12.7 - 12.7 - 12.9 - 12.7 - 13.1	7.1 - 18.1 - 29.8 - 42.2 - 54.9 - 67.6 - 80.5 - 93.2 - 106.3 (29.8-38.7)
200302010409	芝	右	1200	曇	稍重	14:10	3歳以上500万下		2003-6-29	1	函館	4	3歳以上500万下	(特指)(別定)	12	530	2	12	160	2	6	140	1	7.0	570	9.0	5-8	550	1	6-12	710.0	2.0	6-12	310	2.0	7-12	2,260	30.0	6-7	1,450	16.0	12=>6	1740	5	6-7-12	6320	16			11-(2,8)9(1,7)(3,12)(5,6)4-10	11-8(2,7)(1,9)(3,12,6)(4,5)10	12.3 - 10.8 - 11.3 - 11.8 - 12.3 - 13.3	12.3 - 23.1 - 34.4 - 46.2 - 58.5 - 71.8 (34.4-37.4)
200302010410	芝	右	2000	曇	稍重	14:45	湯川特別 		2003-6-29	1	函館	4	3歳以上500万下	(混)[指](別定)	6	490	3	6	130	2	4	110	1	2.0	260	5.0	4-6	440	2	4-6	470.0	2.0	4-6	230	2.0	2-6	980	10.0	2-4	630	7.0	6=>4	1190	4	2-4-6	2110	6	6(3,10)(2,7,8)5(4,9)-11,1	6(3,10,8)(2,7)(5,9)4-(1,11)	6,3,10,2(7,8,9,4)5-1,11	(*6,3)(10,4)(2,9)(7,5)-1(8,11)	12.5 - 11.5 - 12.3 - 12.9 - 12.9 - 12.6 - 12.6 - 12.4 - 11.7 - 12.2	12.5 - 24.0 - 36.3 - 49.2 - 62.1 - 74.7 - 87.3 - 99.7 - 111.4 - 123.6 (36.3-36.3)
200302010411	ダ	右	1700	曇	重	15:25	駒場特別 		2003-6-29	1	函館	4	3歳以上1000万下	(混)(特指)(別定)	10	350	2	10	110	2	11	150	3	4.0	110	1.0	8-8	820	2	10-11	810.0	3.0	10-11	300	2.0	4-10	160	1.0	4-11	310	3.0	10=>11	1430	4	4-10-11	600	1	2,10(6,7,11)(8,9)(3,4)(1,5)	2(10,11)(6,7,8,9)(3,4)(1,5)	2(10,11)9(7,8,4)(3,5)-1,6	(2,*10,11)(8,9,4)(7,3)-5-1=6	7.1 - 11.4 - 12.1 - 13.1 - 12.8 - 12.1 - 12.4 - 12.3 - 12.6	7.1 - 18.5 - 30.6 - 43.7 - 56.5 - 68.6 - 81.0 - 93.3 - 105.9 (30.6-37.3)
200302010412	芝	右	1200	曇	稍重	16:10	仁山特別 		2003-6-29	1	函館	4	3歳以上500万下	(混)[指](別定)	1	390	2	1	140	2	11	120	1	8.0	240	5.0	1-8	410	1	1-11	480.0	1.0	1-11	210	1.0	1-8	780	9.0	8-11	460	6.0	1=>11	1030	2	1-8-11	1630	5			(*2,8,10)-(1,7)6(3,11)5,4,9	(2,*8)(1,10)(7,11)(3,6)(4,5)9	12.2 - 10.7 - 11.2 - 11.8 - 12.0 - 12.5	12.2 - 22.9 - 34.1 - 45.9 - 57.9 - 70.4 (34.1-36.3)
200302010501	ダ	右	1700	曇	不良	09:55	3歳未勝利		2003-7-5	1	函館	5	3歳未勝利	(父)[指](馬齢)	1	120	1	1	100	1	2	150	3				1-2	210	1													1=>2	260	1	1-2-3	180	1	(*4,3)(5,2,6)1=8 7	(*4,3)(5,2,6)1-8 7	(3,*1)(4,2)5,6,8 7	1(3,2)-(4,5,6)-8 7	7.0 - 11.1 - 12.9 - 13.5 - 13.4 - 12.5 - 12.3 - 12.1 - 12.3	7.0 - 18.1 - 31.0 - 44.5 - 57.9 - 70.4 - 82.7 - 94.8 - 107.1 (31.0-36.7)
200302010502	芝	右	1200	曇	重	10:20	2歳未勝利		2003-7-5	1	函館	5	2歳未勝利	(混)[指](馬齢)	1	540	3	1	130	3	7	100	1	5.0	110	2.0	1-7	560	3	1-7	550.0	2.0	1-7	200	3.0	1-5	250	4.0	5-7	140	1.0	1=>7	1500	6	1-5-7	460	1			(*1,9)5(3,4,7)-(6,8)-2	1(5,9,7)4,3(6,8)-2	12.4 - 11.2 - 11.4 - 11.9 - 12.0 - 12.8	12.4 - 23.6 - 35.0 - 46.9 - 58.9 - 71.7 (35.0-36.7)
200302010503	ダ	右	1700	曇	不良	10:45	3歳未勝利		2003-7-5	1	函館	5	3歳未勝利	[指](馬齢)	1	540	2	1	140	2	9	100	1	3.0	150	3.0	1-8	400	1	1-9	460.0	2.0	1-9	160	1.0	1-3	450	6.0	3-9	200	2.0	1=>9	1260	5	1-3-9	690	1	1,9,6(2,4,5)(3,7)-8	1,9,6(2,4,5)3,7-8	(*1,9)6(3,5)4(2,7)=8	1,9-(3,6)-5-4,7-(2,8)	6.9 - 11.2 - 12.2 - 12.7 - 13.0 - 12.5 - 12.1 - 12.6 - 13.2	6.9 - 18.1 - 30.3 - 43.0 - 56.0 - 68.5 - 80.6 - 93.2 - 106.4 (30.3-37.9)
200302010504	ダ	右	1000	曇	不良	11:15	3歳未勝利		2003-7-5	1	函館	5	3歳未勝利	(混)[指](馬齢)	8	990	4	8	200	4	1	110	1	5.0	310	6.0	1-6	670	2	1-8	660.0	3.0	1-8	290	3.0	5-8	1,520	17.0	1-5	460	4.0	8=>1	2120	7	1-5-8	3020	11			(*10,12)8,1-7,3(4,5)-9(2,6)-11	(*10,12)(8,1)-7,4(3,5)-2,9,6-11	12.2 - 10.4 - 11.5 - 12.3 - 13.3	12.2 - 22.6 - 34.1 - 46.4 - 59.7 (34.1-37.1)
200302010505	芝	右	1200	曇	稍重	12:15	3歳未勝利		2003-7-5	1	函館	5	3歳未勝利	[指](馬齢)	2	420	2	2	120	2	4	140	3	6.0	100	1.0	1-2	730	3	2-4	1170.0	5.0	2-4	340	4.0	2-6	160	1.0	4-6	250	2.0	2=>4	2030	7	2-4-6	610	1			1(6,7)(2,11,13)(4,9)(14,16)3(8,12)-10(5,15)	(*1,6)(2,7,11,13)4,9-(14,16)(3,12)-8-15,10,5	12.4 - 10.8 - 11.4 - 11.9 - 11.9 - 12.8	12.4 - 23.2 - 34.6 - 46.5 - 58.4 - 71.2 (34.6-36.6)
200302010506	ダ	右	1700	曇	重	12:45	3歳以上500万下		2003-7-5	1	函館	5	3歳以上500万下	[指](別定)	13	170	1	13	120	1	2	1,140	12	5.0	770	9.0	2-8	7460	23	2-13	6020.0	18.0	2-13	2,660	26.0	5-13	1,390	11.0	2-5	14,440	68.0	13=>2	8980	26	2-5-13	45430	105	(2,*5)(8,13)(3,11)(6,7)12,4-(9,10)=1	5(8,13)2(3,11)7,6,12-4-(9,10)=1	5(8,13)2(3,11)4,6,7,12(9,10)-1	(*5,13)-2,8(3,11)(6,4)-(9,10)12,7,1	6.9 - 11.3 - 11.7 - 12.4 - 12.5 - 12.2 - 12.5 - 12.5 - 13.9	6.9 - 18.2 - 29.9 - 42.3 - 54.8 - 67.0 - 79.5 - 92.0 - 105.9 (29.9-38.9)
200302010507	ダ	右	1000	曇	重	13:15	3歳以上500万下		2003-7-5	1	函館	5	3歳以上500万下	牝[指](別定)	3	300	2	3	150	2	5	460	8	4.0	420	7.0	3-5	970	4	3-5	2880.0	11.0	3-5	1,120	12.0	3-4	950	9.0	4-5	4,710	40.0	3=>5	4050	15	3-4-5	14880	49			1-3,5(4,8,12)(2,6,11,10)-9-7	1-3-(4,5)(6,8,11,10)(2,12)9-7	11.9 - 10.4 - 11.3 - 12.0 - 12.6	11.9 - 22.3 - 33.6 - 45.6 - 58.2 (33.6-35.9)
200302010508	ダ	右	1700	曇	重	13:45	3歳以上500万下		2003-7-5	1	函館	5	3歳以上500万下	[指](別定)	1	490	3	1	200	2	4	210	4	5.0	380	7.0	1-4	1230	7	1-4	1560.0	7.0	1-4	630	8.0	1-5	1,220	16.0	4-5	1,310	20.0	1=>4	2900	10	1-4-5	6770	26	(*11,3,5)7(1,4,12,6)-(10,13)(2,9) 8	(*11,3,5,6)(1,7,12)4(2,10,13)9 8	11(3,5)(1,12)(4,6)2(7,13)(9,10) 8	11(3,5)1(4,12)2,13(9,7,6,10) 8	7.1 - 11.8 - 12.1 - 12.6 - 12.5 - 12.3 - 12.4 - 12.5 - 12.8	7.1 - 18.9 - 31.0 - 43.6 - 56.1 - 68.4 - 80.8 - 93.3 - 106.1 (31.0-37.7)
200302010509	芝	右	2600	晴	稍重	14:20	3歳以上500万下		2003-7-5	1	函館	5	3歳以上500万下	(混)(特指)(別定)	7	1950	8	7	700	8	6	370	5	9.0	300	3.0	6-6	7240	16	6-7	7510.0	23.0	6-7	2,540	26.0	7-9	2,710	27.0	6-9	1,280	13.0	7=>6	23520	57	6-7-9	17980	53	7,9(4,11)6(3,10)(8,5)1,2	7,9(4,11)6(3,10)(8,5)1-2	7,9(4,11)6(3,10,5)(2,8,1)	(*7,9)(4,6,11)(3,2,10,5)(8,1)	13.0 - 12.2 - 13.0 - 13.7 - 13.0 - 13.3 - 13.7 - 13.5 - 12.9 - 12.3 - 12.3 - 11.9 - 12.7	13.0 - 25.2 - 38.2 - 51.9 - 64.9 - 78.2 - 91.9 - 105.4 - 118.3 - 130.6 - 142.9 - 154.8 - 167.5 (38.2-36.9)
200302010510	芝	右	1200	晴	稍重	14:55	江差特別 		2003-7-5	1	函館	5	3歳以上500万下	(混)[指](別定)	7	250	1	7	150	1	1	180	2	10.0	310	6.0	1-4	510	1	1-7	820.0	1.0	1-7	320	1.0	7-10	830	6.0	1-10	1,090	9.0	7=>1	1340	1	1-7-10	3720	4			9(10,16)(6,14)(7,15)(1,11)(5,4,8)(3,12,13)2	(*9,10)16(6,14)7(1,15)(5,4)8(3,12,11)13,2	12.2 - 10.5 - 11.3 - 11.7 - 12.1 - 12.8	12.2 - 22.7 - 34.0 - 45.7 - 57.8 - 70.6 (34.0-36.6)
200302010511	芝	右	1200	晴	稍重	15:30	函館日刊スポーツ杯 		2003-7-5	1	函館	5	3歳以上1000万下	(混)(特指)(別定)	10	960	2	10	190	2	13	110	1	2.0	360	8.0	7-8	580	2	10-13	850.0	2.0	10-13	340	2.0	2-10	2,030	26.0	2-13	630	7.0	10=>13	2600	11	2-10-13	4200	18			(*3,10)11,12(4,6,13)9(1,2,7)-8-5	(3,*10)11(4,12,13)(6,2)9(1,8,7)-5	12.0 - 10.7 - 11.2 - 11.7 - 11.9 - 12.9	12.0 - 22.7 - 33.9 - 45.6 - 57.5 - 70.4 (33.9-36.5)
200302010512	芝	右	1800	晴	稍重	16:10	大森浜特別 		2003-7-5	1	函館	5	3歳以上500万下	(混)[指](別定)	2	1010	6	2	330	7	8	1,710	11	4.0	150	1.0	2-7	3210	13	2-8	35070.0	45.0	2-8	6,320	44.0	2-4	760	8.0	4-8	4,210	35.0	2=>8	62370	87	2-4-8	41340	82	(*7,10)5(9,11)(6,8)4-2(1,3)	7,10,5(9,11)6,8,4,1(2,3)	(*7,10)(5,11,8)(6,9,4)(2,1)-3	(10,*8)(7,4)11(5,2,1)(6,9)3	12.2 - 11.7 - 12.5 - 12.6 - 12.8 - 12.3 - 12.2 - 12.1 - 12.6	12.2 - 23.9 - 36.4 - 49.0 - 61.8 - 74.1 - 86.3 - 98.4 - 111.0 (36.4-36.9)
200302010601	ダ	右	1700	晴	稍重	09:55	3歳未勝利		2003-7-6	1	函館	6	3歳未勝利	[指](馬齢)	6	750	3	6	190	3	3	110	1	11.0	240	6.0	3-6	270	1	3-6	630.0	2.0	3-6	250	1.0	6-11	1,330	18.0	3-11	330	4.0	6=>3	1770	8	3-6-11	2260	6	(2,*3,4)6(1,11)-(5,10)7,8 9	2,3(1,4,6)11(5,10)7,8 9	(*2,3)(4,6,11)(1,8)(5,10,7) 9	(*2,3,6)11-(1,4,8)10,5,7 9	7.0 - 11.3 - 11.9 - 13.1 - 13.4 - 12.9 - 13.1 - 13.1 - 13.6	7.0 - 18.3 - 30.2 - 43.3 - 56.7 - 69.6 - 82.7 - 95.8 - 109.4 (30.2-39.8)
200302010602	ダ	右	1000	晴	稍重	10:20	3歳未勝利		2003-7-6	1	函館	6	3歳未勝利	牝[指](馬齢)	2	510	3	2	160	2	8	240	5	7.0	120	1.0	2-6	420	2	2-8	2440.0	9.0	2-8	680	9.0	2-7	210	1.0	7-8	360	3.0	2=>8	4000	14	2-7-8	1440	2			2,8,10(9,7)6,12(5,3)4,11-1	(*2,8)-(10,7)(9,6)-(5,12)3,4,11,1	12.3 - 10.9 - 11.8 - 11.9 - 12.7	12.3 - 23.2 - 35.0 - 46.9 - 59.6 (35.0-36.4)
200302010603	ダ	右	1700	晴	良	10:45	3歳未勝利		2003-7-6	1	函館	6	3歳未勝利	[指](馬齢)	8	650	3	8	200	3	3	250	5	4.0	220	4.0	3-6	720	4	3-8	2290.0	10.0	3-8	750	8.0	4-8	800	9.0	3-4	940	12.0	8=>3	4820	19	3-4-8	3780	13	3,9(4,11)(7,8,12)2(1,10,13)-(5,6)	3,9,11(4,8)(7,12,13)(1,2)10(5,6)	3(9,11)8(4,7,13,12)(1,2)6,10-5	(*3,9)8(4,11,12)-(1,7)2,13,6,10-5	6.9 - 11.5 - 12.5 - 13.2 - 13.2 - 13.0 - 12.9 - 12.7 - 13.2	6.9 - 18.4 - 30.9 - 44.1 - 57.3 - 70.3 - 83.2 - 95.9 - 109.1 (30.9-38.8)
200302010604	芝	右	1800	晴	良	11:15	3歳未勝利		2003-7-6	1	函館	6	3歳未勝利	(混)[指](馬齢)	13	1320	7	13	260	6	12	150	1	9.0	240	5.0	6-7	660	3	12-13	1760.0	5.0	12-13	600	5.0	9-13	1,420	19.0	9-12	760	7.0	13=>12	4170	13	9-12-13	4280	11	(*14,15)(5,12)(3,4,7,10)(8,11,16)-(9,13)1(2,6)	(14,*15)(5,12)-(3,7,10)4,16(8,11)13,9(1,2,6)	(15,5,*12)(14,10)(7,16)13,11(3,6)(8,4)9,2,1	(5,*12)(15,14,10,16,13)(7,11)6-9-(3,2)4,1,8	12.5 - 11.7 - 11.9 - 12.2 - 12.7 - 12.8 - 12.3 - 12.2 - 12.3	12.5 - 24.2 - 36.1 - 48.3 - 61.0 - 73.8 - 86.1 - 98.3 - 110.6 (36.1-36.8)
200302010605	芝	右	1200	晴	良	12:15	2歳新馬		2003-7-6	1	函館	6	2歳新馬	(混)[指](馬齢)	2	370	2	2	160	2	4	370	6	5.0	190	3.0	2-4	2010	9	2-4	2050.0	8.0	2-4	650	9.0	2-5	410	5.0	4-5	1,320	20.0	2=>4	3170	14	2-4-5	3960	15			(*3,5)(4,6)(1,2)-(8,9)7	3(5,4)(1,2,6)-8,9,7	12.4 - 11.3 - 11.5 - 12.0 - 12.1 - 13.1	12.4 - 23.7 - 35.2 - 47.2 - 59.3 - 72.4 (35.2-37.2)
200302010606	ダ	右	1000	晴	良	12:45	3歳以上500万下		2003-7-6	1	函館	6	3歳以上500万下	(混)[指](別定)	11	200	1	11	110	1	8	240	5	10.0	120	2.0	6-8	1080	4	8-11	1400.0	5.0	8-11	400	4.0	10-11	180	1.0	8-10	700	9.0	11=>8	1780	5	8-10-11	1380	2			10(1,8,11)(3,6)2(4,5,12)(7,9)	10(8,11)1(6,12)(3,5)(2,7,9)4	12.3 - 10.6 - 11.7 - 12.1 - 12.7	12.3 - 22.9 - 34.6 - 46.7 - 59.4 (34.6-36.5)
200302010607	ダ	右	1700	晴	良	13:15	3歳以上500万下		2003-7-6	1	函館	6	3歳以上500万下	[指](別定)	11	700	5	11	190	4	13	200	5	2.0	130	1.0	7-8	2160	7	11-13	2770.0	11.0	11-13	980	12.0	2-11	360	3.0	2-13	390	4.0	11=>13	5230	20	2-11-13	2130	6	3,11,7,6(9,13)(2,10)12(1,8)-(4,5)	3,11,7(6,2)13,9,10(1,8,12)(4,5)	3,11(6,7)(2,13)(1,9,5)10,4(8,12)	(*3,11,7)(6,13)2(1,9)-(4,5)10-(8,12)	6.9 - 11.0 - 12.1 - 12.7 - 12.9 - 12.5 - 12.7 - 12.6 - 13.4	6.9 - 17.9 - 30.0 - 42.7 - 55.6 - 68.1 - 80.8 - 93.4 - 106.8 (30.0-38.7)
200302010608	芝	右	2000	晴	良	13:45	3歳以上500万下		2003-7-6	1	函館	6	3歳以上500万下	[指](別定)	9	450	2	9	170	2	11	340	6	4.0	2,260	12.0	6-7	450	1	9-11	2140.0	10.0	9-11	820	8.0	4-9	10,350	60.0	4-11	16,020	70.0	9=>11	3440	13	4-9-11	85650	154	4-(2,7)-(1,3)(6,12)(13,14)5,11,10,8,9	4,2,7(1,3)(6,12)(5,14)(11,13)10(8,9)	4(3,12)(2,7,14)(6,11,13,10)(1,9)(5,8)	4-12,3(2,11,10)(7,6,9)(13,8)14,1-5	12.1 - 10.8 - 12.1 - 13.1 - 13.1 - 12.8 - 13.0 - 12.0 - 11.9 - 12.8	12.1 - 22.9 - 35.0 - 48.1 - 61.2 - 74.0 - 87.0 - 99.0 - 110.9 - 123.7 (35.0-36.7)
200302010609	芝	右	1200	晴	良	14:20	3歳以上500万下		2003-7-6	1	函館	6	3歳以上500万下	(特指)(別定)	8	1510	7	8	410	6	12	400	5	2.0	360	4.0	4-6	3370	12	8-12	7170.0	27.0	8-12	2,630	29.0	2-8	1,850	22.0	2-12	1,610	17.0	8=>12	17260	58	2-8-12	19750	61			1(11,15)(8,12,16)(2,9,10)14(7,6,13)(5,3)4	1(8,11,15)(12,16)2(9,10)14(7,6)(5,13,3)4	12.1 - 10.5 - 11.1 - 11.8 - 12.0 - 12.3	12.1 - 22.6 - 33.7 - 45.5 - 57.5 - 69.8 (33.7-36.1)
