	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
200310010111	芝	右	1200	晴	良	15:30	秋吉台特別 		2003-1-18	1	小倉	1	4歳以上1000万下	(混)[指](別定)	6	870	4	6	340	4	11	740	12	3.0	230	2.0	3-6	1450	7	6-11	11450.0	43.0	6-11	4,070	51.0	3-6	1,050	8.0	3-11	2,220	26.0	6=>11	19220	73	3-6-11	19540	63			(*3,11)(6,7,12)(5,1,14,18)(8,15,16)(4,9,10)-2(13,17)	(*3,11)(6,7)(5,12,18)(1,14,15,16)(8,4)10(2,9)-(13,17)	12.0 - 10.3 - 10.9 - 11.3 - 12.1 - 12.1	12.0 - 22.3 - 33.2 - 44.5 - 56.6 - 68.7 (33.2-35.5)
200310010201	ダ	右	1000	曇	良	09:55	3歳未勝利		2003-1-19	1	小倉	2	3歳未勝利	(馬齢)	3	1010	5	3	240	5	7	120	1	11.0	130	2.0	3-6	1320	4	3-7	1770.0	6.0	3-7	440	5.0	3-11	480	6.0	7-11	220	1.0	3=>7	4920	22	3-7-11	1510	3			3,7(8,9)2(1,10,11)(4,5)12-6	3,7(2,9,11)-(1,8)10,5-(4,6,12)	12.5 - 11.1 - 12.3 - 12.7 - 13.0	12.5 - 23.6 - 35.9 - 48.6 - 61.6 (35.9-38.0)
200310010202	芝	右	1800	曇	良	10:20	3歳未勝利		2003-1-19	1	小倉	2	3歳未勝利	(混)(馬齢)	7	240	1	7	120	1	11	220	3	9.0	200	2.0	4-6	1210	5	7-11	1440.0	4.0	7-11	570	4.0	7-9	330	1.0	9-11	1,330	17.0	7=>11	2040	5	7-9-11	2730	5	(*12,14,15)7,9,10(3,6,8)11,4(2,13)1,16-5	15-12,14,7-9,10,3(6,8)(2,4,11)(1,13)-16-5	15-(7,14,9)-(12,10)(6,11)3-2,13(4,8)1,16-5	15(7,9)-11(14,10)6,2,12(3,4,1)13-8(16,5)	12.3 - 11.6 - 11.5 - 11.6 - 11.7 - 12.4 - 12.4 - 12.9 - 12.5	12.3 - 23.9 - 35.4 - 47.0 - 58.7 - 71.1 - 83.5 - 96.4 - 108.9 (35.4-37.8)
200310010203	芝	右	1200	曇	良	10:45	3歳新馬		2003-1-19	1	小倉	2	3歳新馬	牝(馬齢)	11	1330	6	11	440	7	6	140	1	17.0	450	8.0	3-6	1090	5	6-11	1540.0	5.0	6-11	1,130	10.0	11-17	3,410	31.0	6-17	1,020	8.0	11=>6	5650	20	6-11-17	13320	37			(*5,7)(2,12,11)(6,14,13,17)1,8(9,16)(3,15)4-10	(5,*7)-(2,12,11)(6,17)14(1,8)(9,13)-3(4,10,16)15	12.2 - 10.7 - 11.3 - 11.4 - 12.4 - 12.5	12.2 - 22.9 - 34.2 - 45.6 - 58.0 - 70.5 (34.2-36.3)
200310010204	芝	右	1200	小雨	良	11:15	3歳新馬		2003-1-19	1	小倉	2	3歳新馬	(馬齢)	6	970	5	6	280	5	5	200	2	12.0	470	8.0	3-3	2330	12	5-6	2020.0	7.0	5-6	600	3.0	6-12	1,740	21.0	5-12	870	8.0	6=>5	4780	19	5-6-12	12950	46			(1,*3,5)6(2,4,14)(15,16)(12,9,11)(10,13)-8-7	(*3,5)6(1,2,4)(12,9,15,14)11(10,16,13)-7,8	12.3 - 10.8 - 11.4 - 11.8 - 12.3 - 12.6	12.3 - 23.1 - 34.5 - 46.3 - 58.6 - 71.2 (34.5-36.7)
200310010205	ダ	右	1700	小雨	良	11:45	4歳以上500万下		2003-1-19	1	小倉	2	4歳以上500万下	(父)(別定)	10	460	2	10	160	2	15	170	3	13.0	100	1.0	6-8	1480	6	10-15	1570.0	6.0	10-15	430	6.0	10-13	230	2.0	13-15	180	1.0	10=>15	3270	11	10-13-15	800	1	15,14(12,10,13)11(8,9)4,5,7(1,6)-(3,2)	15,13(12,14,11)10(8,9)4(5,7)(1,6,2)3	15(12,10,13)11,8(4,9)(5,7)1(14,3,2)6	15,13(12,10)8,4(5,7,11,9)1-3,2-(14,6)	7.1 - 11.4 - 13.2 - 13.7 - 13.0 - 12.7 - 12.9 - 12.7 - 13.2	7.1 - 18.5 - 31.7 - 45.4 - 58.4 - 71.1 - 84.0 - 96.7 - 109.9 (31.7-38.8)
200310010206	ダ	右	1000	小雨	良	12:45	4歳以上500万下		2003-1-19	1	小倉	2	4歳以上500万下	(混)(別定)	11	4370	9	11	810	11	4	110	1	12.0	160	2.0	3-7	360	1	4-11	2350.0	10.0	4-11	1,040	12.0	11-12	1,970	23.0	4-12	260	2.0	11=>4	8140	25	4-11-12	4030	13			(*4,11)12(10,14)(13,9)7-(2,8)6,5-(1,3)	(*4,11)-12,10-14,9-(2,13)7,8,6-5,1,3	12.3 - 11.0 - 11.4 - 12.3 - 13.5	12.3 - 23.3 - 34.7 - 47.0 - 60.5 (34.7-37.2)
200310010207	ダ	右	2400	小雨	良	13:15	4歳以上500万下		2003-1-19	1	小倉	2	4歳以上500万下	(混)(別定)	5	11280	11	5	1,060	11	7	100	1	2.0	170	3.0	5-6	1140	5	5-7	3350.0	10.0	5-7	1,530	16.0	2-5	4,110	40.0	2-7	240	2.0	5=>7	16430	36	2-5-7	6590	25	2-7(8,9)(10,11)6,5-(1,4)-(3,12)	2,7-9(8,10)11,6,5-1,4(3,12)	(*2,7)(8,9,6)(5,10)-1,3(12,4)=11	(*2,7)-8-5-(9,6)(10,1)-3-12-4 11	13.2 - 11.8 - 12.6 - 13.4 - 13.8 - 14.0 - 14.7 - 13.7 - 13.3 - 12.7 - 12.8 - 13.3	13.2 - 25.0 - 37.6 - 51.0 - 64.8 - 78.8 - 93.5 - 107.2 - 120.5 - 133.2 - 146.0 - 159.3 (37.6-38.8)
200310010208	芝	右	1200	小雨	良	13:45	4歳以上500万下		2003-1-19	1	小倉	2	4歳以上500万下	牝(別定)	7	420	1	7	190	2	8	290	6	11.0	160	1.0	4-4	2960	14	7-8	2790.0	8.0	7-8	850	6.0	7-11	350	1.0	8-11	970	9.0	7=>8	4400	10	7-8-11	2950	3			(*4,5)11(2,15)6,12(3,7,13)(8,14)(10,17)(1,16,18)9	4(2,5,11,15)6(12,7)8,3,13,10(1,17)18(16,9)-14	11.9 - 10.5 - 11.2 - 11.7 - 12.3 - 12.1	11.9 - 22.4 - 33.6 - 45.3 - 57.6 - 69.7 (33.6-36.1)
200310010209	芝	右	1200	小雨	良	14:20	4歳以上500万下		2003-1-19	1	小倉	2	4歳以上500万下	(別定)	15	390	2	15	180	2	16	620	10	13.0	120	1.0	7-8	360	1	15-16	8000.0	24.0	15-16	2,580	26.0	13-15	200	1.0	13-16	2,140	21.0	15=>16	15520	45	13-15-16	6900	15			17(1,15)(13,16)(3,4,10)(5,2)11,8(7,14,12)(6,9,18)	(*17,1)15,13(3,16)(5,4,10)11(8,2)-(7,14,12)(6,9,18)	12.1 - 10.8 - 11.4 - 11.5 - 11.9 - 11.9	12.1 - 22.9 - 34.3 - 45.8 - 57.7 - 69.6 (34.3-35.3)
200310010210	芝	右	1800	小雨	良	14:55	遠賀川特別 		2003-1-19	1	小倉	2	4歳以上500万下	(混)(別定)	8	760	4	8	170	2	9	890	10	5.0	230	4.0	4-5	2840	10	8-9	8550.0	28.0	8-9	3,440	36.0	5-8	970	8.0	5-9	2,150	22.0	8=>9	13600	46	5-8-9	15780	49	(1,2,*7)(8,16)14(5,10,11)15,9-3,4(6,13)=12	(*1,2)7-8(5,16)10(11,14)(9,15)-3(6,4)-13=12	7(1,8,16)2(6,5,9,11,14,15)3(10,4)13-12	(*7,8)(1,6,9)5(16,15)(2,11)(3,4)(10,14)13-12	12.4 - 11.3 - 12.0 - 12.1 - 12.3 - 12.1 - 11.9 - 12.6 - 12.6	12.4 - 23.7 - 35.7 - 47.8 - 60.1 - 72.2 - 84.1 - 96.7 - 109.3 (35.7-37.1)
200310010301	ダ	右	1700	晴	重	09:55	3歳未勝利		2003-1-25	1	小倉	3	3歳未勝利	[指](馬齢)	5	320	1	5	110	1	7	140	3	8.0	260	5.0	4-5	320	1	5-7	510.0	1.0	5-7	210	1.0	5-8	380	5.0	7-8	510	7.0	5=>7	1000	1	5-7-8	1040	2	(*1,8,5)2(6,11,13)(7,10)(4,9)-(12,3)	(*1,8)5,2-(7,6,11)(10,13)-9,4(12,3)	(8,*5,7)-(1,2)6-10,11-(9,13)-3,12,4	(8,*5,7)-2,6-10-(1,11,13)9-3=4-12	6.9 - 11.9 - 12.3 - 13.3 - 13.3 - 13.3 - 13.7 - 13.5 - 14.2	6.9 - 18.8 - 31.1 - 44.4 - 57.7 - 71.0 - 84.7 - 98.2 - 112.4 (31.1-41.4)
200310010303	芝	右	1200	晴	良	10:45	3歳未勝利		2003-1-25	1	小倉	3	3歳未勝利	[指](馬齢)	8	900	5	8	270	7	10	250	5	7.0	130	1.0	5-6	1030	4	8-10	4150.0	18.0	8-10	1,270	19.0	7-8	380	4.0	7-10	460	5.0	8=>10	7590	31	7-8-10	2710	9			(*2,7)8(1,3)4(6,13,14)(5,12)(10,11)9	(2,*7,8)(1,4)(3,14)(10,6,12)13(5,11)-9	12.0 - 10.4 - 11.2 - 11.8 - 12.6 - 12.5	12.0 - 22.4 - 33.6 - 45.4 - 58.0 - 70.5 (33.6-36.9)
200310010304	芝	右	1800	晴	良	11:15	3歳新馬		2003-1-25	1	小倉	3	3歳新馬	[指](馬齢)	11	360	1	11	160	2	2	240	4	5.0	200	3.0	1-6	1230	5	2-11	1760.0	5.0	2-11	620	7.0	5-11	480	3.0	2-5	610	6.0	11=>2	2850	9	2-5-11	2830	7	11(12,14)(2,6,7,10,16)(1,9,5)4(3,8,13)=15	11(12,14)2(6,10,16)(1,7,5)9(3,4)(8,13)=15	(*11,12)(2,14)(6,16)(10,5)7(1,3,4)-9-8,13=15	11,12(2,5)4,16,6(14,7)(1,3)-10=(9,8)-13-15	12.6 - 11.9 - 12.8 - 12.7 - 12.2 - 12.0 - 12.4 - 12.5 - 12.4	12.6 - 24.5 - 37.3 - 50.0 - 62.2 - 74.2 - 86.6 - 99.1 - 111.5 (37.3-37.3)
200310010305	ダ	右	1700	晴	重	11:45	4歳以上500万下		2003-1-25	1	小倉	3	4歳以上500万下	[指](別定)	15	560	2	15	160	2	1	110	1	5.0	160	3.0	1-8	330	1	1-15	510.0	1.0	1-15	200	1.0	5-15	420	4.0	1-5	250	2.0	15=>1	1440	3	1-5-15	1040	1	15(5,9)10,3(8,13)(1,4)(11,14)(2,6,7)12	15,9(5,10)(8,3,13)4(1,11,14)(2,7)-6,12	(*15,10,3)9(5,1,14)4,7(8,11)6,13-(2,12)	(*15,3)10,5,1(9,14,7)4,11(8,6)-(2,12)-13	7.0 - 11.8 - 12.7 - 13.2 - 12.9 - 12.8 - 12.9 - 13.2 - 14.0	7.0 - 18.8 - 31.5 - 44.7 - 57.6 - 70.4 - 83.3 - 96.5 - 110.5 (31.5-40.1)
200310010306	ダ	右	1000	晴	重	12:45	4歳以上500万下		2003-1-25	1	小倉	3	4歳以上500万下	[指](別定)	6	140	1	6	100	1	8	140	2	11.0	1,330	13.0	4-5	260	1	6-8	280.0	1.0	6-8	170	1.0	6-11	5,010	40.0	8-11	9,170	54.0	6=>8	440	1	6-8-11	9630	27			8,9(1,6,11)-(3,13,14)(2,7)(4,10,12)5	8-(1,6)(9,11)-(3,13)2,14(7,10)(5,12)4	12.3 - 10.9 - 11.9 - 12.6 - 13.6	12.3 - 23.2 - 35.1 - 47.7 - 61.3 (35.1-38.1)
200310010307	ダ	右	1700	晴	重	13:15	4歳以上500万下		2003-1-25	1	小倉	3	4歳以上500万下	(混)[指](別定)	10	910	3	10	280	4	7	400	5	14.0	170	2.0	4-6	3210	9	7-10	9230.0	23.0	7-10	2,400	21.0	10-14	730	6.0	7-14	1,460	13.0	10=>7	18230	36	7-10-14	12620	37	6,10,14(5,13)8(7,15)2(3,11,9)1-(12,4)	6(10,14)5,13-8,15(7,2)-(3,9)11-1(12,4)	(*6,10)14(5,13)8(7,15,2)-9(3,11)-4,1,12	(*6,10)14-13,8,2(5,7)(3,15,9)-11-4(1,12)	6.9 - 11.5 - 12.1 - 13.6 - 12.9 - 13.0 - 13.3 - 13.5 - 14.2	6.9 - 18.4 - 30.5 - 44.1 - 57.0 - 70.0 - 83.3 - 96.8 - 111.0 (30.5-41.0)
200310010309	芝	右	2000	晴	良	14:20	4歳以上500万下		2003-1-25	1	小倉	3	4歳以上500万下	[指](別定)	17	450	2	17	160	2	3	200	4	14.0	130	1.0	2-8	710	3	3-17	1620.0	5.0	3-17	500	3.0	14-17	380	1.0	3-14	520	4.0	17=>3	3010	7	3-14-17	2010	2	8(4,14)(2,15)(12,13)(11,17)(1,10)(7,16)(6,9,18)(3,5)	8(2,4,14)15(12,13)-(10,11,17)1(7,16)(6,9,18)3,5	(*8,14)(2,4)17(13,15,18)(10,7)(6,9,11)(12,3,5,16)1	(8,*14)17(2,4,18)13(10,7,9)(3,11)(6,5,16)15-(12,1)	12.6 - 11.1 - 12.3 - 12.6 - 12.2 - 11.8 - 11.9 - 12.1 - 12.6 - 12.7	12.6 - 23.7 - 36.0 - 48.6 - 60.8 - 72.6 - 84.5 - 96.6 - 109.2 - 121.9 (36.0-37.4)
200310010310	芝	右	1200	晴	良	14:55	かささぎ賞 		2003-1-25	1	小倉	3	3歳500万下	(混)(特指)(馬齢)	18	680	4	18	310	5	6	190	2	7.0	230	4.0	3-8	1290	6	6-18	1790.0	5.0	6-18	710	6.0	7-18	730	7.0	6-7	510	3.0	18=>6	4050	13	6-7-18	3780	7			7,18(2,12,17)(6,8)(1,16)(3,9,15)4(11,13,14)-5-10	7,18(2,17)12,6(8,14)(1,16)(15,13)(3,9,11)-(4,5,10)	11.9 - 10.2 - 11.1 - 11.9 - 12.3 - 12.5	11.9 - 22.1 - 33.2 - 45.1 - 57.4 - 69.9 (33.2-36.7)
200310010311	芝	右	1800	晴	良	15:30	吉野ケ里特別 		2003-1-25	1	小倉	3	4歳以上1000万下	(混)[指](ハンデ)	6	590	2	6	240	3	3	650	10	12.0	410	7.0	2-3	740	3	3-6	6080.0	25.0	3-6	2,400	31.0	6-12	1,160	13.0	3-12	1,970	23.0	6=>3	12560	49	3-6-12	24710	83	7(1,14)-(5,16)(11,15)3(10,13)(4,12)(2,6,9)8	7,14,1(16,11)15(5,3)(10,13,12)(4,6,9)(2,8)	7,14(1,16,11,15)(4,5)(10,12)(2,3,13,9)(8,6)	(*7,16,15,12)(1,14,5,10,9)(4,3,6)2,13,8,11	12.7 - 11.3 - 12.1 - 11.9 - 11.9 - 12.2 - 12.2 - 12.7 - 12.3	12.7 - 24.0 - 36.1 - 48.0 - 59.9 - 72.1 - 84.3 - 97.0 - 109.3 (36.1-37.2)
200310010312	芝	右	1200	晴	良	16:10	巌流島特別 		2003-1-25	1	小倉	3	4歳以上500万下	(混)[指](別定)	12	1610	7	12	480	8	14	1,120	13	15.0	310	3.0	6-7	4570	18	12-14	39280.0	94.0	12-14	9,930	100.0	12-15	3,170	39.0	14-15	6,720	81.0	12=>14	70570	180	12-14-15	129120	349			(*1,13)10(5,17)(9,16)(2,15)(4,6,11,18)(3,7,12)(8,14)	(*1,13)(10,16)(5,15,17)(2,9,18)(6,12)4,7(3,11,14)8	12.0 - 10.5 - 11.2 - 11.9 - 12.2 - 12.4	12.0 - 22.5 - 33.7 - 45.6 - 57.8 - 70.2 (33.7-36.5)
200310010401	ダ	右	1000	雨	稍重	09:55	3歳未勝利		2003-1-26	1	小倉	4	3歳未勝利	牝(馬齢)	9	510	2	9	140	2	6	160	3	10.0	110	1.0	6-7	1290	6	6-9	1350.0	6.0	6-9	410	5.0	9-10	240	1.0	6-10	300	3.0	9=>6	2860	11	6-9-10	1110	1			(*9,10)-(5,6,11)2,1(7,8)4=3	(*9,10)-6,5-11,2-1,8,4-7-3	12.5 - 11.3 - 11.9 - 12.5 - 13.7	12.5 - 23.8 - 35.7 - 48.2 - 61.9 (35.7-38.1)
200310010402	芝	右	1200	雨	稍重	10:25	3歳未勝利		2003-1-26	1	小倉	4	3歳未勝利	(混)(馬齢)	12	150	1	12	110	1	1	650	9	7.0	160	2.0	1-8	4140	10	1-12	7200.0	18.0	1-12	1,660	17.0	7-12	190	1.0	1-7	3,430	33.0	12=>1	9670	26	1-7-12	8690	25			(*11,13)(8,12)(5,7)(1,6,10)3(4,9)=2	(*11,13)12(5,8,10)1(7,9)(3,6)-4=2	11.9 - 10.5 - 11.1 - 11.8 - 12.8 - 13.0	11.9 - 22.4 - 33.5 - 45.3 - 58.1 - 71.1 (33.5-37.6)
200310010403	芝	右	2000	雨	稍重	10:50	3歳未勝利		2003-1-26	1	小倉	4	3歳未勝利	(混)(馬齢)	5	440	2	5	200	3	7	330	6	12.0	520	9.0	4-5	1350	6	5-7	3670.0	17.0	5-7	1,290	14.0	5-12	1,910	24.0	7-12	1,390	17.0	5=>7	5200	18	5-7-12	16230	58	(*9,13)-(2,10)8(1,7)5(4,12)(3,6)11	9,13(2,10,8)7(1,5)12(4,6)3,11	9(13,8,7,4)2(10,12,6)1(3,5)-11	(9,*7)4-(2,8,6)(12,5)1-(10,3)13-11	12.5 - 11.5 - 12.4 - 12.9 - 12.7 - 12.4 - 12.2 - 12.1 - 12.9 - 12.8	12.5 - 24.0 - 36.4 - 49.3 - 62.0 - 74.4 - 86.6 - 98.7 - 111.6 - 124.4 (36.4-37.8)
200310010404	芝	右	1200	雨	稍重	11:15	3歳新馬		2003-1-26	1	小倉	4	3歳新馬	(混)(馬齢)	18	280	1	18	170	2	12	300	4	11.0	2,470	15.0	6-8	490	2	12-18	980.0	2.0	12-18	480	2.0	11-18	3,740	39.0	11-12	4,730	47.0	18=>12	1550	3	11-12-18	12800	37			18,14,17(8,16)-(9,12)(6,15,11)4,7,5,10-(2,3)1 13	18(14,17)-(16,12,11)8,4(6,9,15)-5-(7,10)-1-(2,3) 13	12.2 - 10.6 - 11.1 - 11.6 - 12.6 - 12.6	12.2 - 22.8 - 33.9 - 45.5 - 58.1 - 70.7 (33.9-36.8)
