	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
200304010308	ダ	左	1800	晴	良	13:45	4歳以上500万下		2003-5-10	1	新潟	3	4歳以上500万下	(混)(別定)	13	540	2	13.0	200	2.0	11.0	300	5.0	3.0	490	8.0	6-7	370	1	13=>11	3180	7	3-11-13	8180	32	(5,*13)4,11(3,10)(2,6)9,14,7(8,15)(1,12)	13,5,11(4,10)3,6,2,9(7,14)8(1,15,12)	13,11,10(5,4)(3,6)(2,9)(7,8,12)14,15,1	(*13,11)10,4,6(5,3,9,12)(7,2)8(15,14)1	12.9 - 10.9 - 12.5 - 13.4 - 13.5 - 13.1 - 13.2 - 12.6 - 12.6	12.9 - 23.8 - 36.3 - 49.7 - 63.2 - 76.3 - 89.5 - 102.1 - 114.7 (36.3-38.4)	11-13	1590.0	4.0	11-13	730	7.0	3-13	1,510	22.0	3-11	2,150	26.0
200304010309	芝	左	2000	晴	良	14:20	4歳以上500万下		2003-5-10	1	新潟	3	4歳以上500万下	(別定)	14	310	2	14.0	170	2.0	9.0	340	7.0	5.0	290	4.0	5-7	520	1	14=>9	4630	17	5-9-14	9290	32			16(4,5,7)(2,11)13(1,3,14)6(9,10)12,15-8	16,4(5,7)(2,11)(1,3,13)14,6(9,10)(12,15)-8	12.9 - 11.5 - 11.8 - 12.3 - 12.5 - 12.3 - 12.2 - 11.8 - 11.0 - 11.5	12.9 - 24.4 - 36.2 - 48.5 - 61.0 - 73.3 - 85.5 - 97.3 - 108.3 - 119.8 (36.2-34.3)	9-14	2810.0	13.0	9-14	900	8.0	5-14	960	11.0	5-9	2,170	30.0
200304010310	芝	左	2400	晴	良	14:55	荒川峡特別 		2003-5-10	1	新潟	3	4歳以上500万下	(混)(別定)	9	390	1	9.0	160	2.0	4.0	190	4.0	5.0	220	5.0	4-7	290	1	9=>4	1720	5	4-5-9	2140	7	2,3(1,5)(4,7)(6,10)(8,9)11	2,3,5(1,7)(4,6)10(8,9)11	2(3,5)1(4,6,10)7(8,9)-11	2(3,5)(1,4,6)(8,7)(9,10)-11	13.0 - 12.1 - 12.4 - 12.6 - 13.2 - 13.8 - 13.5 - 12.8 - 12.0 - 11.5 - 11.8 - 11.6	13.0 - 25.1 - 37.5 - 50.1 - 63.3 - 77.1 - 90.6 - 103.4 - 115.4 - 126.9 - 138.7 - 150.3 (37.5-34.9)	4-9	880.0	2.0	4-9	390	3.0	5-9	640	9.0	4-5	630	8.0
200304010311	ダ	左	1200	晴	良	15:30	大日岳特別 		2003-5-10	1	新潟	3	4歳以上1000万下	(混)(ハンデ)	7	900	4	7.0	260	4.0	4.0	160	1.0	5.0	360	6.0	3-4	900	4	7=>4	3510	10	4-5-7	8000	23			4-(6,8)(11,13,15)(2,5,14)3(1,7,9)10,12	4(6,8)(13,15)(11,5,14)(2,7,9)1,3(10,12)	12.2 - 10.8 - 11.5 - 12.4 - 12.4 - 12.6	12.2 - 23.0 - 34.5 - 46.9 - 59.3 - 71.9 (34.5-37.4)	4-7	1630.0	5.0	4-7	680	5.0	5-7	1,540	18.0	4-5	1,110	11.0
200304010312	芝	左	1600	晴	良	16:10	二王子特別 		2003-5-10	1	新潟	3	4歳以上500万下	(混)(別定)	6	400	2	6.0	160	2.0	11.0	150	1.0	2.0	370	7.0	3-6	400	1	6=>11	1470	3	2-6-11	7670	21			4,13(1,5,7)(8,11)(3,10,15)(2,16)-14-12(9,6)	4(1,5,13)(3,10,7,8)(11,15)(2,16)-14,12,6,9	12.8 - 11.4 - 11.8 - 12.1 - 12.1 - 11.9 - 10.9 - 11.5	12.8 - 24.2 - 36.0 - 48.1 - 60.2 - 72.1 - 83.0 - 94.5 (36.0-34.3)	6-11	660.0	1.0	6-11	340	2.0	2-6	1,750	20.0	2-11	1,340	15.0
200304010401	ダ	左	1800	曇	良	09:55	3歳未勝利		2003-5-11	1	新潟	4	3歳未勝利	(混)[指](馬齢)	1	270	2	1.0	150	2.0	8.0	150	3.0	6.0	570	6.0	1-8	760	4	1=>8	1260	5	1-6-8	5700	17	3,6-1(2,8)5,7-4	3,6-1-2,8-(5,7)-4	(*3,6)-(2,1)8(5,7)-4	(3,*6)(2,1)8(5,7)-4	13.0 - 11.5 - 12.3 - 13.1 - 13.0 - 13.2 - 13.5 - 13.1 - 13.2	13.0 - 24.5 - 36.8 - 49.9 - 62.9 - 76.1 - 89.6 - 102.7 - 115.9 (36.8-39.8)												
200304010402	芝	左	2200	曇	良	10:20	3歳未勝利		2003-5-11	1	新潟	4	3歳未勝利	[指](馬齢)	10	140	1	10.0	100	1.0	2.0	140	2.0	8.0	150	3.0	2-8	380	2	10=>2	490	1	2-8-10	420	1	2,8-3,5,10(1,11,9)(4,6,7)	2-8,3-5,10-(1,11,9)(6,7)4	2,8(5,3)10(1,9)(4,6)(11,7)	2,8(5,3)10(9,6)1(4,11)7	13.4 - 12.5 - 12.6 - 13.2 - 13.2 - 13.0 - 12.3 - 12.6 - 11.8 - 11.7 - 11.9	13.4 - 25.9 - 38.5 - 51.7 - 64.9 - 77.9 - 90.2 - 102.8 - 114.6 - 126.3 - 138.2 (38.5-35.4)	2-10	380.0	1.0	2-10	160	1.0	8-10	170	2.0	2-8	290	3.0
200304010403	ダ	左	1800	曇	良	10:45	3歳未勝利		2003-5-11	1	新潟	4	3歳未勝利	牝[指](馬齢)	2	320	2	2.0	130	1.0	9.0	240	4.0	4.0	400	7.0	2-7	880	3	2=>9	2000	7	2-4-9	6630	22	6,1(10,12)4-2,7(8,11)9-(5,3)	6(4,1)(2,10,12)7(8,11)9(5,3)	6(4,1,12)2(7,10)9,8,3,5-11	6,1(4,12)2-(7,10)9,8,3,5=11	12.8 - 11.3 - 13.0 - 14.0 - 13.0 - 12.7 - 13.5 - 13.6 - 12.7	12.8 - 24.1 - 37.1 - 51.1 - 64.1 - 76.8 - 90.3 - 103.9 - 116.6 (37.1-39.8)	2-9	1340.0	5.0	2-9	600	5.0	2-4	1,020	11.0	4-9	2,020	22.0
200304010404	ダ	左	1200	曇	良	11:10	3歳未勝利		2003-5-11	1	新潟	4	3歳未勝利	[指](馬齢)	14	420	1	14.0	150	1.0	12.0	230	6.0	6.0	180	3.0	7-8	1240	7	14=>12	2890	13	6-12-14	3180	7			14,13,6-12,4(9,10)1(2,7)-(5,15)(3,8)-11	14,13,6-12-(4,9,10)(2,1,7)(5,3)(8,15)-11	12.1 - 11.2 - 11.6 - 12.4 - 12.6 - 13.3	12.1 - 23.3 - 34.9 - 47.3 - 59.9 - 73.2 (34.9-38.3)	12-14	1490.0	7.0	12-14	590	7.0	6-14	450	5.0	6-12	860	10.0
200304010405	芝	左	1600	曇	良	11:35	3歳未勝利		2003-5-11	1	新潟	4	3歳未勝利	[指](馬齢)	5	1150	3	5.0	200	2.0	7.0	490	11.0	1.0	100	1.0	3-4	3650	11	5=>7	19330	43	1-5-7	4040	12			3(10,8)(1,12)(5,11)-7(2,6)-(15,14)=13-9 4	(*3,8)-(1,10,12)5-11(2,6,7)14,15=(13,9) 4	12.7 - 11.2 - 11.3 - 11.6 - 11.9 - 12.4 - 11.8 - 12.9	12.7 - 23.9 - 35.2 - 46.8 - 58.7 - 71.1 - 82.9 - 95.8 (35.2-37.1)	5-7	8560.0	24.0	5-7	1,960	21.0	1-5	300	1.0	1-7	750	8.0
200304010406	ダ	左	1800	曇	良	12:35	4歳以上500万下		2003-5-11	1	新潟	4	4歳以上500万下	[指](別定)	3	740	3	3.0	200	4.0	9.0	120	1.0	13.0	160	2.0	2-5	800	2	3=>9	2310	6	3-9-13	1220	1	(*9,10)13(1,3)12,2(7,8,15)(6,11)(4,14)-5	9,10(1,3,13)12(2,7,8)15(6,11,4,14)-5	(*9,10)(3,14)13,1(7,12)(2,11,8)(6,4,15)-5	(*9,10)(3,14)13(1,12)(7,8)(2,11)(4,15)6,5	13.2 - 11.4 - 12.9 - 13.7 - 12.6 - 12.2 - 12.8 - 12.7 - 13.0	13.2 - 24.6 - 37.5 - 51.2 - 63.8 - 76.0 - 88.8 - 101.5 - 114.5 (37.5-38.5)	3-9	790.0	2.0	3-9	340	2.0	3-13	560	5.0	9-13	270	1.0
200304010407	ダ	左	1200	曇	良	13:05	4歳以上500万下		2003-5-11	1	新潟	4	4歳以上500万下	(混)[指](別定)	2	5150	10	2.0	1,200	10.0	10.0	1,240	11.0	1.0	1,160	9.0	2-6	6600	14	2=>10	138600	142	1-2-10	1250880	447			2,4,10(1,7,12)(6,15)11(9,13)(8,14)-(3,5)	2(4,10)1,12(7,15)(6,9)(11,13)(8,14)(3,5)	12.0 - 11.1 - 11.5 - 12.4 - 12.5 - 13.3	12.0 - 23.1 - 34.6 - 47.0 - 59.5 - 72.8 (34.6-38.2)	2-10	73530.0	75.0	2-10	12,900	76.0	1-2	22,380	91.0	1-10	26,620	96.0
200304010408	芝	直	1000	曇	良	13:35	4歳以上500万下		2003-5-11	1	新潟	4	4歳以上500万下	[指](別定)	13	430	1	13.0	170	1.0	10.0	230	4.0	14.0	490	9.0	5-7	880	1	13=>10	2570	4	10-13-14	13280	40					12.0 - 10.3 - 10.8 - 10.6 - 11.8	12.0 - 22.3 - 33.1 - 43.7 - 55.5 (33.1-33.2)	10-13	1200.0	2.0	10-13	390	1.0	13-14	2,200	27.0	10-14	2,380	31.0
200304010409	芝	左	1800	曇	良	14:10	4歳以上500万下		2003-5-11	1	新潟	4	4歳以上500万下	牝[指](別定)	4	650	2	4.0	240	4.0	13.0	980	10.0	11.0	130	1.0	2-7	2270	10	4=>13	19300	49	4-11-13	15380	40			14-2(10,16)(6,9,7)(15,13)11,3(4,12)8(1,5)	14-2(10,16,9,7)6,15(11,13)3,4,12,8(1,5)	12.4 - 10.7 - 11.7 - 12.6 - 12.4 - 12.4 - 11.7 - 11.5 - 11.7	12.4 - 23.1 - 34.8 - 47.4 - 59.8 - 72.2 - 83.9 - 95.4 - 107.1 (34.8-34.9)	4-13	14670.0	33.0	4-13	3,610	33.0	4-11	330	1.0	11-13	2,780	27.0
200304010501	芝	左	2400	晴	稍重	09:55	3歳未勝利		2003-5-17	1	新潟	5	3歳未勝利	(混)[指](馬齢)	6	150	1	6.0	100	1.0	7.0	170	4.0	1.0	160	3.0	6-7	510	2	6=>7	680	2	1-6-7	1150	4	8-(6,7)2,5-(1,3)4	8(6,7)2,5-(1,3)4	(*6,8)(2,7)(1,5)4-3	(6,*8,7)2(1,5)4-3	12.7 - 12.0 - 12.0 - 12.4 - 13.7 - 14.1 - 13.2 - 12.9 - 13.1 - 12.0 - 12.0 - 11.8	12.7 - 24.7 - 36.7 - 49.1 - 62.8 - 76.9 - 90.1 - 103.0 - 116.1 - 128.1 - 140.1 - 151.9 (36.7-35.8)												
200304010502	ダ	左	1800	晴	稍重	10:20	3歳未勝利		2003-5-17	1	新潟	5	3歳未勝利	[指](馬齢)	7	210	1	7.0	150	3.0	4.0	140	2.0	2.0	310	5.0	4-6	500	3	7=>4	760	2	2-4-7	2840	10	4,5-(2,6)(3,1,7)8,9,11 10	4,5-2,6(1,7)(3,8)9,11 10	4,5,2(7,8)1,3,6,9=11 10	(*4,5)(2,7,8)1,3-9,6=11 10	12.9 - 11.4 - 12.6 - 13.4 - 12.9 - 12.9 - 13.2 - 12.5 - 12.4	12.9 - 24.3 - 36.9 - 50.3 - 63.2 - 76.1 - 89.3 - 101.8 - 114.2 (36.9-38.1)	4-7	470.0	3.0	4-7	210	2.0	2-7	550	5.0	2-4	890	10.0
200304010503	ダ	左	1200	晴	稍重	10:45	3歳未勝利		2003-5-17	1	新潟	5	3歳未勝利	[指](馬齢)	10	1210	4	10.0	230	5.0	11.0	140	2.0	1.0	100	1.0	7-7	2350	10	10=>11	5460	17	1-10-11	1040	2			11,12,5(1,9,13)(2,4,10)-6-7-3=8	11,12,5,10(1,9)13(2,4)-6-7-3=8	12.6 - 11.4 - 11.7 - 12.4 - 12.1 - 12.1	12.6 - 24.0 - 35.7 - 48.1 - 60.2 - 72.3 (35.7-36.6)	10-11	2120.0	8.0	10-11	700	10.0	1-10	480	5.0	1-11	160	1.0
200304010504	ダ	左	1200	晴	稍重	11:15	3歳未勝利		2003-5-17	1	新潟	5	3歳未勝利	(父)[指](馬齢)	11	270	1	11.0	140	1.0	4.0	160	2.0	12.0	320	6.0	3-6	520	1	11=>4	1530	3	4-11-12	5700	17			(*4,11)(7,13)(14,15)(9,12)(3,5)-(1,2,8)6,10	(*4,11)(7,13)-(9,12,14,15)(3,5)(1,2)(6,8)-10	12.5 - 11.2 - 11.8 - 12.7 - 12.5 - 12.9	12.5 - 23.7 - 35.5 - 48.2 - 60.7 - 73.6 (35.5-38.1)	4-11	910.0	2.0	4-11	260	1.0	11-12	870	9.0	4-12	2,040	24.0
200304010505	芝	左	1400	晴	稍重	11:45	3歳未勝利		2003-5-17	1	新潟	5	3歳未勝利	[指](馬齢)	11	800	3	11.0	170	3.0	2.0	110	1.0	6.0	160	2.0	1-6	490	2	11=>2	2090	6	2-6-11	1500	3			2(1,5,3,9)(6,11)(10,7)14-8(4,16,15)12=13	2(5,3,9)(1,7,11)(10,6)14(4,8)(16,15)12=13	12.5 - 11.0 - 11.5 - 12.3 - 12.2 - 12.2 - 11.7	12.5 - 23.5 - 35.0 - 47.3 - 59.5 - 71.7 - 83.4 (35.0-36.1)	2-11	730.0	2.0	2-11	300	2.0	6-11	670	6.0	2-6	300	3.0
200304010506	ダ	左	1800	晴	稍重	12:45	4歳以上500万下		2003-5-17	1	新潟	5	4歳以上500万下	[指](別定)	8	460	2	8.0	140	2.0	1.0	130	1.0	15.0	140	3.0	1-5	580	2	8=>1	1020	2	1-8-15	710	1	(*1,2)(8,9,15)10-(3,5)13,7(6,11)(4,12) 14	1,2(8,15)9,10-3-5,7,13,6,11,12,4 14	1,15(8,2)(9,10)3(7,5)6,13,11(4,12) 14	(*1,15)(8,10)3(7,2,9)(5,6)11(4,12)13 14	13.0 - 11.2 - 12.4 - 13.2 - 13.2 - 13.0 - 12.8 - 12.6 - 12.1	13.0 - 24.2 - 36.6 - 49.8 - 63.0 - 76.0 - 88.8 - 101.4 - 113.5 (36.6-37.5)	1-8	520.0	1.0	1-8	200	1.0	8-15	280	3.0	1-15	210	2.0
200304010507	芝	左	1600	晴	良	13:15	4歳以上500万下		2003-5-17	1	新潟	5	4歳以上500万下	牝[指](別定)	5	460	1	5.0	210	2.0	6.0	250	5.0	11.0	160	1.0	3-3	1910	10	5=>6	3550	7	5-6-11	3380	2			(*1,10)(5,8,12)15(3,6,9)(7,13)(2,4)14-(11,16)	(*1,10)(5,12)(8,15)9(3,6)(2,7,13,14)4(11,16)	13.1 - 11.8 - 12.3 - 12.3 - 12.2 - 12.0 - 10.8 - 11.4	13.1 - 24.9 - 37.2 - 49.5 - 61.7 - 73.7 - 84.5 - 95.9 (37.2-34.2)	5-6	2020.0	4.0	5-6	780	4.0	5-11	440	1.0	6-11	960	11.0
200304010508	ダ	左	1200	晴	良	13:45	4歳以上500万下		2003-5-17	1	新潟	5	4歳以上500万下	(混)[指](別定)	14	190	1	14.0	120	1.0	1.0	730	11.0	13.0	200	3.0	1-8	7130	18	14=>1	7740	25	1-13-14	10370	32			(2,*9)-5(1,13)(8,14)15(4,6,12)10(3,11)7	(2,*9)-(1,5,13)(8,14)(4,12,15)-(3,11)(6,10)7	12.2 - 11.1 - 11.7 - 12.2 - 12.7 - 12.8	12.2 - 23.3 - 35.0 - 47.2 - 59.9 - 72.7 (35.0-37.7)	1-14	5090.0	16.0	1-14	1,960	22.0	13-14	290	2.0	1-13	6,340	57.0
200304010509	芝	左	1800	晴	良	14:20	4歳以上500万下		2003-5-17	1	新潟	5	4歳以上500万下	[指](別定)	15	770	7	15.0	220	4.0	14.0	220	5.0	3.0	190	2.0	7-8	1650	10	15=>14	3910	16	3-14-15	3600	8			16,13,9,15,1(6,8)-(10,14)(5,4,11)3,7,12 2	16(13,9)15(1,8)6,10,14(5,4)11(7,3)12 2	12.5 - 11.4 - 11.4 - 12.1 - 12.3 - 12.3 - 11.8 - 11.0 - 12.3	12.5 - 23.9 - 35.3 - 47.4 - 59.7 - 72.0 - 83.8 - 94.8 - 107.1 (35.3-35.1)	14-15	2010.0	8.0	14-15	830	9.0	3-15	740	7.0	3-14	700	6.0
200304010510	芝	左	1800	晴	良	14:55	ゆきつばき賞 		2003-5-17	1	新潟	5	3歳500万下	(特指)(馬齢)	11	1000	5	11.0	270	4.0	6.0	360	7.0	2.0	130	1.0	3-6	3560	16	11=>6	9240	30	2-6-11	3300	7			12-15,4(10,11)13(1,2,16)9,7(3,8)5,6,14	12,15(4,10,11)13,2(1,16,9)(7,3,8)(5,6)14	12.7 - 11.4 - 12.1 - 12.6 - 13.0 - 12.5 - 11.7 - 10.7 - 11.6	12.7 - 24.1 - 36.2 - 48.8 - 61.8 - 74.3 - 86.0 - 96.7 - 108.3 (36.2-34.0)	6-11	5790.0	19.0	6-11	1,860	21.0	2-11	490	4.0	2-6	660	7.0
200304010511	ダ	左	1800	晴	良	15:30	白馬岳特別 		2003-5-17	1	新潟	5	4歳以上1000万下	(混)[指](別定)	8	690	5	8.0	280	5.0	11.0	310	6.0	12.0	400	7.0	5-6	1710	8	8=>11	6790	31	8-11-12	16770	68	8-12(7,10)(4,13)9(5,6)(11,14)1(2,15)-3	8-12(7,10)13(4,6,9)(5,11)-(1,14)3,2,15	8,12,13(10,6)7(9,11)(5,1)3(4,14)2-15	8,12(13,6)10(7,11)(1,9)-(3,5)(2,14)4,15	12.6 - 10.5 - 11.9 - 13.2 - 13.1 - 12.5 - 12.8 - 12.5 - 12.7	12.6 - 23.1 - 35.0 - 48.2 - 61.3 - 73.8 - 86.6 - 99.1 - 111.8 (35.0-38.0)	8-11	2850.0	14.0	8-11	1,350	15.0	8-12	2,000	28.0	11-12	2,010	30.0
200304010512	芝	直	1000	晴	良	16:10	飛竜特別 		2003-5-17	1	新潟	5	4歳以上500万下	(混)[指](別定)	9	770	3	9.0	320	4.0	12.0	590	8.0	5.0	200	2.0	5-6	4460	22	9=>12	16380	63	5-9-12	20750	71					12.1 - 10.1 - 11.2 - 10.2 - 11.8	12.1 - 22.2 - 33.4 - 43.6 - 55.4 (33.4-33.2)	9-12	9380.0	34.0	9-12	2,410	32.0	5-9	1,040	9.0	5-12	2,540	34.0
200304010601	ダ	左	1800	曇	良	09:55	3歳未勝利		2003-5-18	1	新潟	6	3歳未勝利	(馬齢)	10	2380	6	10.0	460	6.0	2.0	120	1.0	1.0	320	5.0	2-8	1190	5	10=>2	6590	19	1-2-10	5230	17	10,3(2,5,9)(4,8)1(6,7)	10(2,3,5,9)(4,8)1(6,7)	10(3,5)(2,4,9)(1,8)-(6,7)	(*10,3)5(2,4,9)(1,8)6,7	13.0 - 12.1 - 13.8 - 14.7 - 14.0 - 13.0 - 12.7 - 12.3 - 12.5	13.0 - 25.1 - 38.9 - 53.6 - 67.6 - 80.6 - 93.3 - 105.6 - 118.1 (38.9-37.5)	2-10	1570.0	6.0	2-10	620	7.0	1-10	2,180	19.0	1-2	630	8.0
200304010602	ダ	左	1200	曇	良	10:20	3歳未勝利		2003-5-18	1	新潟	6	3歳未勝利	(混)(馬齢)	5	250	2	5.0	100	2.0	10.0	120	3.0	3.0	100	1.0	5-8	670	3	5=>10	1190	4	3-5-10	350	1			(*5,10)(3,9)(1,4,8)-(6,7)-2	(*5,10)(3,9)(1,8)4-(6,7)2	12.6 - 11.7 - 11.7 - 12.4 - 12.0 - 12.5	12.6 - 24.3 - 36.0 - 48.4 - 60.4 - 72.9 (36.0-36.9)	5-10	770.0	3.0	5-10	230	3.0	3-5	120	1.0	3-10	190	2.0
200304010603	芝	左	2000	曇	良	10:45	3歳未勝利		2003-5-18	1	新潟	6	3歳未勝利	(馬齢)	6	690	5	6.0	200	5.0	5.0	120	1.0	4.0	170	3.0	5-6	2170	12	6=>5	4470	20	4-5-6	2320	8	1-2-4(3,5)(7,6)8-9	1-2-(4,5)(7,3,6)8,9	(1,*6)2(7,4)(8,5)3-9	6-1(8,5)(2,4)(7,3)-9	13.0 - 11.6 - 12.4 - 13.4 - 13.9 - 12.9 - 12.3 - 12.0 - 11.9 - 12.3	13.0 - 24.6 - 37.0 - 50.4 - 64.3 - 77.2 - 89.5 - 101.5 - 113.4 - 125.7 (37.0-36.2)	5-6	1920.0	10.0	5-6	590	9.0	4-6	480	6.0	4-5	400	4.0
200304010604	芝	直	1000	曇	良	11:15	3歳未勝利		2003-5-18	1	新潟	6	3歳未勝利	(馬齢)	1	360	2	1.0	140	2.0	13.0	130	1.0	8.0	260	5.0	1-7	390	1	1=>13	1300	3	1-8-13	2120	4					12.2 - 10.4 - 10.9 - 10.6 - 12.1	12.2 - 22.6 - 33.5 - 44.1 - 56.2 (33.5-33.6)	1-13	590.0	1.0	1-13	280	1.0	1-8	620	5.0	8-13	470	4.0
200304010605	芝	左	1800	曇	良	11:45	3歳未勝利		2003-5-18	1	新潟	6	3歳未勝利	牝(馬齢)	8	210	1	8.0	130	1.0	11.0	230	5.0	4.0	280	6.0	5-6	1240	6	8=>11	1660	5	4-8-11	3890	12			8(4,9)3(5,15)(2,13)(6,12)(10,14)11,7-1	(*8,9)(4,5,15)3(2,12)6(7,10,14)(11,13)-1	12.7 - 11.3 - 11.2 - 12.0 - 13.1 - 12.7 - 12.1 - 11.5 - 12.1	12.7 - 24.0 - 35.2 - 47.2 - 60.3 - 73.0 - 85.1 - 96.6 - 108.7 (35.2-35.7)	8-11	1240.0	5.0	8-11	440	4.0	4-8	500	5.0	4-11	1,600	18.0
200304010606	芝	左	1600	曇	良	12:45	3歳未勝利		2003-5-18	1	新潟	6	3歳未勝利	(混)(馬齢)	8	990	4	8.0	260	4.0	3.0	180	2.0	11.0	1,150	10.0	3-6	2820	11	8=>3	7220	24	3-8-11	31050	72			3(2,8)(1,12)13(7,10)(5,9)(4,11)-6	3(2,8)(1,12)13,10(5,7)9(4,11)-6	12.8 - 11.3 - 12.0 - 12.8 - 12.5 - 11.8 - 10.8 - 12.1	12.8 - 24.1 - 36.1 - 48.9 - 61.4 - 73.2 - 84.0 - 96.1 (36.1-34.7)	3-8	2930.0	12.0	3-8	950	12.0	8-11	4,980	38.0	3-11	2,710	24.0
200304010607	ダ	左	1800	曇	良	13:15	4歳以上500万下		2003-5-18	1	新潟	6	4歳以上500万下	牝(別定)	2	270	1	2.0	130	1.0	3.0	190	3.0	12.0	270	5.0	2-2	900	4	2=>3	1700	3	2-3-12	3320	8	3(4,5,11)(1,6)(10,15)8(2,14)13(7,9)12	3,4(1,5,11)(8,6,10,15)-(7,2,14)(9,13)12	3(4,5,11)1(10,15)(8,2)(9,6,12,14)7,13	3(4,11)(1,5)(8,10,15,2)(7,12,14)(9,6,13)	12.9 - 10.8 - 12.6 - 13.5 - 13.3 - 13.1 - 13.2 - 13.0 - 12.8	12.9 - 23.7 - 36.3 - 49.8 - 63.1 - 76.2 - 89.4 - 102.4 - 115.2 (36.3-39.0)	2-3	980.0	3.0	2-3	440	4.0	2-12	550	5.0	3-12	1,100	15.0
200304010608	ダ	左	1200	曇	良	13:45	4歳以上500万下		2003-5-18	1	新潟	6	4歳以上500万下	(別定)	8	1790	6	8.0	830	9.0	11.0	280	4.0	13.0	190	3.0	5-6	1150	4	8=>11	22500	58	8-11-13	14090	43			8,11,6(9,15)(3,13)1-(14,12)(2,5)7-4,10	(*8,11)(6,9)15(3,13)1-14,12(2,5,7)-4-10	12.4 - 11.1 - 11.6 - 12.4 - 12.2 - 12.9	12.4 - 23.5 - 35.1 - 47.5 - 59.7 - 72.6 (35.1-37.5)	8-11	10680.0	31.0	8-11	2,860	27.0	8-13	1,400	12.0	11-13	810	8.0
200304010609	芝	左	1400	曇	良	14:20	4歳以上500万下		2003-5-18	1	新潟	6	4歳以上500万下	(混)(別定)	13	570	2	13.0	160	2.0	15.0	110	1.0	7.0	290	5.0	7-8	450	1	13=>15	1590	4	7-13-15	2060	3			2(4,8)10(1,11,16)15(12,9)(7,13)(5,14)(3,6)	(*2,4)(8,10)(1,11,15,16)(7,12,13,9)-(5,6,14)3	12.4 - 10.7 - 11.4 - 12.0 - 12.0 - 12.4 - 11.6	12.4 - 23.1 - 34.5 - 46.5 - 58.5 - 70.9 - 82.5 (34.5-36.0)	13-15	590.0	1.0	13-15	260	1.0	7-13	830	9.0	7-15	460	4.0
200304010610	ダ	左	1800	曇	良	14:55	清津峡特別 		2003-5-18	1	新潟	6	4歳以上500万下	(混)(別定)	7	480	3	7.0	200	3.0	12.0	150	2.0	6.0	1,200	12.0	4-7	880	5	7=>12	1950	6	6-7-12	16030	46	4(9,10,14)(1,5)(2,12)(3,8,7)(6,15)(11,13)	4(9,10)(1,5,14)(3,2,12,7)(6,8)(11,15)13	4(9,10)1(5,14,7)(3,12)(2,6,15)(13,8,11)	4(9,10)(1,5,7)(3,15)(12,14,6)(13,2,11)8	12.8 - 11.1 - 12.7 - 13.2 - 12.9 - 12.7 - 13.1 - 12.8 - 12.7	12.8 - 23.9 - 36.6 - 49.8 - 62.7 - 75.4 - 88.5 - 101.3 - 114.0 (36.6-38.6)	7-12	910.0	2.0	7-12	500	4.0	6-7	3,390	36.0	6-12	3,140	33.0
200304010611	芝	左	2000	曇	良	15:30	新潟大賞典	G3	2003-5-18	1	新潟	6	4歳以上オープン	(ハンデ)	7	360	1	7.0	160	1.0	3.0	160	2.0	14.0	600	12.0	2-4	930	2	7=>3	2070	1	3-7-14	10020	21			4-2-(14,16)(5,11,13)(8,10)(3,15)(6,12)7(1,9)	4-2(14,16)(5,11,13)10(3,8,15)(6,12)(7,9)1	12.7 - 10.9 - 11.1 - 11.5 - 12.3 - 12.6 - 12.4 - 11.6 - 11.1 - 12.1	12.7 - 23.6 - 34.7 - 46.2 - 58.5 - 71.1 - 83.5 - 95.1 - 106.2 - 118.3 (34.7-34.8)	3-7	1190.0	1.0	3-7	450	1.0	7-14	2,360	30.0	3-14	1,750	17.0
200304010612	芝	左	2200	曇	良	16:10	胎内川特別 		2003-5-18	1	新潟	6	4歳以上500万下	(混)(別定)	9	3050	11	9.0	730	9.0	5.0	380	5.0	12.0	340	4.0	4-6	4350	18	9=>5	55710	101	5-9-12	62670	142	6-1(7,9)(3,12)-(8,14)(2,11)-10,5-13,4	6-1(7,9)(3,12)(8,14,11)(2,10)5(4,13)	6-1(7,9)(3,12)(8,2,11)(14,10)5(4,13)	6,1,9(7,3,12)(8,2,11)(14,10)5(4,13)	12.9 - 10.7 - 11.9 - 12.8 - 12.9 - 12.8 - 12.5 - 12.5 - 11.8 - 11.9 - 11.9	12.9 - 23.6 - 35.5 - 48.3 - 61.2 - 74.0 - 86.5 - 99.0 - 110.8 - 122.7 - 134.6 (35.5-35.6)	5-9	25510.0	51.0	5-9	7,320	61.0	9-12	4,930	46.0	5-12	1,890	22.0
