	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
200304010701	ダ	左	1200	晴	良	09:55	3歳未勝利		2003-5-24	1	新潟	7	3歳未勝利	牝(馬齢)	13	440	2	13.0	140	2.0	2.0	180	3.0	1.0	350	5.0	2-8	1170	5	13=>2	1430	5	1-2-13	2980	11			13,2,1(3,6,9)4(10,5)8,12,7 11	(*13,2)(1,3)(6,9)4-5,10,8(7,12) 11	12.3 - 11.1 - 12.0 - 12.6 - 12.4 - 12.6	12.3 - 23.4 - 35.4 - 48.0 - 60.4 - 73.0 (35.4-37.6)	2-13	940.0	4.0	2-13	330	3.0	1-13	640	8.0	1-2	1,050	11.0
200304010702	ダ	左	1800	晴	良	10:25	3歳未勝利		2003-5-24	1	新潟	7	3歳未勝利	(馬齢)	12	1230	6	12.0	300	6.0	7.0	230	4.0	1.0	160	2.0	6-8	2080	11	12=>7	7910	27	1-7-12	4600	14	12(1,4)(5,11)9(3,10)6,7-2,8	12(1,4,5,11)(3,9)(6,10)-7(8,2)	12(4,5)1(11,2)9(3,6,10)7-8	(*12,5)4,1-(3,9,11,2)(6,10,7)-8	12.9 - 11.1 - 12.9 - 13.4 - 12.8 - 12.5 - 13.1 - 13.2 - 13.4	12.9 - 24.0 - 36.9 - 50.3 - 63.1 - 75.6 - 88.7 - 101.9 - 115.3 (36.9-39.7)	7-12	3420.0	12.0	7-12	1,330	14.0	1-12	860	10.0	1-7	460	4.0
200304010703	ダ	左	1200	晴	良	10:50	3歳未勝利		2003-5-24	1	新潟	7	3歳未勝利	(馬齢)	11	840	4	11.0	220	4.0	1.0	110	1.0	10.0	170	3.0	1-8	750	4	11=>1	2890	10	1-10-11	1930	7			1,3,11(2,10,6)-(7,5)-9(12,8)-4	1,3,11(2,10)6-7,5-9,12,8=4	12.0 - 11.4 - 11.6 - 12.0 - 12.4 - 13.6	12.0 - 23.4 - 35.0 - 47.0 - 59.4 - 73.0 (35.0-38.0)	1-11	1140.0	4.0	1-11	490	4.0	10-11	720	7.0	1-10	400	2.0
200304010704	芝	左	1800	晴	良	11:15	3歳未勝利		2003-5-24	1	新潟	7	3歳未勝利	(混)(馬齢)	7	220	1	7.0	130	1.0	3.0	780	9.0	15.0	250	4.0	2-4	660	2	7=>3	11230	34	3-7-15	20510	58			14-12(7,8)10(11,15)(2,13)5(4,3)6,1 9	14,12(7,8)(13,10,15)11(2,5,3)4,1,6 9	12.7 - 11.0 - 11.5 - 12.7 - 13.0 - 12.8 - 12.0 - 11.1 - 12.0	12.7 - 23.7 - 35.2 - 47.9 - 60.9 - 73.7 - 85.7 - 96.8 - 108.8 (35.2-35.1)	3-7	8230.0	22.0	3-7	2,940	28.0	7-15	460	3.0	3-15	6,930	45.0
200304010705	ダ	左	1800	晴	良	11:45	3歳未勝利		2003-5-24	1	新潟	7	3歳未勝利	(混)(馬齢)	11	210	1	11.0	150	2.0	2.0	470	8.0	1.0	340	5.0	2-8	2470	12	11=>2	3970	15	1-2-11	10370	38	2,11(1,3,6)(4,7,8)9(10,12)=5	2,11(1,6)(3,8)(4,7)9(10,12)=5	9,11,2(1,6)7(4,3)(10,8)-12=5	(*9,11)2,6(1,7)-3-4(10,8)-12=5	13.1 - 11.4 - 13.1 - 13.9 - 12.6 - 12.7 - 12.9 - 12.3 - 12.8	13.1 - 24.5 - 37.6 - 51.5 - 64.1 - 76.8 - 89.7 - 102.0 - 114.8 (37.6-38.0)	2-11	2500.0	11.0	2-11	1,100	13.0	1-11	770	10.0	1-2	3,800	31.0
200304010706	芝	左	1600	晴	良	12:45	3歳未勝利		2003-5-24	1	新潟	7	3歳未勝利	(馬齢)	14	970	5	14.0	320	4.0	9.0	710	10.0	6.0	150	2.0	5-7	2610	10	14=>9	20490	61	6-9-14	13100	41			(8,*9,11)(6,4,5,12,13)(3,2,14)(1,10,15)16,7	(*8,9,11)(6,12,13)(4,5)(3,2,14)1(10,15)(16,7)	13.1 - 11.7 - 12.4 - 12.6 - 12.1 - 11.4 - 11.2 - 12.0	13.1 - 24.8 - 37.2 - 49.8 - 61.9 - 73.3 - 84.5 - 96.5 (37.2-34.6)	9-14	9880.0	30.0	9-14	3,340	32.0	6-14	850	7.0	6-9	1,820	21.0
200304010707	ダ	左	1800	晴	良	13:15	4歳以上500万下		2003-5-24	1	新潟	7	4歳以上500万下	(別定)	6	1060	4	6.0	200	4.0	11.0	170	2.0	12.0	130	1.0	4-6	1310	5	6=>11	6450	21	6-11-12	1350	3	11,5,6(1,7,13)(12,15)(2,10)-(4,8)(3,9)=14	11,5(1,6)(10,7,13)(2,12,15)(4,8)3-9=14	11,5,6(1,10)(7,13)(2,12,15)4(3,8)9-14	11-(5,6)1,10(2,12,7,13)(4,15)(3,8)9-14	12.7 - 11.0 - 12.8 - 13.7 - 13.3 - 12.7 - 12.5 - 12.7 - 13.1	12.7 - 23.7 - 36.5 - 50.2 - 63.5 - 76.2 - 88.7 - 101.4 - 114.5 (36.5-38.3)	6-11	2720.0	9.0	6-11	670	8.0	6-12	450	4.0	11-12	180	1.0
200304010708	芝	左	2400	晴	良	13:45	4歳以上500万下		2003-5-24	1	新潟	7	4歳以上500万下	(混)(別定)	13	620	3	13.0	180	4.0	11.0	160	2.0	6.0	130	1.0	7-8	940	5	13=>11	2430	8	6-11-13	1420	3	8,14-(2,4)13,3,9(1,7,11)(5,6)-(10,12)	8(2,14)4,13(3,9)11(1,7)6,5(10,12)	8,4(2,13)(11,6)(14,9)12(1,3,7)(10,5)	(*8,13)(2,4,6)11,9,12,14(3,7)(1,5)10	12.5 - 11.1 - 11.1 - 11.8 - 12.6 - 13.3 - 13.2 - 12.8 - 12.8 - 12.0 - 12.0 - 12.1	12.5 - 23.6 - 34.7 - 46.5 - 59.1 - 72.4 - 85.6 - 98.4 - 111.2 - 123.2 - 135.2 - 147.3 (34.7-36.1)	11-13	1490.0	6.0	11-13	560	7.0	6-13	270	1.0	6-11	380	3.0
200304010709	ダ	左	1200	晴	良	14:20	4歳以上500万下		2003-5-24	1	新潟	7	4歳以上500万下	(混)(別定)	12	1050	3	12.0	370	5.0	9.0	310	4.0	3.0	2,530	14.0	5-7	1680	8	12=>9	9130	29	3-9-12	106340	228			4,5(9,6,10)-(2,14)(15,12)(3,13)-(8,11)1,7	4,5,10(9,6)2(14,12)-(3,15,13)-(8,11)1,7	12.0 - 11.1 - 11.5 - 12.3 - 12.9 - 12.4	12.0 - 23.1 - 34.6 - 46.9 - 59.8 - 72.2 (34.6-37.6)	9-12	3820.0	13.0	9-12	930	9.0	3-12	10,490	79.0	3-9	6,640	62.0
200304010710	芝	左	1200	晴	良	14:55	長岡特別 		2003-5-24	1	新潟	7	4歳以上500万下	牝(別定)	16	180	1	16.0	120	1.0	11.0	220	3.0	9.0	650	10.0	6-8	260	1	16=>11	1190	2	9-11-16	8080	25			13-9,12(7,16)11(5,6,10,15)(1,8,2)(3,4,14)	13=(9,12)(7,16)(5,11,10)(6,15)(8,2)(1,3,14)4	12.0 - 10.5 - 11.3 - 11.7 - 12.4 - 12.0	12.0 - 22.5 - 33.8 - 45.5 - 57.9 - 69.9 (33.8-36.1)	11-16	890.0	2.0	11-16	380	2.0	9-16	1,080	9.0	9-11	4,430	44.0
200304010711	芝	直	1000	晴	良	15:30	邁進特別 		2003-5-24	1	新潟	7	4歳以上1000万下	(混)(ハンデ)	15	380	1	15.0	150	1.0	11.0	440	9.0	16.0	180	2.0	6-8	1790	8	15=>11	6470	28	11-15-16	5840	16					11.9 - 10.1 - 10.5 - 10.5 - 11.6	11.9 - 22.0 - 32.5 - 43.0 - 54.6 (32.5-32.6)	11-15	3380.0	15.0	11-15	960	7.0	15-16	400	1.0	11-16	1,570	21.0
200304010712	芝	左	2000	晴	良	16:10	糸魚川特別 		2003-5-24	1	新潟	7	4歳以上500万下	(混)(別定)	7	1560	8	7.0	470	8.0	9.0	330	6.0	11.0	260	4.0	6-7	550	2	7=>9	11010	48	7-9-11	10870	44			1,5,4,7(2,9)6,11(8,3) 10	1(4,5)(2,7)9(8,6,11)3 10	13.4 - 12.9 - 13.0 - 13.0 - 13.4 - 12.7 - 12.0 - 11.2 - 10.7 - 11.6	13.4 - 26.3 - 39.3 - 52.3 - 65.7 - 78.4 - 90.4 - 101.6 - 112.3 - 123.9 (39.3-33.5)	7-9	6530.0	27.0	7-9	1,510	24.0	7-11	1,440	22.0	9-11	1,220	16.0
200304010801	ダ	左	1800	晴	良	09:55	3歳未勝利		2003-5-25	1	新潟	8	3歳未勝利	牝[指](馬齢)	10	390	2	10.0	160	2.0	6.0	110	1.0	8.0	1,350	9.0	6-8	340	1	10=>6	850	2	6-8-10	4950	17	(*1,9)-10,3,8-2(6,5)4=7	(*1,9)-10,3,8(2,6)-5-4=7	(1,*10,8,6)(9,3)2,5,4-7	(*10,8,6)3,1(2,5)-(9,4)7	12.7 - 11.0 - 12.7 - 13.8 - 13.3 - 13.3 - 13.3 - 13.1 - 12.9	12.7 - 23.7 - 36.4 - 50.2 - 63.5 - 76.8 - 90.1 - 103.2 - 116.1 (36.4-39.3)	6-10	300.0	1.0	6-10	170	1.0	8-10	1,850	24.0	6-8	1,390	20.0
200304010802	芝	左	1200	晴	良	10:20	3歳未勝利		2003-5-25	1	新潟	8	3歳未勝利	[指](馬齢)	9	1460	6	9.0	380	5.0	1.0	230	3.0	10.0	590	7.0	1-5	4850	18	9=>1	10050	30	1-9-10	20110	56			(*6,7)(2,5,9)10(12,14)11(4,1,8,15,13)=3	(*6,7)(2,5,9)14(10,12)(11,15,13)1,8,4=3	12.2 - 10.6 - 11.6 - 11.7 - 12.2 - 11.8	12.2 - 22.8 - 34.4 - 46.1 - 58.3 - 70.1 (34.4-35.7)	1-9	4070.0	16.0	1-9	1,210	12.0	9-10	2,900	26.0	1-10	1,760	17.0
200304010803	ダ	左	1200	晴	良	10:45	3歳未勝利		2003-5-25	1	新潟	8	3歳未勝利	(混)[指](馬齢)	12	260	1	12.0	120	1.0	4.0	190	4.0	6.0	1,730	12.0	3-7	440	2	12=>4	1380	3	4-6-12	39450	87			6,4(3,12)(8,13)(11,14)5,9-(2,10)-7=1	6(4,12)3(8,13)(11,14)5,9,2,10,7=1	12.5 - 11.5 - 11.6 - 12.4 - 12.5 - 13.3	12.5 - 24.0 - 35.6 - 48.0 - 60.5 - 73.8 (35.6-38.2)	4-12	820.0	3.0	4-12	420	3.0	6-12	5,480	48.0	4-6	16,790	67.0
200304010804	芝	左	2200	晴	良	11:10	3歳未勝利		2003-5-25	1	新潟	8	3歳未勝利	[指](馬齢)	7	250	1	7.0	140	2.0	4.0	190	4.0	3.0	220	5.0	4-5	690	4	7=>4	1720	7	3-4-7	2120	8	13-4,9(1,11)-3,7(2,5,8)-6-12,10	13,4(11,9)1(3,7)8(2,5)=6(12,10)	(*13,4)9(11,3,1)7,8-(5,2)(6,10)-12	(*13,4)9(11,3,7)1,8(5,2)10,6,12	13.2 - 11.5 - 11.7 - 12.5 - 12.8 - 12.7 - 12.6 - 12.5 - 11.8 - 12.3 - 12.6	13.2 - 24.7 - 36.4 - 48.9 - 61.7 - 74.4 - 87.0 - 99.5 - 111.3 - 123.6 - 136.2 (36.4-36.7)	4-7	950.0	4.0	4-7	420	5.0	3-7	540	7.0	3-4	740	9.0
200304010805	ダ	左	1200	晴	良	11:35	3歳未勝利		2003-5-25	1	新潟	8	3歳未勝利	[指](馬齢)	10	2070	7	10.0	640	8.0	11.0	350	6.0	6.0	310	5.0	7-8	5680	17	10=>11	76080	105	6-10-11	88080	145			4(1,2)-(10,12)11-9,8,6,3,7-5	4,1,2-(10,11)12=(9,8)6-3-7,5	12.5 - 10.9 - 11.6 - 12.6 - 13.8 - 13.6	12.5 - 23.4 - 35.0 - 47.6 - 61.4 - 75.0 (35.0-40.0)	10-11	24540.0	46.0	10-11	5,590	46.0	6-10	5,320	42.0	6-11	2,980	29.0
200304010806	芝	左	1400	晴	良	12:35	3歳未勝利		2003-5-25	1	新潟	8	3歳未勝利	(混)[指](馬齢)	9	1530	8	9.0	330	8.0	10.0	240	6.0	14.0	160	1.0	5-5	10800	26	9=>10	20500	63	9-10-14	12720	42			6,14-(1,10,11)2(3,9)4(5,7,12)(8,13,16)-15	6,14,11(1,10,9)2(7,12)(4,3)(5,13,16)8=15	12.4 - 10.7 - 11.4 - 11.8 - 12.1 - 12.2 - 12.3	12.4 - 23.1 - 34.5 - 46.3 - 58.4 - 70.6 - 82.9 (34.5-36.6)	9-10	9810.0	28.0	9-10	2,570	30.0	9-14	1,640	22.0	10-14	620	4.0
200304010807	ダ	左	1200	曇	良	13:05	4歳以上500万下		2003-5-25	1	新潟	8	4歳以上500万下	牝[指](別定)	1	2060	7	1.0	380	6.0	7.0	140	1.0	3.0	410	7.0	1-4	2870	9	1=>7	7870	25	1-3-7	23410	63			1,2(7,14)15(8,12)(3,13)(6,10)-5,11-(4,9)	1,2(7,14,15)12,8(3,6,10,13)-(5,11)-(4,9)	12.1 - 10.8 - 11.7 - 12.4 - 12.5 - 12.7	12.1 - 22.9 - 34.6 - 47.0 - 59.5 - 72.2 (34.6-37.6)	1-7	2570.0	8.0	1-7	870	9.0	1-3	4,530	44.0	3-7	980	11.0
200304010808	ダ	左	1800	曇	良	13:35	4歳以上500万下		2003-5-25	1	新潟	8	4歳以上500万下	(混)[指](別定)	9	510	3	9.0	260	3.0	2.0	620	9.0	11.0	410	6.0	2-6	4500	16	9=>2	11260	48	2-9-11	21520	79	6,12(7,8,14)11(4,13)10(2,9)3-(1,5)	6(7,12)14,8,11-4,13,10,9,2-3-(1,5)	6-12(14,11)-(7,4)(8,9)10(2,13)(5,3)-1	6(12,11)14(4,9)7,10(2,8,13)3,5-1	12.8 - 11.2 - 12.5 - 12.9 - 12.8 - 12.6 - 12.9 - 13.0 - 13.0	12.8 - 24.0 - 36.5 - 49.4 - 62.2 - 74.8 - 87.7 - 100.7 - 113.7 (36.5-38.9)	2-9	6930.0	28.0	2-9	1,880	22.0	9-11	1,370	16.0	2-11	2,530	33.0
200304010809	芝	左	1800	曇	良	14:10	4歳以上500万下		2003-5-25	1	新潟	8	4歳以上500万下	[指](別定)	6	420	2	6.0	140	2.0	16.0	140	1.0	13.0	300	5.0	3-8	520	1	6=>16	1350	2	6-13-16	1920	2			(*9,16)2(1,5,4,15)12(3,13)(6,8)11,7(14,10)	(*16,4)9(2,5)(1,3,15)(6,12,13)(8,11)7,14,10	12.7 - 11.5 - 12.0 - 12.8 - 12.6 - 11.5 - 11.8 - 10.9 - 11.7	12.7 - 24.2 - 36.2 - 49.0 - 61.6 - 73.1 - 84.9 - 95.8 - 107.5 (36.2-34.4)	6-16	620.0	1.0	6-16	310	1.0	6-13	1,010	9.0	13-16	620	5.0
200304010810	芝	直	1000	曇	良	14:45	はやぶさ賞 		2003-5-25	1	新潟	8	3歳500万下	(混)(特指)(馬齢)	1	410	1	1.0	170	2.0	3.0	150	1.0	8.0	180	4.0	1-2	970	6	1=>3	1450	1	1-3-8	1360	1					12.1 - 10.1 - 10.9 - 10.6 - 12.0	12.1 - 22.2 - 33.1 - 43.7 - 55.7 (33.1-33.5)	1-3	860.0	1.0	1-3	370	2.0	1-8	370	1.0	3-8	470	3.0
200304010811	芝	左	1800	曇	良	15:25	金北山特別 		2003-5-25	1	新潟	8	4歳以上1000万下	(混)[指](別定)	13	5150	11	13.0	570	9.0	6.0	110	1.0	12.0	170	2.0	4-8	1480	6	13=>6	12890	29	6-12-13	4080	13			11,14(6,12)9(5,8)(7,13)(1,3,10)-(2,4)	(*11,14)(6,12,9)(5,8)(7,13)(1,3)(2,10)4	12.7 - 11.8 - 12.0 - 12.2 - 12.2 - 11.7 - 11.5 - 10.7 - 12.0	12.7 - 24.5 - 36.5 - 48.7 - 60.9 - 72.6 - 84.1 - 94.8 - 106.8 (36.5-34.2)	6-13	3260.0	10.0	6-13	1,030	12.0	12-13	2,180	27.0	6-12	200	1.0
200304010812	芝	左	1600	曇	良	16:10	松浜特別 		2003-5-25	1	新潟	8	4歳以上500万下	(混)[指](別定)	9	3030	12	9.0	1,000	12.0	7.0	190	1.0	15.0	400	6.0	4-5	2910	14	9=>7	27340	104	7-9-15	71570	230			6-7(4,8)(5,16)(9,11,13,15)(2,3,10,14)(1,12)	6-(7,8)4(5,16)9(11,13,15)(2,3)(10,14)(1,12)	12.8 - 11.4 - 11.8 - 12.1 - 12.0 - 12.0 - 10.7 - 11.9	12.8 - 24.2 - 36.0 - 48.1 - 60.1 - 72.1 - 82.8 - 94.7 (36.0-34.6)	7-9	11070.0	47.0	7-9	4,020	52.0	9-15	8,480	85.0	7-15	1,780	17.0
200304020101	芝	直	1000	曇	良	10:00	3歳未勝利		2003-7-19	2	新潟	1	3歳未勝利	[指](馬齢)	10	180	1	10.0	110	1.0	12.0	130	2.0	14.0	220	4.0	5-6	430	1	10=>12	720	1	10-12-14	1160	2					12.5 - 10.6 - 10.9 - 10.7 - 11.6	12.5 - 23.1 - 34.0 - 44.7 - 56.3 (34.0-33.2)	10-12	460.0	1.0	10-12	220	1.0	10-14	330	3.0	12-14	530	7.0
200304020102	ダ	左	1200	曇	良	10:30	3歳未勝利		2003-7-19	2	新潟	1	3歳未勝利	牝[指](馬齢)	1	880	3	1.0	280	3.0	15.0	1,160	9.0	8.0	550	7.0	1-8	10630	20	1=>15	22040	55	1-8-15	43120	102			(*7,15)13,8,3-(1,5)(2,9,12)(6,10)=(14,11)=4	(*7,15)13-8(1,3)(2,5)(9,12)(6,10)=(14,11)=4	12.4 - 10.8 - 11.5 - 12.7 - 13.1 - 13.1	12.4 - 23.2 - 34.7 - 47.4 - 60.5 - 73.6 (34.7-38.9)	1-15	12860.0	32.0	1-15	3,760	32.0	1-8	1,960	21.0	8-15	4,710	37.0
200304020103	芝	左	1800	曇	良	10:55	3歳未勝利		2003-7-19	2	新潟	1	3歳未勝利	[指](馬齢)	13	170	1	13.0	110	1.0	1.0	190	3.0	14.0	190	4.0	1-7	740	4	13=>1	1310	3	1-13-14	2160	5			15(8,17)(1,5,14)(4,2,6,13,18)(7,16)(9,10)(3,11,12)	15(8,17)(1,5,14)(4,2,6,13,18)(9,10,7,16)(3,11,12)	12.8 - 11.9 - 12.3 - 13.2 - 13.0 - 12.5 - 11.5 - 10.8 - 11.7	12.8 - 24.7 - 37.0 - 50.2 - 63.2 - 75.7 - 87.2 - 98.0 - 109.7 (37.0-34.0)	1-13	930.0	3.0	1-13	390	3.0	13-14	300	2.0	1-14	1,220	12.0
200304020104	ダ	左	1800	曇	良	11:20	3歳未勝利		2003-7-19	2	新潟	1	3歳未勝利	[指](馬齢)	1	850	4	1.0	220	4.0	6.0	120	1.0	4.0	340	6.0	1-5	760	3	1=>6	2120	9	1-4-6	3380	12	1-6(5,7,10)(11,12)(4,9)3(2,8)	1-6(5,7,10)(4,9,11)12,3-(2,8)	1(7,6,10)(4,3,11)(5,9,12)-8,2	1,6,7,3(4,10,11)(5,9,12)8-2	12.8 - 11.1 - 12.4 - 13.3 - 13.1 - 13.2 - 13.3 - 12.8 - 13.1	12.8 - 23.9 - 36.3 - 49.6 - 62.7 - 75.9 - 89.2 - 102.0 - 115.1 (36.3-39.2)	1-6	740.0	2.0	1-6	320	3.0	1-4	1,530	14.0	4-6	680	8.0
200304020105	障		2850	曇	良	11:50	障害3歳以上未勝利		2003-7-19	2	新潟	1	障害3歳以上未勝利	(混)(定量)	8	510	3	8.0	170	2.0	12.0	330	6.0	6.0	210	4.0	5-7	500	2	8=>12	4100	17	6-8-12	4730	17	12=8-11-(3,9)10-6(2,14)(1,7)5-13-4	12=(8,11)-(6,3)9-2,10(1,5)14=7-13,4	12=8,11-6-(2,3)=9,14-1,5-10-4-7,13	12=8-11,6(2,3)=(9,14)-5,1-10,4-7-13			8-12	2350.0	10.0	8-12	900	10.0	6-8	470	4.0	6-12	1,470	16.0
200304020106	ダ	左	1200	曇	良	12:50	2歳新馬		2003-7-19	2	新潟	1	2歳新馬	(混)[指](馬齢)	11	3720	8	11.0	710	9.0	10.0	210	2.0	4.0	520	5.0	6-7	1360	4	11=>10	18490	42	4-10-11	32410	78			(*3,4)(11,10)8-(7,14,13)(2,1,12)6-(9,5)	(*3,4)(11,10)8-14-(7,1,13)2(12,6)-(9,5)	12.5 - 11.0 - 12.0 - 13.1 - 12.9 - 13.3	12.5 - 23.5 - 35.5 - 48.6 - 61.5 - 74.8 (35.5-39.3)	10-11	7190.0	19.0	10-11	1,720	17.0	4-11	4,320	43.0	4-10	1,250	11.0
200304020107	ダ	左	1200	曇	良	13:20	3歳以上500万下		2003-7-19	2	新潟	1	3歳以上500万下	牝[指](別定)	5	340	2	5.0	150	2.0	14.0	130	1.0	11.0	200	5.0	3-8	650	2	5=>14	1500	2	5-11-14	1890	3			(*5,14)-(1,9,12)(3,4)(8,7)2(11,15)13(6,10)	(*5,14)-(1,9,12)(3,4,7)(2,8,11,15)-(6,13)10	12.2 - 10.6 - 11.1 - 12.2 - 12.4 - 13.3	12.2 - 22.8 - 33.9 - 46.1 - 58.5 - 71.8 (33.9-37.9)	5-14	730.0	1.0	5-14	270	1.0	5-11	580	7.0	11-14	480	4.0
200304020108	ダ	左	1800	曇	良	13:55	3歳以上500万下		2003-7-19	2	新潟	1	3歳以上500万下	(特指)(別定)	9	220	1	9.0	120	1.0	10.0	510	8.0	2.0	190	3.0	5-6	2590	7	9=>10	3790	15	2-9-10	5610	16	4(2,10)(1,6)(3,15)5,9(8,7)(11,13)(14,12)	4(2,10)(1,6,15)(5,3,9)(8,7)14(11,13)-12	(*4,10)(2,6,15)(9,7)(1,3)(5,8)13-14,11,12	(*4,10)(2,6,15)(9,7)(1,3)-(5,13)8-(14,12)-11	12.8 - 10.9 - 12.9 - 13.6 - 13.0 - 12.8 - 12.9 - 12.5 - 12.6	12.8 - 23.7 - 36.6 - 50.2 - 63.2 - 76.0 - 88.9 - 101.4 - 114.0 (36.6-38.0)	9-10	2950.0	11.0	9-10	980	10.0	2-9	350	3.0	2-10	2,270	23.0
200304020109	芝	直	1000	曇	良	14:30	閃光特別 		2003-7-19	2	新潟	1	3歳以上500万下	(混)[指](別定)	17	250	1	17.0	120	1.0	6.0	630	10.0	1.0	140	2.0	3-8	4930	14	17=>6	7080	24	1-6-17	3940	9					12.1 - 10.1 - 10.9 - 10.7 - 11.4	12.1 - 22.2 - 33.1 - 43.8 - 55.2 (33.1-33.0)	6-17	5620.0	18.0	6-17	1,730	21.0	1-17	180	1.0	1-6	1,400	16.0
200304020110	芝	左	1800	曇	良	15:05	弥彦特別 		2003-7-19	2	新潟	1	3歳以上1000万下	(混)[指](ハンデ)	9	150	1	9.0	120	1.0	13.0	540	9.0	5.0	730	12.0	6-8	610	3	9=>13	2050	9	5-9-13	17720	64			(*1,3)(8,5,4)7(13,14,12)(9,11)(2,6)-10	1,3(8,5,4,7)(13,14)12(9,11)(2,6)-10	12.8 - 11.4 - 11.6 - 12.3 - 12.0 - 11.7 - 11.5 - 10.9 - 11.6	12.8 - 24.2 - 35.8 - 48.1 - 60.1 - 71.8 - 83.3 - 94.2 - 105.8 (35.8-34.0)	9-13	1700.0	8.0	9-13	800	8.0	5-9	1,360	12.0	5-13	7,580	66.0
200304020111	ダ	左	1200	曇	良	15:40	岩室特別 		2003-7-19	2	新潟	1	3歳以上1000万下	(混)[指](別定)	4	320	1	4.0	150	2.0	1.0	220	4.0	9.0	130	1.0	1-3	1480	8	4=>1	2120	7	1-4-9	1890	2			1=4(2,7)(5,11,12,13)(9,10)3(8,14)-(6,15)	1=4,7(2,11,12,13)(5,9,10)3(8,14)-(6,15)	11.9 - 10.5 - 11.4 - 12.2 - 12.4 - 12.9	11.9 - 22.4 - 33.8 - 46.0 - 58.4 - 71.3 (33.8-37.5)	1-4	1260.0	4.0	1-4	490	4.0	4-9	290	2.0	1-9	600	5.0
200304020112	芝	左	1400	曇	良	16:15	3歳以上500万下		2003-7-19	2	新潟	1	3歳以上500万下	[指](別定)	18	1900	7	18.0	440	7.0	6.0	280	4.0	8.0	170	1.0	3-8	4090	16	18=>6	25790	72	6-8-18	11910	37			5(12,14)-(1,6)(9,11)(4,3)(2,8,13)(7,10)(17,16)18,15	5,14,12(1,6)9(4,3,11)(2,8)(7,13,10)(18,17)(15,16)	12.4 - 10.6 - 10.8 - 11.6 - 11.5 - 12.2 - 12.0	12.4 - 23.0 - 33.8 - 45.4 - 56.9 - 69.1 - 81.1 (33.8-35.7)	6-18	9590.0	31.0	6-18	3,430	35.0	8-18	1,250	15.0	6-8	800	7.0
200304020201	芝	左	1200	曇	良	10:00	2歳未勝利		2003-7-20	2	新潟	2	2歳未勝利	(混)[指](馬齢)	2	150	1										1-2	130	1	2=>1	210	1	1-2-4	110	1			1,2-3-4	1,2,3-4	12.8 - 11.2 - 11.8 - 11.9 - 11.5 - 11.5	12.8 - 24.0 - 35.8 - 47.7 - 59.2 - 70.7 (35.8-34.9)												
200304020202	ダ	左	1800	曇	良	10:25	3歳未勝利		2003-7-20	2	新潟	2	3歳未勝利	(父)[指](馬齢)	7	180	1	7.0	110	1.0	3.0	160	3.0	6.0	770	9.0	3-6	430	2	7=>3	650	2	3-6-7	4970	17	(*3,11)-(1,7)5(6,8)(4,9)2,10	3(11,7)(1,5,8)(6,4,9)2,10	(*3,11,7)(1,5,2)(6,8)(4,9)-10	(*3,7)(11,2)5(1,6,8)9,4=10	13.0 - 11.3 - 12.8 - 14.0 - 13.2 - 13.2 - 13.0 - 12.8 - 13.2	13.0 - 24.3 - 37.1 - 51.1 - 64.3 - 77.5 - 90.5 - 103.3 - 116.5 (37.1-39.0)	3-7	430.0	2.0	3-7	220	2.0	6-7	1,210	14.0	3-6	2,080	21.0
200304020203	ダ	左	1200	晴	良	10:50	3歳未勝利		2003-7-20	2	新潟	2	3歳未勝利	(混)[指](馬齢)	14	180	1	14.0	110	1.0	15.0	430	5.0	4.0	210	4.0	8-8	1330	5	14=>15	1750	7	4-14-15	3200	9			(*4,8)(1,15)(6,11)(2,14)(5,7)10(12,13)9-3	(*4,8)15,1(11,14)(6,2)(5,7)(12,10)(9,13)-3	12.3 - 10.8 - 11.5 - 12.3 - 12.7 - 12.8	12.3 - 23.1 - 34.6 - 46.9 - 59.6 - 72.4 (34.6-37.8)	14-15	1280.0	5.0	14-15	610	6.0	4-14	340	4.0	4-15	2,180	17.0
200304020204	芝	左	1600	晴	良	11:20	3歳未勝利		2003-7-20	2	新潟	2	3歳未勝利	(混)[指](馬齢)	13	330	2	13.0	150	2.0	16.0	150	1.0	6.0	1,480	12.0	7-8	390	1	13=>16	1150	2	6-13-16	16880	40			12(11,13,15)(9,18)2(8,10,16)(5,1,6,3)(4,7,14) 17	12,15,13(11,9)(2,18)(8,10,16)(5,1,6)(4,7,3)-14 17	12.7 - 11.2 - 12.3 - 12.6 - 12.3 - 12.0 - 10.5 - 11.7	12.7 - 23.9 - 36.2 - 48.8 - 61.1 - 73.1 - 83.6 - 95.3 (36.2-34.2)	13-16	560.0	1.0	13-16	250	1.0	6-13	4,640	44.0	6-16	3,650	29.0
