waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2017102175	フルデプスリーダー	牡5	56.0	05585	レーン	01086	斎藤誠		
1	2	2015104699	フレッチア	牡7	56.0	01150	石川	01126	木村		
2	3	2016101149	ロードアクア	牡6	57.0	01179	菅原明	01186	中村		
2	4	2016105926	アヴァンティスト	牡6	56.0	01122	三浦	01155	渡辺		
3	5	2015100348	ショーム	牡7	57.0	01170	横山武	01026	鈴木伸		
3	6	2018104221	スペクタクル	牡4	56.0	01162	木幡巧	01064	武藤		
4	7	2017105789	メイショウダジン	牡5	56.0	01009	柴田大	01083	松永昌		
4	8	2018110015	レモンポップ	牡4	56.0	05386	戸崎圭	01162	田中博		
5	9	2017102572	トウカイエトワール	牡5	56.0	01117	丸田	01181	茶木		
5	10	2017101719	タガノビューティー	牡5	58.0	01077	石橋脩	01028	西園正		
6	11	2017103504	スリーグランド	牡5	57.0	00733	吉田豊	01129	高橋忠		
6	12	2018106183	ボイラーハウス	牡4	56.0	01075	田辺	01152	竹内		
7	13	2018103724	ミスズグランドオー	牡4	56.0	01188	永野	01023	伊藤圭		
7	14	2015104714	レッドヴェイロン	牡7	56.0	01096	大野	01097	鹿戸		
8	15	2016102142	アイアムハヤスギル	牡6	56.0	00641	柴田善	01074	奥平		
8	16	2013101315	キングハート	牡9	58.0	01167	木幡育	01141	尾形		
