日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey_id	jockey_name	field	distance	weight	gain	bounty
2009/02/25	雨	2	9	8	8	11.9	4	6	55.0	不	1:37.9	1.5	4-4-5-7	30.1-40.8	42.1	川崎	200945022502	4歳2　ロ		a0188	藤江渉	ダ	1500	479	2	0.0
2009/01/27	晴	1	10	7	8	5.5	3	1	55.0	稍	1:30.9	-0.1	5-5-4-3	37.8-40.9	40.2	川崎	200945012701	4歳6　ロ		a0188	藤江渉	ダ	1400	477	0	80.0
2008/12/17	雨	1	10	6	6	73.5	9	4	55.0	重	1:31.3	1.5	3-3-5-5	38.2-39.4	40.6	川崎	200845121701	3歳7　ハ		a01df	増田充宏	ダ	1400	477	7	12.0
2008/10/03	晴	4	9	8	9	23.3	5	3	55.0	稍	1:36.7	1.8	3-3-2-3	29.9-39.3	40.7	川崎	200845100304	3歳12　イ		05396	坂井英光	ダ	1500	470	0	18.0
2008/09/09	晴	3	14	6	10	84.2	11	12	55.0	稍	1:40.5	3.8	12-14-9-12	30.1-40.2	42.6	川崎	200845090903	3歳9　ロ		a0200	中地雄一	ダ	1500	470	1	0.0
2008/08/21	曇	3	11	6	6	60.0	8	9	55.0	良	1:36.2	4.1	9-8-10-10	38.7-40.8	42.5	川崎	200845082103	3歳9　ロ		a0200	中地雄一	ダ	1400	469	-7	0.0
2008/08/07	晴	1	9	2	2	17.8	4	5	55.0	良	1:34.0	1.3	4-5-5-5	39.5-40.9	42.0	川崎	200845080701	3歳9　ロ		a0200	中地雄一	ダ	1400	476	-6	10.0
2008/03/28	曇	1	14	7	12	6.1	3	5	54.0	良	1:17.6	1.2	10-11	35.5-40.9	40.0	大井	200844032801	3歳		a0137	立花伸	ダ	1200	482	-4	12.0
2008/03/14	曇	5	13	4	5	8.9	4	11	54.0	良	1:34.2	4.4	12-9-13	37.9-38.9	42.4	大井	200844031405	3歳		a0137	立花伸	ダ	1400	486	0	0.0
2008/02/22	晴	1	14	6	9	20.2	6	3	54.0	良	1:16.5	0.2	2-2	36.4-39.9	40.1	大井	200844022201	3歳　未出走(未出走)		a0137	立花伸	ダ	1200	486	0	21.6
