rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	6	7		ライブリーホーム	牡4	56.0		今井貴大	1:32.4		1-1-1	40.0	1.5	1	530	17		川西毅		加藤哲郎	30.0
2	5	5		ヴォルパンテール	牝5	52.0		宮下瞳	1:34.1	8.0	3-3-4	41.1	31.9	5	478	-2		竹口勝利		（同）ＪＰＮ技研	9.6
3	7	9		ナイトオブゴールド	牡4	56.0		丸野勝虎	1:34.1	アタマ	2-2-2	41.6	3.9	2	459	-1		角田輝也		大島昌也	5.4
4	5	6		マチホグメソッド	牡4	56.0		村上弘樹	1:34.1	クビ	8-8-5	40.3	32.0	6	481	2		倉地学		稲垣誠	3.6
5	6	8		テイエムワンダー	牝4	54.0		横井将人	1:35.1	5.0	4-4-3	42.1	8.5	4	433	1		内村寛司		（同）ＪＰＮ技研	2.4
6	7	10		ノーブルベガ	牝4	54.0		尾崎章生	1:36.0	4.0	9-9-9	41.7	179.3	8	483	4		植松則幸		小橋亮太	
7	1	1		アオシマビーチ	牝5	51.0		浅野皓大	1:36.6	3.0	6-6-6	43.2	60.2	7	454	-4		今津博之		（有）藤原牧場	
8	8	12		シンモエ	牝4	54.0		丸山真一	1:36.7	1/2	12-12-11	41.5	346.6	12	456	7		内村寛司		（同）ＪＰＮ技研	
9	2	2		クリノソルアステカ	牡4	56.0		筒井勇介	1:36.9	3/4	7-5-7	43.7	7.3	3	483	0		笹野博司		栗本八江	
10	3	3		リュウグウジョウ	牝5	54.0		大塚研司	1:36.9	ハナ	10-10-10	42.3	196.5	10	412	-3		藤田正治		（有）ホースケア	
11	8	11		リコートルーパー	牡5	56.0		加藤利征	1:37.6	3.0	11-11-12	42.5	180.4	9	467	-1		本名信行		（株）ファーストビ	
12	4	4		グランエスタード	牡4	56.0		藤原良一	1:37.6	クビ	5-7-8	44.1	250.8	11	446	1		栗田和昌		谷謙介	
