rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	1	1		コウフクノバガク	牡5	56.0		中村尚平	1:16.3		14-12	39.0	15.4	6	410	-2		庄子昭彦		酒井孝敏	80.0
2	3	5		フォースマジュール	牝6	54.0		森泰斗	1:16.6	1.1/2	2-2	40.4	19.7	8	507	20		堀千亜樹		鈴木史郎	32.0
3	6	12		タネノコア	牡5	56.0		小林拓未	1:17.0	2.0	10-10	39.9	17.1	7	483	-2		栗田裕光		種村良平	20.0
4	6	11		ダイシゴーゴー	牡6	56.0		西啓太	1:17.1	1/2	12-13	39.8	132.3	14	447	1		渡部則夫		（株）リバース	12.0
5	3	6		アネラリオ	牝5	54.0		有年淳	1:17.3	1.1/4	6-6	40.6	72.0	11	519	-1		納谷和玖		組）駿馬会	8.0
6	7	13		マルモウケ	牝4	54.0		松崎正泰	1:17.6	1.1/2	13-14	40.3	31.9	10	436	4		庄子昭彦		酒井孝敏	
7	8	15		メガミノキセキ	牝5	54.0		石川駿介	1:17.7	クビ	9-10	40.7	30.0	9	484	6		高橋清顕		今中俊平	
8	2	4		フレンチプリンセス	牝4	54.0		東原悠善	1:17.7	アタマ	7-5	41.0	101.9	12	435	6		秋吉和美		田村義徳	
9	5	9		トニーブリス	牝4	54.0		赤岡修次	1:18.0	1.3/4	4-4	41.7	7.0	4	406	8		上杉昌宏		（有）トニーステー	
10	5	10		メローネフレイバー	牝5	54.0		和田譲治	1:18.1	1/2	8-9	41.2	6.9	3	457	10		月岡健二		尾田信夫	
11	7	14		カルティエフルール	牝6	54.0		早田功駿	1:18.2	クビ	1-1	42.4	120.3	13	465	-2		高岩孝敏		坪井隼人	
12	4	8		メルティングポット	牝4	54.0		富澤希	1:18.9	3.1/2	3-3	42.6	2.7	1	535	4		藤田輝信		Ｈ．Ｈ．シェイク・モハメド	
13	4	7		ロバノイジ	牡5	56.0		瀬川将輝	1:19.2	1.1/2	15-15	41.7	278.6	15	455	-1		朝倉実		芳賀克也	
14	8	16		デルマフユゲシキ	牝5	54.0		的場文男	1:19.3	1/2	5-7	42.7	8.0	5	459	4		立花伸		浅沼廣幸	
15	2	3		ホクソウラン	牡6	56.0		笹川翼	1:19.5	1.1/4	10-8	42.4	5.3	2	464	3		高岩孝敏		林作一	
取	1	2		ナイスガイラバー	セ6	54.0		吉井章					---		計不			松浦裕之		田畑利彦	
