rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	5	10		ブレーヴブラッド	牡7	56.0		和田譲治	1:13.3		1-1	38.4	33.0	12	492	13		福永敏		村上憲政	210.0
2	5	9		ジャストザヨコハマ	牡7	56.0		本田正重	1:13.8	2.1/2	8-5	38.2	13.3	7	496	-5		渡辺和雄		星加浩一	84.0
3	2	4		スカーレットラバー	牡5	56.0		楢崎功祐	1:14.1	1.1/2	14-14	37.4	12.5	6	510	6		岡野尚光		村島昭男	52.5
4	8	16		ジュールドミュゲ	牝4	52.0		吉井章	1:14.1	ハナ	11-11	38.0	5.5	3	498	0		赤嶺本浩		（株）ファーストビ	31.5
5	7	14		ロイヤルファルコン	牡5	56.0		達城龍次	1:14.2	1/2	2-3	39.1	4.1	1	493	2		三坂盛雄		（有）スタッグ・ワ	21.0
6	2	3		スウィートボックス	牝3	49.0		仲原大生	1:14.4	1.0	4-4	39.1	5.0	2	465	7		藤村和生		宮本昌彦	
7	1	2		ユメノヒト	牝7	53.0		藤田凌	1:14.4	ハナ	13-13	37.9	78.2	15	451	-5		橋本和馬		和田博美	
8	7	13		アースブラウン	牡5	56.0		森泰斗	1:14.9	2.1/2	3-2	39.8	11.8	5	517	-6		村上頼章		金子紘紀	
9	8	15		クリノタテヤマ	牝3	52.0		町田直希	1:14.9	クビ	7-6	39.3	10.9	4	455	1		鈴木啓之		栗本守	
10	3	5		メダーリアフレイム	セ5	56.0		西啓太	1:15.5	3.0	9-9	39.7	16.8	9	464	4		橋本和馬		湯浅健司	
11	4	8		インジャスティス	セ6	56.0		矢野貴之	1:15.7	1.1/4	12-12	39.6	15.1	8	517	9		藤田輝信		山本英俊	
12	6	11		グットドディユ	牡6	56.0		横川怜央	1:15.8	1/2	16-15	38.7	138.2	16	496	5		嶋田幸晴		成瀬篤司	
13	1	1		フレンドパリ	牝5	54.0		的場文男	1:15.8	クビ	10-10	39.9	39.5	13	477	2		上杉昌宏		横尾晴人	
14	6	12		アースボーン	牡5	56.0		加藤和博	1:16.0	3/4	6-6	40.4	27.5	11	522	-3		堀江仁		（株）丸若商事	
15	3	6		レッドウルル	牝4	54.0		本橋孝太	1:16.1	1/2	15-16	39.0	62.5	14	487	5		立花伸		鈴木昭和	
16	4	7		レスプレンデント	牝3	52.0		坂井英光	1:16.6	2.1/2	5-8	41.1	20.6	10	474	17		平田正一		吉岡大樹	
