waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2017104917	キングオブドラゴン	牡4	57.0	01093	藤岡佑	01075	矢作	482	0
2	2	2017106221	タカンナ	牝4	55.0	01109	黛	00380	柄崎	444	16
3	3	2017105655	サングレデクリスト	牡4	57.0	01166	川又	01110	清水久	522	4
3	4	2017100300	イッツオーライト	セ4	54.0	01177	小林凌	01152	竹内	456	8
4	5	2018101803	グローリアスサルム	牝3	49.0	01192	横山琉	01068	小島	452	10
4	6	2018100537	シルキーヴォイス	牡3	51.0	01182	泉谷	01071	池江	484	4
5	7	2016103067	トゥプエデス	牡5	55.0	01181	秋山稔	01135	高橋康	458	4
5	8	2018110038	ライフサイエンス	牡3	53.0	01180	団野	01130	吉村	490	14
6	9	2017106236	アースブレイブ	セ4	57.0	01091	丹内	00420	宗像	462	4
6	10	2017104690	パーディシャー	牡4	57.0	01095	吉田隼	01067	久保田	446	8
7	11	2014103521	ピエナアラシ	牡7	54.0	01189	西谷凜	00431	谷	478	4
7	12	2018101729	インペリアルツアー	牡3	49.0	01187	永島	01077	加藤和	454	10
8	13	2018104618	グッドラベリング	牝3	49.0	01185	小沢	01062	藤岡	422	-2
8	14	2017101523	スマイルガール	牝4	55.0	01015	古川吉	01018	宮	436	2
