rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	8	11		ドリームアゲイン	牝3	54.0		藤岡佑介	1:48.1		3-3-3-2	38.4	3.2	2	460	14		田中克典		前田幸治	510.0
2	7	8		ヴァルキリードレス	牝3	54.0		横山武史	1:48.9	5.0	2-2-2-1	39.3	2.1	1	442	-2		斎藤誠		ＤＭＭドリームクラブ	200.0
3	6	6		デルマフゲン	牝3	54.0		菊沢一樹	1:48.9	クビ	5-5-4-4	39.0	6.6	3	468	8		堀井雅広		浅沼廣幸	130.0
4	6	7		メイショウメイロウ	牝3	54.0		大野拓弥	1:48.9	ハナ	9-9-7-7	38.6	7.6	4	476	8		和田勇介		松本好雄	77.0
5	8	10		アコルダール	牝3	51.0		小沢大仁	1:49.3	2.1/2	6-6-5-5	39.3	20.0	6	436	-4		菊沢隆徳		ノルマンディーサラブレッドレーシング	51.0
6	1	1		アンフィニ	牝3	54.0		松田大作	1:50.0	4.0	9-6-7-5	39.8	31.5	8	458	0		武英智		ヒダカ・ブリーダーズ・ユニオン	
7	3	3		アザル	牝3	52.0		泉谷楓真	1:50.0	ハナ	1-1-1-3	40.4	28.2	7	426	-6		本田優		ケーエスＨＤ	
8	7	9		ココロノエンジェル	牝3	54.0		荻野琢真	1:50.3	1.1/2	6-6-7-9	40.1	159.4	9	454	10		今野貞一		ＣＯＣＯＲＯ組合	
9	2	2		プレカーリー	牝3	54.0		黛弘人	1:50.9	3.1/2	9-11-10-10	40.3	198.6	10	400	0		大和田成		ミルファーム	
10	4	4		コンジェラメント	牝3	54.0		吉田隼人	1:51.0	3/4	3-3-5-7	41.0	16.4	5	450	0		武幸四郎		吉田晴哉	
11	5	5		オマツリサンバ	牝3	50.0		永島まな	1:51.5	3.0	8-9-10-10	40.9	297.6	11	448	4		高橋康之		上山牧	
