rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	7	13		コズミックランナー	牡3	56.0		藤岡佑介	1:13.8		2-2	37.4	13.3	6	452	-2		長谷川浩		ノースヒルズ	510.0
2	1	1		ヒロシゲペッパー	牡3	56.0		武豊	1:14.5	4.0	10-9	36.9	2.5	1	474	0		武英智		吉岡隆	200.0
3	3	5		ペルフォルマンテ	牡3	55.0		岩田望来	1:14.9	2.1/2	7-7	37.5	8.2	4	504	-14		安田隆行		山本律	130.0
4	2	3		コンゴウレイワ	牝3	51.0		泉谷楓真	1:15.1	1.1/4	1-1	38.8	5.0	2	454	0		佐々木晶		金岡久夫	77.0
5	2	4		デロリス	牝3	54.0		藤岡康太	1:15.3	1.1/4	6-5	38.2	32.1	8	422	8		鮫島一歩		栗山学	51.0
6	5	10		フェルトオンブレ	牡3	56.0		加藤祥太	1:15.7	2.1/2	12-11	37.5	19.6	7	454	-6		羽月友彦		松岡隆雄	
7	4	8		マーティンヒル	牡3	56.0		幸英明	1:15.7	アタマ	7-7	38.2	77.1	11	400	-6		藤沢則雄		大戸志浦	
8	1	2		アンタルクティクス	牡3	56.0		水口優也	1:15.8	1/2	7-9	38.4	79.3	12	494	8		中尾秀正		山上和良	
9	6	11		フィールドグリン	牝3	54.0		長岡禎仁	1:19.3	大	11-11	41.3	148.8	14	404	-2		羽月友彦		国田正忠	
10	4	7		アイファーパープル	牡3	56.0		小牧太	1:23.4	大	14-14	44.9	154.0	15	410	-16		服部利之		中島稔	
中	3	6		マーブルレディー	牝3	54.0		松山弘平			4-4		9.8	5	444	0		池添兼雄		下村直	
中	5	9		サンマルマオリオ	牝3	54.0		畑端省吾			16-16		57.9	9	464	0		新谷功一		相馬勇	
中	6	12		アカツキリンダ	牝3	54.0		高倉稜			13-14		172.0	16	460	10		服部利之		村岡曉憲	
中	7	14		ダイヴィンダート	牡3	56.0		岩田康誠			3-3		5.1	3	510	2		今野貞一		吉澤克己	
中	8	15		アビーシュート	牝3	54.0		松若風馬			4-5		88.2	13	526	8		千田輝彦		瀬野尾裕久	
中	8	16		シャムエル	牡3	56.0		小崎綾也			14-13		59.8	10	498	-2		湯窪幸雄		山上和良	
