rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	2	2		クラバウターマン	牡8	55.0		本田正重	1:29.1		1-1-1	40.3	34.7	8	503	0		遠藤茂		男澤喜惠子	120.0
2	5	7		アイヴァン	牡6	55.0		吉原寛人	1:29.2	1/2	10-8-6	39.2	2.7	1	552	2		辻野豊		吉田和美	48.0
3	3	3		コスモビッグハート	牡4	55.0		真島大輔	1:29.6	2.0	4-2-2	40.5	3.8	2	492	0		宗形竹見		ビッグレッドファーム	30.0
4	8	13		リープスプラウト	牡5	55.0		森泰斗	1:30.4	4.0	8-9-10	40.4	5.0	3	502	12		堀千亜樹		多田賢司	18.0
5	1	1		コハク	牡5	55.0		柏木健宏	1:30.5	クビ	12-11-8	40.3	30.3	7	473	-9		辻野豊		中村勝彦	12.0
6	7	11		サンニューオリンズ	牝5	55.0		笹川翼	1:30.9	2.0	13-13-12	40.4	23.2	6	450	-5		福田真広		加藤信之	
7	3	4		コアレスレンジャー	牡5	55.0		西啓太	1:31.4	2.1/2	14-14-14	40.3	50.3	11	550	-1		阪本泰之		キヨタケ牧場	
8	7	12		アースボンバー	牡4	55.0		井上幹太	1:31.7	1.1/2	11-12-13	41.3	61.6	12	470	1		鈴木啓之		（株）丸若商事	
9	4	5		ウインオルフェウス	牡4	55.0		瀬川将輝	1:31.7	アタマ	6-6-3	41.9	6.1	4	473	9		澤佳宏		（同）ＪＰＮ技研	
10	6	9		ルーファス	牡5	55.0		達城龍次	1:32.0	1.1/2	9-10-10	41.9	39.6	10	474	1		村上頼章		会田裕一	
11	6	10		デルマジン	セ4	55.0		有年淳	1:33.1	5.0	3-4-5	43.8	64.2	14	468	1		澤佳宏		浅沼廣幸	
12	5	8		ジューンメイプル	牝4	52.0		吉井章	1:33.3	3/4	7-7-7	43.5	62.8	13	485	1		鈴木啓之		吉川潤	
13	8	14		コスモフリップ	牝5	53.0		保園翔也	1:35.2	9.0	5-5-9	45.7	35.9	9	500	2		宮浦正行		八嶋長久	
14	4	6		オールマイライフ	牝5	53.0		横川怜央	1:35.6	2.0	2-3-4	46.4	21.4	5	398	-15		的場直之		廣松重信	
