日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2021/12/09	晴	9	11	2	2	2.6	1	2	52.0	重	1:45.5	0.5	1-1-2	0.0-40.7	41.2	名古屋	202148120909	B3組	movie.html?race_id=202148120909	05196	ダ	1600	533	3	11.5
2021/12/01	晴	12	9	7	7	1.7	1	3	52.0	重	1:31.0	0.5	2-2-2	0.0-39.3	39.6	名古屋	202148120112	B3組	movie.html?race_id=202148120112	05196	ダ	1400	530	8	6.5
2021/11/04	晴	10	11	8	11	2.0	1	1	52.0	良	1:30.1	-1.1	3-1-1	0.0-39.7	39.7	名古屋	202148110410	B6組	movie.html?race_id=202148110410	05196	ダ	1400	522	-9	36.0
2021/10/14	晴	12	8	7	7	1.9	1	4	52.0	稍	1:44.7	0.5	2-2-2	0.0-41.1	40.7	名古屋	202148101412	B5組	movie.html?race_id=202148101412	05196	ダ	1600	531	1	4.3
2021/10/01	曇	10	8	4	4	1.2	1	2	52.0	良	1:45.4	0.0	1-1-1	0.0-40.3	40.3	名古屋	202148100110	B7組	movie.html?race_id=202148100110	05196	ダ	1600	530	-5	11.5
2021/07/23	晴	12	10	7	8	1.4	1	1	52.0	良	1:44.3	-0.5	2-2-2	0.0-39.4	39.2	名古屋	202148072312	内海特別	movie.html?race_id=202148072312	05196	ダ	1600	535	2	45.0
2021/07/01	雨	6	9	8	8	1.2	1	1	52.0	不	1:29.7	-0.2	2-2-1	0.0-38.1	38.0	名古屋	202148070106	C9組	movie.html?race_id=202148070106	05196	ダ	1400	533	12	32.0
2021/06/03	晴	12	11	3	3	1.3	1	1	54.0	良	1:30.5	-1.3	1-1-1	0.0-39.0	39.0	名古屋	202148060312	逢妻川特別	movie.html?race_id=202148060312	05557	ダ	1400	521	7	40.0
2021/05/03	晴	5	10	3	3	1.6	1	1	52.0	稍	1:31.5	-0.5	4-4-2	0.0-38.7	38.4	名古屋	202148050305	C23組	movie.html?race_id=202148050305	05196	ダ	1400	514	20	32.0
2021/02/13	晴	8	15	2	2	49.2	11	13	51.0	良	1:49.2	3.0	14-14-7-10	30.7-37.6	39.9	小倉	202110020108	4歳以上1勝クラス	202110020108	01182	ダ	1700	494	-6	0.0
2021/01/24	曇	9	14	3	4	30.6	10	8	53.0	重	1:51.5	1.3	12-13-12-11	37.2-36.0	36.3	小倉	202110010409	4歳以上1勝クラス	202110010409	01168	芝	1800	500	0	0.0
2020/11/15	晴	6	16	5	9	45.1	15	11	53.0	良	2:39.2	3.6	7-8-2-3	36.2-39.3	42.8	福島	202003030606	3歳以上1勝クラス	202003030606	01032	ダ	2400	500	-2	0.0
2020/10/25	雨	3	9	6	6	9.5	6	7	52.0	不	1:54.1	1.3	6-6-4-6	36.5-38.3	39.3	新潟	202004040603	3歳以上1勝クラス	202004040603	01178	ダ	1800	502	4	0.0
2020/09/06	曇	3	16	8	15	7.6	5	10	54.0	良	1:47.8	1.6	7-8-7-8	29.6-38.8	39.9	小倉	202010020803	3歳未勝利	202010020803	01018	ダ	1700	498	0	0.0
2020/08/23	雨	3	16	6	11	3.6	2	3	54.0	稍	1:45.8	0.1	9-9-7-6	29.1-37.7	37.4	小倉	202010020403	3歳未勝利	202010020403	01018	ダ	1700	498	-4	130.0
2020/07/11	曇	3	15	8	15	13.5	6	6	53.0	不	1:53.1	0.8	12-11-1-1	37.2-38.8	39.6	阪神	202009040303	3歳未勝利	202009040303	01178	ダ	1800	502	6	0.0
2020/05/16	雨	3	15	2	3	33.4	9	12	54.0	稍	2:05.6	2.1	5-6-6-8	36.4-36.7	38.1	京都	202008030703	3歳未勝利	202008030703	01157	芝	2000	496	-2	0.0
2020/04/26	晴	3	18	6	11	30.2	7	9	54.0	良	2:02.6	1.5	15-15-15-15	35.8-35.5	35.5	京都	202008030203	3歳未勝利	202008030203	05525	芝	2000	498	0	0.0
