waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2018100259	クラウンヒューモア			05098	真島正徳	05601	東眞市	483	7
2	2	2018109135	ヤエノツバメ			a0201	岩永千明	05098	山下定文	460	-1
3	3	2018102932	ダンスインザレイン			05579	出水拓人	05601	東眞市	428	7
4	4	2018101842	モーモーマロン			a0036	吉本隆記	a01eb	井樋明正	365	-14
5	5	2018104038	モンテモナコ			a042c	飛田愛斗	05109	古賀光範	428	7
6	6	2018102913	ブラックジーン			05147	長田進仁	a00f6	中野博	483	1
7	7	2018106138	サンサーラ			05491	田中直人	05333	矢野久美	480	15
7	8	2018100503	モンテホリデイ			05501	山下裕貴	a00f6	中野博	414	-2
8	9	2018102812	ムーンリバー			05456	田中純	a0367	山田徹	455	6
8	10	2018102397	マカルー			a0291	川島拓	a01e2	頼本盛行	435	-8
