rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	8	15		サンライト	牡2	55.0		松田大作	1:12.7		2-3	37.1	3.8	2	446	8		上村洋行		三嶋牧場	500.0
2	2	4		ヌオーヴォ	セ2	55.0		菱田裕二	1:13.7	6.0	14-14	36.0	253.5	14	450	4		石橋守		カナヤマホールディングス	200.0
3	7	13		ソウルユニバンス	牡2	55.0		和田竜二	1:13.9	1.0	8-8	37.6	4.2	3	474	0		平田修		亀井哲也	130.0
4	5	9		シーハーハー	牝2	52.0		岩田望来	1:14.1	1.1/4	2-2	38.6	3.2	1	478	10		西園正都		長谷川守正	75.0
5	6	11		マーブルレディー	牝2	54.0		池添謙一	1:14.3	1.1/4	4-4	38.5	36.4	8	446	2		池添兼雄		下村直	50.0
6	7	14		ハイスピードカム	牝2	54.0		水口優也	1:14.3	アタマ	6-6	38.2	5.8	4	484	-2		羽月友彦		山上和良	
7	2	3		オーロラテーラー	牝2	54.0		幸英明	1:14.4	1/2	7-7	38.2	18.1	7	482	-6		森田直行		中西浩一	
8	8	16		リバーランド	牝2	54.0		鮫島克駿	1:14.4	ハナ	4-4	38.5	59.6	10	412	-2		浅見秀一		林正道	
9	5	10		サンライズアルコン	牡2	55.0		加藤祥太	1:14.8	2.1/2	8-8	38.4	74.2	11	460	-2		庄野靖志		松岡隆雄	
10	1	1		アップサージ	牝2	54.0		松山弘平	1:14.8	クビ	10-10	38.2	52.2	9	452	0		千田輝彦		ゴドルフィン	
11	1	2		ワルツフォーデビー	牡2	55.0		武豊	1:15.1	1.1/2	1-1	39.7	16.1	5	442	2		森秀行		風早信昭	
12	4	7		ゼンダンイワミ	牡2	55.0		小牧太	1:15.3	1.1/4	13-13	37.9	295.3	15	496	-4		飯田雄三		渡邊善男	
13	3	6		ムート	牡2	54.0		川又賢治	1:15.5	1.1/4	11-12	38.4	458.5	16	442	4		川村禎彦		巴山尊文	
14	4	8		ピュリフィアン	牝2	54.0		秋山真一	1:15.6	1/2	15-15	37.6	96.8	12	410	-4		松下武士		野嶋祥二	
15	6	12		タッシーエルモ	牝2	54.0		国分恭介	1:16.0	2.1/2	11-10	39.2	16.9	6	456	4		野中賢二		吉岡輝美	
16	3	5		ゼットライジング	牡2	55.0		畑端省吾	1:17.4	9.0	16-16	38.1	247.5	13	454	-6		吉田直弘		フォーレスト	
