waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2019104513	ヤマイチリリー			05411	桑村真明	05311	角川秀樹	492	8
2	2	2019102691	チェリースイス			05286	服部茂史	05551	石本孝博	430	2
3	3	2019102945	エイシンルル			05578	落合玄太	05630	田中淳司	464	-6
4	4	2019102290	エムティアンジェ			05089	宮崎光行	05055	堂山芳則	464	0
5	5	2019105605	トゥルーオーダー			05371	亀井洋司	a0372	佐々木国	496	0
6	6	2019100381	アテナ			05592	小野楓馬	05688	小野望	492	10
6	7	2019102158	ヴェレノ			05389	岩橋勇二	05630	田中淳司	436	2
7	8	2019105581	エムオースイート			05091	五十嵐冬	05706	川島洋人	452	2
7	9	2019102745	ツーシャドー			05502	松井伸也	05111	林和弘	474	-2
8	10	2019101229	ヤマノコナー			05545	山本咲希	05301	村上正和	430	-2
8	11	2019106993	ヌーベルアージュ			05534	石川倭	05509	米川昇	398	0
