rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	7	8		ピエナトビーズ	牝5	54.0		吉村智洋	1:32.1		1-1-1-1	41.1	1.0	1	412	0		玉垣光章		本谷兼三	30.0
2	8	10		デンコウスティール	牡4	56.0		廣瀬航	1:32.2	3/4	2-2-2-2	41.0	11.0	2	452	-13		尾林幸二		田中康弘	8.4
3	4	4		インナーパワー	牡4	56.0		下原理	1:32.9	4.0	3-3-3-3	41.7	11.3	3	482	6		大山寿文		組）ヤシロ組合	4.2
4	3	3		サイモンシャルール	牝3	53.0		永井孝典	1:33.2	1.1/2	4-4-4-4	41.4	13.5	4	436	-5		高馬元紘		松田和志	3.0
5	7	7		カンビアーレ	牝3	54.0		小谷周平	1:34.0	5.0	6-6-6-5	41.6	92.1	8	401	1		稻田彰宏		小谷昌吾	2.4
6	1	1		リコーモーゼル	牝4	54.0		大山真吾	1:34.7	4.0	8-8-7-7	41.7	72.0	6	444	6		渡瀬寛彰		土橋正雄	
7	2	2		ローラティオ	牝7	54.0		山田雄大	1:34.7	クビ	6-5-5-6	42.8	31.7	5	449	0		山口益巳		谷謙介	
8	8	9		マウリッツハイス	牝3	54.0		田村直也	1:35.5	5.0	10-10-10-9	41.4	213.9	10	470	5		西村守幸		杉浦和也	
9	6	6		ミスラコニック	牝3	53.0		長谷部駿	1:36.1	3.1/2	9-9-8-8	42.4	86.6	7	376	1		小牧毅		西本資史	
10	5	5		ロケットロード	牝3	54.0		中田貴士	1:36.9	5.0	5-7-8-10	43.6	156.0	9	444	6		野田忍		岡本敞司	
