rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	4	4		クインズダルビー	セ5	56.0		笠野雄大	1:37.9		11-11-10-10	39.6	10.6	6	468	3		渡辺貴光		啓愛義肢材料販売所	100.0
2	1	1		フルコスト	牡4	56.0		山崎誠士	1:37.9	アタマ	4-4-4-4	40.6	3.2	1	447	0		新井清重		角谷守正	40.0
3	2	2		エヌティキング	牡5	56.0		町田直希	1:38.1	3/4	8-8-7-7	40.0	24.2	9	467	6		佐々木清		中田留明	25.0
4	7	10		ケイトップロード	牡4	56.0		村上忍	1:38.4	1.1/2	5-5-5-5	41.0	3.9	2	506	-1		佐藤裕太		菊地博	15.0
5	7	9		ニシノグリヨン	牝6	54.0		小杉亮	1:38.5	クビ	2-2-2-2	41.3	8.0	4	473	-8		矢野義幸		西村亮二	10.0
6	6	7		ドントウォーリー	セ6	56.0		岡村健司	1:38.7	1.0	6-7-7-8	40.6	8.8	5	485	4		椎名廣明		米井勝	
7	3	3		アナザードア	牝5	54.0		繁田健一	1:39.1	2.0	7-6-6-6	41.2	45.2	10	443	-4		佐藤裕太		（有）サンデーレー	
8	5	5		コスモハーキュリー	牡4	56.0		藤江渉	1:39.3	3/4	12-12-12-11	40.6	146.6	12	474	0		佐藤博紀		成富直行	
9	8	11		ホウオウステップ	牡5	56.0		本田正重	1:39.5	1.0	10-9-9-9	41.4	6.4	3	474	-3		山下貴之		小笹芳央	
10	5	6		サンデーストリート	牝5	54.0		山本聡紀	1:39.7	1.0	1-1-1-1	42.6	14.4	7	471	2		山本学		（株）ファーストビ	
11	8	12		ログハウス	牝4	54.0		真島大輔	1:40.2	2.1/2	3-3-3-3	43.0	62.3	11	476	2		稲益貴弘		角谷守正	
12	6	8		エアセリーナ	牝5	54.0		森泰斗	1:41.6	7.0	9-10-11-12	43.0	21.2	8	465	1		斉藤敏		田中貴雄	
