	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
201909010101	ダ	右	1200	晴	稍重	09:55	3歳未勝利		2019-2-23	1	阪神	1	3歳未勝利	(混)[指](馬齢)	11	310	1	11	130	2	8	120	1	9.0	150.0	3.0	4-6	520.0	1.0	8-11	590	1	8-11	230	1	9-11	460	3	8-9	430	2	11=>8	1000	1	8-9-11	930	1	11=>8=>9	3580	1			(*1,9)(3,6,15)(8,10)14,13(2,11)16,5(4,7)-12	(*1,9)(3,6,15)8(2,13,11)(10,14)(5,4)(7,16)=12	12.6 - 11.3 - 12.1 - 12.0 - 12.5 - 12.6	12.6 - 23.9 - 36.0 - 48.0 - 60.5 - 73.1 (36.0-37.1)
201909010102	ダ	右	1800	曇	稍重	10:25	3歳未勝利		2019-2-23	1	阪神	1	3歳未勝利	[指](馬齢)	9	250	1	9	130	3	6	130	2	1.0	160.0	4.0	4-6	390.0	2.0	6-9	420	1	6-9	180	1	1-9	350	6	1-6	330	4	9=>6	780	1	1-6-9	1010	3	9=>6=>1	3370	8	6,7(8,12)(2,13)9,1,11-(5,4)10-14-3	6,7(8,12)(2,13)(1,9)-(5,11)-4-(14,10)-3	(*6,7)(8,12)(1,13)-(2,9)5,11(4,3)-(14,10)	6,7(8,12,13)1,9(5,2,3)(4,11)-(14,10)	13.0 - 11.2 - 13.7 - 13.3 - 12.8 - 12.8 - 12.7 - 12.8 - 12.8	13.0 - 24.2 - 37.9 - 51.2 - 64.0 - 76.8 - 89.5 - 102.3 - 115.1 (37.9-38.3)
201909010103	ダ	右	1200	曇	稍重	10:55	3歳新馬		2019-2-23	1	阪神	1	3歳新馬	[指](馬齢)	11	1040	6	11	340	6	16	260	4	15.0	330.0	5.0	6-8	1860.0	7.0	11-16	4080	15	11-16	1,390	16	11-15	1,440	17	15-16	1,260	14	11=>16	8720	32	11-15-16	12280	38	11=>16=>15	74390	220			15(6,16)5(8,11)(10,9)-13-2-1(3,7,12)-14-4	15(6,16)(5,11)8-(10,9)=13,2(7,12)1(3,14)-4	12.6 - 11.3 - 11.8 - 12.1 - 12.4 - 13.4	12.6 - 23.9 - 35.7 - 47.8 - 60.2 - 73.6 (35.7-37.9)
201909010104	芝	右	1800	曇	良	11:25	3歳未勝利		2019-2-23	1	阪神	1	3歳未勝利	[指](馬齢)	8	1380	7	8	380	7	7	200	4	5.0	180.0	2.0	5-5	3950.0	17.0	7-8	3980	19	7-8	1,080	16	5-8	780	11	5-7	530	5	8=>7	8560	40	5-7-8	3650	12	8=>7=>5	27920	111			2(1,7)8(4,11,14)(3,5,12)6,9,13-10	(*2,1)(7,8)(4,11,14)12,3(6,5,9,13)-10	12.8 - 11.1 - 11.8 - 12.4 - 12.6 - 12.2 - 11.4 - 11.5 - 12.6	12.8 - 23.9 - 35.7 - 48.1 - 60.7 - 72.9 - 84.3 - 95.8 - 108.4 (35.7-35.5)
201909010105	ダ	右	1400	晴	稍重	12:15	3歳500万下		2019-2-23	1	阪神	1	3歳500万下	(混)(特指)(馬齢)	12	210	1	12	120	1	5	720	9	7.0	430.0	7.0	5-8	1000.0	5.0	5-12	4460	15	5-12	1,390	16	7-12	1,040	10	5-7	4,230	36	12=>5	5370	20	5-7-12	20720	53	12=>5=>7	79410	219			7(12,11)10(4,5)(6,9)3,8,1-2	7(12,11)10,5(4,9)6,8-(3,1)-2	12.5 - 11.1 - 11.8 - 12.0 - 11.9 - 12.2 - 13.2	12.5 - 23.6 - 35.4 - 47.4 - 59.3 - 71.5 - 84.7 (35.4-37.3)
201909010106	ダ	右	1800	晴	稍重	12:45	4歳以上500万下		2019-2-23	1	阪神	1	4歳以上500万下	(混)[指](定量)	2	2130	5	2	320	5	3	110	1	5.0	780.0	8.0	2-3	1580.0	6.0	2-3	1540	6	2-3	630	8	2-5	6,790	32	3-5	1,460	15	2=>3	4650	14	2-3-5	13320	30	2=>3=>5	106120	194	7,6-(1,4)-5-9(2,3)-8	7,6-(1,4)-5-9(2,3)8	(*7,6)(1,4)5-9,3(2,8)	7,6(1,4)5-9,3,8-2	12.7 - 11.5 - 13.1 - 12.3 - 12.5 - 12.5 - 12.4 - 12.9 - 13.4	12.7 - 24.2 - 37.3 - 49.6 - 62.1 - 74.6 - 87.0 - 99.9 - 113.3 (37.3-38.7)
201909010107	ダ	右	1400	晴	稍重	13:15	4歳以上500万下		2019-2-23	1	阪神	1	4歳以上500万下	牝[指](定量)	16	370	1	16	150	1	1	160	2	14.0	180.0	5.0	1-8	800.0	1.0	1-16	880	2	1-16	340	1	14-16	470	5	1-14	520	7	16=>1	1510	1	1-14-16	1640	3	16=>1=>14	7010	5			8,11,3,12(5,9)2(4,10,14)(1,16)-6,15(7,13)	8,11-(3,12)(5,9)(4,14)(2,10,16)1,6-(7,15,13)	12.3 - 11.0 - 11.7 - 11.9 - 11.8 - 12.7 - 13.5	12.3 - 23.3 - 35.0 - 46.9 - 58.7 - 71.4 - 84.9 (35.0-38.0)
201909010108	芝	右	2000	晴	良	13:50	4歳以上500万下		2019-2-23	1	阪神	1	4歳以上500万下	(混)[指](定量)	10	650	3	10	190	3	12	130	1	3.0	200.0	4.0	7-8	1080.0	5.0	10-12	1280	4	10-12	560	5	3-10	780	10	3-12	380	2	10=>12	2990	10	3-10-12	2340	7	10=>12=>3	16640	50	9-10,11,7(8,12)5,3(1,2)-4=6	9-10,11,7(8,12)5,3(1,2)4=6	10(9,11)7(8,12)5,3(1,2)4 6	10,11,12,7(5,3)(8,2)(9,1,4) 6	12.6 - 11.4 - 12.5 - 13.0 - 12.5 - 12.4 - 11.8 - 11.5 - 11.4 - 12.6	12.6 - 24.0 - 36.5 - 49.5 - 62.0 - 74.4 - 86.2 - 97.7 - 109.1 - 121.7 (36.5-35.5)
201909010109	芝	右	2200	晴	良	14:25	尼崎ステークス 		2019-2-23	1	阪神	1	4歳以上1600万下	(混)[指](定量)	6	510	3	6	130	2	2	110	1	1.0	180.0	4.0	2-6	380.0	2.0	2-6	380	2	2-6	180	1	1-6	530	9	1-2	290	3	6=>2	1130	5	1-2-6	1000	5	6=>2=>1	6250	24	5,9(1,6,8)(3,2,7)-4	5,9(6,8)(1,2,7)3-4	3-5,9,6(1,2,8)7,4	3,5,9,6,2,1(4,7)8	12.9 - 11.3 - 11.8 - 12.7 - 12.4 - 11.8 - 11.8 - 11.9 - 11.8 - 11.9 - 12.1	12.9 - 24.2 - 36.0 - 48.7 - 61.1 - 72.9 - 84.7 - 96.6 - 108.4 - 120.3 - 132.4 (36.0-35.8)
201909010110	芝	右	1200	晴	良	15:01	マーガレットS	L	2019-2-23	1	阪神	1	3歳オープン	(国際)(特指)(別定)	5	120	1	5	100	1	1	120	2							1-5	200	1	1-5	120	1	5-6	190	3	1-6	390	7	5=>1	260	1	1-5-6	470	3	5=>1=>6	960	3			2,4(1,5)6,3	(*2,4)(1,5)6,3	12.3 - 11.1 - 11.2 - 11.1 - 11.3 - 12.1	12.3 - 23.4 - 34.6 - 45.7 - 57.0 - 69.1 (34.6-34.5)
