	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
201904010101	障		2890	曇	重	09:55	障害4歳以上オープン		2019-4-27	1	新潟	1	障害4歳以上オープン	(混)(別定)	3	790	3	3	310	4	6	310	3	8.0	950	8.0	3-4	850.0	3.0	3-6	3480	14	3-6	1,240	15	3-8	2,410	24	6-8	3,430	29	3=>6	7140	29	3-6-8	30540	63	3=>6=>8	131090	313	2-5=7-3,6-1-8-(11,9)-10,12,13-(4,14)	2-5=7-3-6,1,8,11-(10,9)12,13-14-4	2-5=6,7(3,8)-1,12,10,11-(9,14)13=4	2-5-6-(3,8)7-(1,12)-10-(11,14)9,13=4		
201904010102	ダ	左	1800	曇	不良	10:30	3歳未勝利		2019-4-27	1	新潟	1	3歳未勝利	[指](馬齢)	3	110	1	3	100	1	10	280	5	11.0	1,570	11.0	3-7	470.0	2.0	3-10	880	2	3-10	440	3	3-11	3,110	26	10-11	17,210	53	3=>10	870	2	3-10-11	36410	64	3=>10=>11	65780	133	2(3,11)(5,10)(4,12)9,8(6,7)=1	(*2,3)11(5,10,12)(4,9)(8,6)7=1	(2,*3,11)12,10(5,9,6)4,7=8,1	(2,*3,11)(10,12)(9,6)(5,4)7=1,8	12.7 - 11.2 - 12.7 - 13.0 - 12.6 - 12.1 - 12.7 - 12.2 - 12.4	12.7 - 23.9 - 36.6 - 49.6 - 62.2 - 74.3 - 87.0 - 99.2 - 111.6 (36.6-37.3)
201904010103	ダ	左	1200	小雨	不良	11:00	3歳未勝利		2019-4-27	1	新潟	1	3歳未勝利	牝[指](馬齢)	4	1330	6	4	200	5	11	110	1	6.0	150	2.0	3-7	930.0	3.0	4-11	1140	4	4-11	380	4	4-6	670	9	6-11	240	1	4=>11	3210	12	4-6-11	1390	3	4=>11=>6	12840	38			11,4,13(9,8)12(6,1)14,10(5,7)3,2	11,4,13(9,8,12)(6,1)(10,14)(5,7)3,2	11.8 - 10.5 - 11.7 - 12.7 - 12.0 - 12.6	11.8 - 22.3 - 34.0 - 46.7 - 58.7 - 71.3 (34.0-37.3)
201904010104	障		2890	小雨	重	11:30	障害4歳以上未勝利		2019-4-27	1	新潟	1	障害4歳以上未勝利	(混)(定量)	7	190	1	7	110	1	8	250	6	11.0	130	2.0	6-7	870.0	3.0	7-8	1700	6	7-8	540	7	7-11	170	1	8-11	810	10	7=>8	2260	9	7-8-11	1900	5	7=>8=>11	8990	24	7(4,10)11(1,8)(3,6)5=2=9	(7,*10)11(4,8)(1,6)-(3,5)=2=9	10(7,8)(11,6)-1,4,5=3=2-9	10,8,7,11,6,1-(4,5)=3=2-9		
201904010105	芝	左	1600	小雨	重	12:20	3歳未勝利		2019-4-27	1	新潟	1	3歳未勝利	(混)[指](馬齢)	4	820	4	4	270	4	2	430	6	16.0	930	8.0	1-2	1420.0	6.0	2-4	3440	13	2-4	1,260	16	4-16	3,110	27	2-16	4,580	37	4=>2	7310	29	2-4-16	35130	82	4=>2=>16	150480	376			2-5(4,10)(1,7,12)(3,16,15)9,6(14,11)(8,13)	2=5-(4,10)12(1,7,15)16(3,6,9)(8,14,11)13	12.5 - 11.3 - 11.7 - 12.1 - 12.4 - 12.2 - 11.6 - 12.8	12.5 - 23.8 - 35.5 - 47.6 - 60.0 - 72.2 - 83.8 - 96.6 (35.5-36.6)
201904010106	芝	左	2200	小雨	重	12:50	3歳未勝利		2019-4-27	1	新潟	1	3歳未勝利	(混)[指](馬齢)	2	4900	8	2	1,080	8	7	1,460	10	8.0	870	6.0	2-6	4470.0	13.0	2-7	56240	46	2-7	11,620	47	2-8	8,050	39	7-8	10,820	43	2=>7	156680	91	2-7-8	245840	135	2=>7=>8	2433180	835	11(10,6)4(1,3,7)-(5,9)(8,2)	11,10(4,6)(3,7)1(9,2)(5,8)	11(10,6)(4,3,7)2,1(9,8)-5	(*11,10)(4,3,6,7)2(1,8)9=5	12.6 - 11.1 - 11.7 - 12.8 - 12.8 - 12.6 - 12.8 - 12.8 - 12.5 - 12.4 - 12.5	12.6 - 23.7 - 35.4 - 48.2 - 61.0 - 73.6 - 86.4 - 99.2 - 111.7 - 124.1 - 136.6 (35.4-37.4)
201904010107	ダ	左	1200	小雨	不良	13:20	4歳以上500万下		2019-4-27	1	新潟	1	4歳以上500万下	牝[指](定量)	9	370	1	9	160	2	11	310	6	7.0	690	8.0	7-8	940.0	5.0	9-11	1940	7	9-11	650	7	7-9	1,960	25	7-11	3,460	34	9=>11	3620	14	7-9-11	17260	56	9=>11=>7	75630	255			11-(6,10)-(1,7)2(3,5,9)-8,4	11-10,6-(1,7)2,9(3,5)-(8,4)	11.8 - 10.6 - 10.8 - 11.9 - 11.8 - 13.5	11.8 - 22.4 - 33.2 - 45.1 - 56.9 - 70.4 (33.2-37.2)
201904010108	ダ	左	1800	小雨	不良	13:50	4歳以上500万下		2019-4-27	1	新潟	1	4歳以上500万下	見習騎手(定量)	10	260	2	10	130	2	2	110	1	6.0	790	9.0	2-7	310.0	1.0	2-10	320	1	2-10	190	1	6-10	1,830	18	2-6	2,870	25	10=>2	610	2	2-6-10	5200	15	10=>2=>6	13850	38	(1,*3)2(5,6)10-(4,8)-(7,9)-(11,12)	(*1,3)2(5,6)10-(4,8)-7,9(11,12)	2(3,10)(5,6,4)1(8,9)11,12,7	2(3,10)6,4,5(8,9)(1,11,12)7	12.3 - 11.0 - 12.3 - 12.9 - 12.2 - 12.4 - 12.5 - 11.8 - 12.6	12.3 - 23.3 - 35.6 - 48.5 - 60.7 - 73.1 - 85.6 - 97.4 - 110.0 (35.6-36.9)
201904010109	芝	左	1200	小雨	重	14:25	ゆきつばき賞 		2019-4-27	1	新潟	1	3歳500万下	(混)(特指)(馬齢)	13	650	3	13	240	3	16	310	5	14.0	490	7.0	7-8	1050.0	4.0	13-16	3260	12	13-16	1,190	12	13-14	1,690	16	14-16	2,400	25	13=>16	6220	22	13-14-16	15050	45	13=>16=>14	73510	210			2,7,3(9,16)(1,5,10,15)(4,8,11)(6,13)12,14	(*2,7)(3,9,16)(1,5,10,15)(8,11)13,4(6,12)14	12.0 - 10.7 - 11.6 - 12.1 - 11.7 - 11.9	12.0 - 22.7 - 34.3 - 46.4 - 58.1 - 70.0 (34.3-35.7)
201904010110	芝	左	2000	小雨	重	15:01	春日山特別 		2019-4-27	1	新潟	1	4歳以上500万下	(混)[指](定量)	2	310	2	2	110	2	7	110	1	4.0	150	4.0				2-7	280	1	2-7	150	1	2-4	410	6	4-7	280	4	2=>7	630	2	2-4-7	750	2	2=>7=>4	3170	9			4-7,3(1,8)(6,2)-5	4-(3,7)(1,8)2(6,5)	12.7 - 11.5 - 12.1 - 12.0 - 12.2 - 12.7 - 12.3 - 11.6 - 11.5 - 12.8	12.7 - 24.2 - 36.3 - 48.3 - 60.5 - 73.2 - 85.5 - 97.1 - 108.6 - 121.4 (36.3-35.9)
