rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	8	10		クリノメガミエース	牝3	54.0		吉原寛人	1:29.2		1-1-1	39.7	1.7	1	478	8		石橋満		栗本八江	500.0
2	8	9		ヘイシリン	牡3	56.0		加藤聡一	1:29.9	3.0	4-2-1	39.8	3.7	2	494	-4		坂口義幸		渋谷高雄	150.0
3	2	2		フレンドショコラ	牝3	54.0		今井貴大	1:31.0	5.0	9-9-8	38.6	200.0	9	390	-3		加藤幸保		横尾晴人	75.0
4	4	4		ベラジオサキ	牝3	54.0		鴨宮祥行	1:31.1	3/4	5-5-4	40.5	11.5	4	461	-2		栗林徹治		（株）ビープロジェ	50.0
5	6	6		クレールアドレ	牝3	54.0		松本剛志	1:31.6	2.1/2	8-6-5	40.4	29.1	5	482	3		伊藤勝好		（有）ホースケア	25.0
6	5	5		マイネルヘリテージ	牡3	56.0		藤田弘治	1:31.9	1.1/2	10-10-9	39.4	112.7	8	408	-9		井樋一也		梶原大輔	
7	7	7		マオノソプデト	牝3	54.0		渡辺竜也	1:32.8	4.0	2-3-3	42.9	33.8	6	471	0		笹野博司		湯浅健司	
8	3	3		ダイセンストーム	牡3	56.0		大畑雅章	1:32.9	3/4	7-7-7	41.5	106.9	7	523	-8		今津博之		根田喜久雄	
9	1	1		シルバ	牝3	54.0		藤原幹生	1:34.0	5.0	3-4-6	43.8	4.2	3	423	1		後藤正義		島川隆哉	
10	7	8		カスターニャルーナ	牝3	54.0		松戸政也	1:34.2	3/4	6-8-10	42.4	213.5	10	450	2		井樋一也		梶原大輔	
