rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
	1	1		オーチンハラショウ	牝5	51.0		飛田愛斗					---		計不			北村欣也		（株）本城	
	2	2		ロードレジェンド	牡6	56.0		兒島真二					---		計不			九日俊光		広瀬豪	
	3	3		ヨシノルキー	牝5	54.0		川島拓					---		計不			土井道隆		馬場三四郎	
	4	4		トリヴォルテソーロ	牡5	56.0		出水拓人					---		計不			東眞市		了徳寺健二ホールディ	
	5	5		イケノアスリート	牡4	56.0		田中直人					---		計不			渡辺博文		池添安雄	
	6	6		キンカイレナ	牝4	54.0		竹吉徹					---		計不			古賀光範		竹原孝昭	
	7	7		ヴァントネール	牝7	54.0		山口勲					---		計不			手島勝利		吉田勝利	
	7	8		ナリユキマカセ	牡8	56.0		田中純					---		計不			九日俊光		土山弘昭	
	8	9		リンノゲレイロ	牡6	56.0		山下裕貴					---		計不			渡辺博文		林正夫	
	8	10		スキンズマッチ	牡5	56.0		石川慎将					---		計不			九日俊光		遠藤喜和	
