	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
198608010101	ダ	右	1400	晴	重	10:00	4歳以上300万下		1986-1-5	1	京都	1	4歳以上300万下	[抽](馬齢)	7	1960	9	7	570	11	16	230	3	10.0	140	1.0	4-8	4250	19																							12.7 - 11.9 - 12.2 - 12.8 - 13.7 - 13.2 - 13.9	12.7 - 24.6 - 36.8 - 49.6 - 63.3 - 76.5 - 90.4 (12.7-12.7)
198608010102	ダ	右	1800	晴	重	10:25	4歳未勝利		1986-1-5	1	京都	1	4歳未勝利	(馬齢)	3	520	3	3	170	3	2	140	2	9.0	210	5.0	2-3	820	3																							12.9 - 11.2 - 12.6 - 13.3 - 13.6 - 13.5 - 13.8 - 12.9 - 12.5	12.9 - 24.1 - 36.7 - 50.0 - 63.6 - 77.1 - 90.9 - 103.8 - 116.3 (12.9-12.9)
198608010103	ダ	右	1400	晴	重	10:50	4歳未勝利		1986-1-5	1	京都	1	4歳未勝利	(混)(馬齢)	10	1250	6	10	370	6	3	180	2	1.0	220	5.0	3-7	2330	12																							13.0 - 11.6 - 12.3 - 12.8 - 13.0 - 12.9 - 12.7	13.0 - 24.6 - 36.9 - 49.7 - 62.7 - 75.6 - 88.3 (13.0-13.0)
198608010104	ダ	右	1700	晴	重	11:15	4歳新馬		1986-1-5	1	京都	1	4歳新馬	(馬齢)	1	590	2	1	170	2	10	140	1	4.0	270	5.0	1-7	600	1																							7.1 - 11.3 - 12.2 - 12.8 - 12.8 - 12.8 - 13.5 - 13.2 - 12.5	7.1 - 18.4 - 30.6 - 43.4 - 56.2 - 69.0 - 82.5 - 95.7 - 108.2 (7.1-7.1)
198608010105	ダ	右	1200	晴	重	11:45	4歳新馬		1986-1-5	1	京都	1	4歳新馬	牝(馬齢)	7	310	1	7	140	1	5	760	12	1.0	210	3.0	3-4	2820	12																							12.9 - 11.2 - 12.1 - 12.6 - 12.9 - 12.4	12.9 - 24.1 - 36.2 - 48.8 - 61.7 - 74.1 (12.9-12.9)
198608010106	ダ	右	1700	晴	重	12:45	4歳以上400万下		1986-1-5	1	京都	1	4歳以上400万下	(馬齢)	6	260	1	6	110	1	5	290	7	8.0	130	2.0	5-6	1410	7																							7.2 - 11.0 - 11.7 - 12.5 - 12.6 - 12.6 - 13.0 - 12.6 - 12.5	7.2 - 18.2 - 29.9 - 42.4 - 55.0 - 67.6 - 80.6 - 93.2 - 105.7 (7.2-7.2)
198608010107	ダ	右	1400	晴	重	13:15	4歳以上400万下		1986-1-5	1	京都	1	4歳以上400万下	(馬齢)	2	860	4	2	370	6	9	2,650	15	1.0	860	8.0	2-5	2120	9																							12.9 - 11.4 - 12.0 - 12.6 - 12.9 - 12.7 - 12.7	12.9 - 24.3 - 36.3 - 48.9 - 61.8 - 74.5 - 87.2 (12.9-12.9)
198608010201	ダ	右	1700	晴	重	10:00	4歳未勝利		1986-1-6	1	京都	2	4歳未勝利	(抽)(馬齢)	1	1240	5	1	250	5	7	220	4	8.0	120	1.0	1-7	5670	16																							7.2 - 11.8 - 13.7 - 12.9 - 12.6 - 13.0 - 13.3 - 13.1 - 13.2	7.2 - 19.0 - 32.7 - 45.6 - 58.2 - 71.2 - 84.5 - 97.6 - 110.8 (7.2-7.2)
198608010202	ダ	右	1200	晴	重	10:25	4歳未勝利		1986-1-6	1	京都	2	4歳未勝利	(馬齢)	2	2270	9	2	460	9	3	140	1	9.0	170	2.0	1-2	600	1																							12.8 - 11.3 - 11.8 - 12.4 - 12.5 - 13.3	12.8 - 24.1 - 35.9 - 48.3 - 60.8 - 74.1 (12.8-12.8)
198608010203	ダ	右	1700	晴	重	10:50	4歳新馬		1986-1-6	1	京都	2	4歳新馬	(馬齢)	6	400	2	6	160	2	8	340	6	7.0	370	7.0	6-7	1560	7																							7.3 - 11.4 - 13.6 - 13.5 - 13.0 - 12.7 - 13.0 - 12.4 - 12.2	7.3 - 18.7 - 32.3 - 45.8 - 58.8 - 71.5 - 84.5 - 96.9 - 109.1 (7.3-7.3)
198608010204	ダ	右	1800	晴	重	11:15	4歳以上400万下		1986-1-6	1	京都	2	4歳以上400万下	(混)(馬齢)	10	620	3	10	210	3	2	140	1	13.0	340	7.0	2-7	680	2																							12.9 - 11.7 - 12.7 - 12.8 - 13.3 - 13.0 - 12.6 - 12.1 - 11.9	12.9 - 24.6 - 37.3 - 50.1 - 63.4 - 76.4 - 89.0 - 101.1 - 113.0 (12.9-12.9)
198608010205	障		3000	晴	重  ダート	11:45	障害4歳以上未勝利		1986-1-6	1	京都	2	障害4歳以上未勝利	(馬齢)	2	1590	6	2	390	7	3	160	2	9.0	170	4.0	2-3	3510	12																								
198608010206	芝	右	1600	晴	重	12:45	4歳新馬		1986-1-6	1	京都	2	4歳新馬	(馬齢)	4	1760	6	4	410	6	2	370	5	10.0	170	2.0	1-2	950	4																							13.0 - 11.5 - 12.2 - 12.8 - 12.1 - 12.3 - 13.2 - 12.5	13.0 - 24.5 - 36.7 - 49.5 - 61.6 - 73.9 - 87.1 - 99.6 (13.0-13.0)
198608010207	芝	右	1600	晴	重	13:15	4歳新馬		1986-1-6	1	京都	2	4歳新馬	(馬齢)	6	450	2	6	170	2	8	430	7	7.0	300	4.0	3-4	1230	6																							13.0 - 11.5 - 12.5 - 12.8 - 12.3 - 12.8 - 12.7 - 12.2	13.0 - 24.5 - 37.0 - 49.8 - 62.1 - 74.9 - 87.6 - 99.8 (13.0-13.0)
198608010208	ダ	右	1800	晴	稍重	13:50	4歳以上400万下		1986-1-6	1	京都	2	4歳以上400万下	牝(馬齢)	15	590	2	15	250	3	1	490	10	8.0	180	2.0	1-8	5890	25																							12.7 - 11.7 - 13.0 - 13.0 - 13.1 - 12.8 - 12.8 - 12.4 - 12.7	12.7 - 24.4 - 37.4 - 50.4 - 63.5 - 76.3 - 89.1 - 101.5 - 114.2 (12.7-12.7)
