	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
198607010201	ダ	左	1600	曇	良	10:15	4歳未勝利		1986-1-26	1	中京	2	4歳未勝利	[抽](馬齢)	8	770	4	8	150	4	7	110	1	6.0	140.0	3.0	7-8	850	4																							13.1 - 12.9 - 13.5 - 13.6 - 13.2 - 13.8 - 13.4 - 13.7	13.1 - 26.0 - 39.5 - 53.1 - 66.3 - 80.1 - 93.5 - 107.2 (13.1-13.1)
198607010202	ダ	左	1700	小雪	良	10:40	4歳以上オープン		1986-1-26	1	中京	2	4歳以上オープン	[抽](別定)	1	560	3	1	230	3	10	140	1	8.0	320.0	5.0	1-6	550	1																							7.1 - 11.2 - 12.0 - 12.6 - 13.0 - 13.3 - 14.1 - 13.9 - 13.4	7.1 - 18.3 - 30.3 - 42.9 - 55.9 - 69.2 - 83.3 - 97.2 - 110.6 (7.1-7.1)
198607010203	ダ	左	1700	小雪	良	11:05	4歳未勝利		1986-1-26	1	中京	2	4歳未勝利	(混)(馬齢)	2	290	1	2	160	4	7	180	5	3.0	160.0	3.0	2-7	890	3																							6.9 - 11.3 - 12.8 - 13.3 - 13.3 - 13.3 - 14.0 - 13.9 - 13.8	6.9 - 18.2 - 31.0 - 44.3 - 57.6 - 70.9 - 84.9 - 98.8 - 112.6 (6.9-6.9)
198607010204	ダ	左	1600	小雪	良	11:30	4歳新馬		1986-1-26	1	中京	2	4歳新馬	(混)(馬齢)	1	320	1	1	140	1	4	470	7	6.0	270.0	5.0	1-4	2300	9																							12.4 - 12.0 - 13.0 - 12.9 - 12.6 - 13.4 - 13.5 - 13.3	12.4 - 24.4 - 37.4 - 50.3 - 62.9 - 76.3 - 89.8 - 103.1 (12.4-12.4)
198607010205	ダ	左	2200	小雪	良	11:55	4歳以上400万下		1986-1-26	1	中京	2	4歳以上400万下	(馬齢)	6	170	1	6	110	1	8	200	3	1.0	250.0	6.0	6-8	370	1																							13.3 - 11.6 - 12.4 - 12.1 - 13.2 - 14.3 - 13.9 - 13.6 - 13.9 - 12.8 - 12.6	13.3 - 24.9 - 37.3 - 49.4 - 62.6 - 76.9 - 90.8 - 104.4 - 118.3 - 131.1 - 143.7 (13.3-13.3)
198607010206	ダ	左	1700	曇	良	12:55	4歳以上400万下		1986-1-26	1	中京	2	4歳以上400万下	(馬齢)	8	480	2	8	150	2	4	230	3	6.0	270.0	5.0	4-7	1140	5																							6.9 - 11.6 - 12.4 - 13.3 - 13.4 - 13.1 - 13.2 - 13.4 - 12.7	6.9 - 18.5 - 30.9 - 44.2 - 57.6 - 70.7 - 83.9 - 97.3 - 110.0 (6.9-6.9)
198607010207	ダ	左	1700	曇	良	13:25	4歳以上400万下		1986-1-26	1	中京	2	4歳以上400万下	牝(馬齢)	10	500	2	10	130	2	5	110	1	9.0	230.0	5.0	4-7	500	1																							6.8 - 11.1 - 12.5 - 13.2 - 13.1 - 12.6 - 13.2 - 13.4 - 13.2	6.8 - 17.9 - 30.4 - 43.6 - 56.7 - 69.3 - 82.5 - 95.9 - 109.1 (6.8-6.8)
198607010301	ダ	左	1700	晴	良	10:20	4歳未勝利		1986-2-1	1	中京	3	4歳未勝利	[抽](馬齢)	5	330	2	5	170	2	3	400	7	11.0	250.0	5.0	3-5	1780	8																							7.2 - 11.4 - 12.7 - 13.3 - 14.5 - 13.9 - 14.2 - 14.6 - 13.6	7.2 - 18.6 - 31.3 - 44.6 - 59.1 - 73.0 - 87.2 - 101.8 - 115.4 (7.2-7.2)
198607010302	ダ	左	1600	晴	良	10:50	4歳未勝利		1986-2-1	1	中京	3	4歳未勝利	牝(馬齢)	12	380	2	12	130	2	1	120	1	3.0	470.0	10.0	1-8	280	1																							12.4 - 12.1 - 13.0 - 13.3 - 13.1 - 13.3 - 13.3 - 13.1	12.4 - 24.5 - 37.5 - 50.8 - 63.9 - 77.2 - 90.5 - 103.6 (12.4-12.4)
198607010303	ダ	左	1600	晴	良	11:20	4歳新馬		1986-2-1	1	中京	3	4歳新馬	牝(馬齢)	7	480	3	7	180	5	2	110	1	4.0	170.0	3.0	2-7	610	2																							12.4 - 12.2 - 12.9 - 12.7 - 13.2 - 13.8 - 13.7 - 13.0	12.4 - 24.6 - 37.5 - 50.2 - 63.4 - 77.2 - 90.9 - 103.9 (12.4-12.4)
