	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気
198602010301	芝	右	1200	晴	良	11:05	3歳未勝利		1986-8-9	1	函館	3	3歳未勝利	(馬齢)	6	280	1	6	150	1	2	200	4	2-6	550	2																							12.1 - 10.9 - 11.5 - 12.0 - 12.1 - 12.6	12.1 - 23.0 - 34.5 - 46.5 - 58.6 - 71.2 (12.1-12.1)			
198602010302	ダ	右	1700	晴	良	11:35	4歳未勝利		1986-8-9	1	函館	3	4歳未勝利	牝(馬齢)	3	610	5	3	210	4	4	130	1	3-4	480	2																							6.7 - 11.7 - 12.0 - 12.7 - 12.6 - 12.4 - 12.5 - 12.9 - 14.3	6.7 - 18.4 - 30.4 - 43.1 - 55.7 - 68.1 - 80.6 - 93.5 - 107.8 (6.7-6.7)			
198602010303	芝	右	1200	晴	良	12:05	3歳新馬		1986-8-9	1	函館	3	3歳新馬	(馬齢)	8	480	2	8	260	4	2	250	3	2-8	2630	11																							12.1 - 11.0 - 11.7 - 11.9 - 11.9 - 12.8	12.1 - 23.1 - 34.8 - 46.7 - 58.6 - 71.4 (12.1-12.1)	3.0	260	5.0
198602010304	芝	右	1000	晴	良	13:05	3歳新馬		1986-8-9	1	函館	3	3歳新馬	牝(馬齢)	8	1990	7	8	580	10	5	170	2	5-7	1210	7																							12.2 - 11.0 - 11.5 - 11.9 - 12.1	12.2 - 23.2 - 34.7 - 46.6 - 58.7 (12.2-12.2)	6.0	390	7.0
198602010305	芝	右	2000	晴	良	13:35	4歳未勝利		1986-8-9	1	函館	3	4歳未勝利	(混)(馬齢)	1	220	1	1	120	1	6	740	8	1-6	5950	16																							12.6 - 11.9 - 11.9 - 12.4 - 12.6 - 12.3 - 12.0 - 12.2 - 12.0 - 13.1	12.6 - 24.5 - 36.4 - 48.8 - 61.4 - 73.7 - 85.7 - 97.9 - 109.9 - 123.0 (12.6-12.6)	2.0	200	4.0
198602010306	芝	右	1700	晴	良	14:05	4歳以上400万下		1986-8-9	1	函館	3	4歳以上400万下	(馬齢)	2	310	2	2	150	2	10	110	1	2-8	350	1																							6.8 - 11.1 - 12.0 - 11.9 - 12.5 - 12.2 - 12.1 - 12.1 - 12.2	6.8 - 17.9 - 29.9 - 41.8 - 54.3 - 66.5 - 78.6 - 90.7 - 102.9 (6.8-6.8)	8.0	310	8.0
198602010307	ダ	右	1000	晴	良	14:40	4歳以上400万下		1986-8-9	1	函館	3	4歳以上400万下	(馬齢)	4	230	1	4	120	1	11	310	6	4-8	990	4																							12.2 - 10.6 - 11.7 - 11.8 - 12.7	12.2 - 22.8 - 34.5 - 46.3 - 59.0 (12.2-12.2)	8.0	380	7.0
198602010308	芝	右	1200	晴	良	15:15	噴火湾特別 		1986-8-9	1	函館	3	4歳以上400万下	(別定)	8	550	3	8	190	3	3	290	5	3-8	2560	10																							12.6 - 10.5 - 11.0 - 12.0 - 11.8 - 12.3	12.6 - 23.1 - 34.1 - 46.1 - 57.9 - 70.2 (12.6-12.6)	5.0	180	2.0
198602010309	芝	右	2000	晴	良	15:50	五稜郭特別 		1986-8-9	1	函館	3	4歳以上900万下	(混)(別定)	8	3390	8	8	800	8	1	220	5	1-8	11560	25																							12.7 - 11.6 - 11.5 - 12.6 - 12.4 - 12.2 - 12.1 - 12.2 - 11.9 - 12.2	12.7 - 24.3 - 35.8 - 48.4 - 60.8 - 73.0 - 85.1 - 97.3 - 109.2 - 121.4 (12.7-12.7)	6.0	170	1.0
198602010601	ダ	右	1000	晴	良	11:05	4歳未勝利		1986-8-17	1	函館	6	4歳未勝利	(馬齢)	7	120	1	7	100	1	9	120	3	7-8	260	1																							12.3 - 10.9 - 12.0 - 12.8 - 13.2	12.3 - 23.2 - 35.2 - 48.0 - 61.2 (12.3-12.3)	3.0	120	2.0
198602010602	芝	右	1700	晴	良	11:35	4歳未勝利		1986-8-17	1	函館	6	4歳未勝利	(馬齢)	2	200	1	2	140	2	1	260	6	1-2	1400	6																							6.7 - 11.4 - 11.6 - 12.4 - 12.3 - 12.3 - 12.3 - 12.2 - 12.6	6.7 - 18.1 - 29.7 - 42.1 - 54.4 - 66.7 - 79.0 - 91.2 - 103.8 (6.7-6.7)	11.0	140	1.0
198602010603	芝	右	1200	晴	良	12:05	3歳新馬		1986-8-17	1	函館	6	3歳新馬	(馬齢)	4	140	1	4	110	1	1	190	4	1-4	640	2																							11.9 - 10.8 - 11.3 - 12.1 - 12.0 - 13.0	11.9 - 22.7 - 34.0 - 46.1 - 58.1 - 71.1 (11.9-11.9)	2.0	270	7.0
198602010604	ダ	右	1700	晴	良	13:05	4歳以上400万下		1986-8-17	1	函館	6	4歳以上400万下	(馬齢)	2	130	1	2	110	1	3	400	8	2-3	1130	4																							6.8 - 10.8 - 11.5 - 12.3 - 13.1 - 12.7 - 13.6 - 13.6 - 14.3	6.8 - 17.6 - 29.1 - 41.4 - 54.5 - 67.2 - 80.8 - 94.4 - 108.7 (6.8-6.8)	4.0	880	9.0
198602010605	芝	右	1800	晴	良	13:35	4歳以上400万下		1986-8-17	1	函館	6	4歳以上400万下	(父)(馬齢)	3	220	1	3	110	2	5	100	1	3-5	380	1																							12.1 - 11.5 - 12.2 - 12.1 - 12.0 - 11.8 - 12.1 - 11.9 - 12.4	12.1 - 23.6 - 35.8 - 47.9 - 59.9 - 71.7 - 83.8 - 95.7 - 108.1 (12.1-12.1)	2.0	150	3.0
198602010606	芝	右	1200	晴	良	14:05	クローバー賞 		1986-8-17	1	函館	6	3歳オープン	(混)(別定)	3	220	1	3	140	2	2	200	3	2-3	630	3																							12.0 - 10.6 - 11.3 - 11.9 - 12.1 - 12.5	12.0 - 22.6 - 33.9 - 45.8 - 57.9 - 70.4 (12.0-12.0)			
198602010607	芝	右	1200	晴	良	14:40	4歳以上400万下		1986-8-17	1	函館	6	4歳以上400万下	(混)(馬齢)	10	180	1	10	130	1	5	490	8	5-7	870	4																							12.1 - 10.6 - 11.1 - 11.7 - 11.5 - 12.7	12.1 - 22.7 - 33.8 - 45.5 - 57.0 - 69.7 (12.1-12.1)	11.0	950	11.0
198602010608	芝	右	1800	晴	良	15:15	漁火特別 		1986-8-17	1	函館	6	4歳以上900万下	牝(別定)	3	240	1	3	120	2	9	120	1	3-8	330	1																							12.1 - 11.0 - 12.1 - 12.0 - 12.1 - 11.9 - 12.1 - 11.8 - 12.4	12.1 - 23.1 - 35.2 - 47.2 - 59.3 - 71.2 - 83.3 - 95.1 - 107.5 (12.1-12.1)	1.0	260	6.0
198602010609	芝	右	2000	晴	良	15:50	函館記念	G3	1986-8-17	1	函館	6	4歳以上オープン	(混)(ハンデ)	4	360	2	4	180	3	6	240	4	4-6	1000	4																							12.2 - 11.1 - 11.0 - 11.9 - 11.7 - 12.3 - 11.9 - 11.8 - 11.7 - 13.0	12.2 - 23.3 - 34.3 - 46.2 - 57.9 - 70.2 - 82.1 - 93.9 - 105.6 - 118.6 (12.2-12.2)	8.0	390	7.0
198602010701	芝	右	1200	曇	稍重	11:05	3歳未勝利		1986-8-23	1	函館	7	3歳未勝利	(混)(馬齢)	3	810	4	3	230	4	1	190	2	1-3	1060	6																							12.2 - 10.6 - 11.0 - 12.4 - 12.4 - 13.7	12.2 - 22.8 - 33.8 - 46.2 - 58.6 - 72.3 (12.2-12.2)			
198602010703	芝	右	1000	曇	稍重	12:05	3歳新馬		1986-8-23	1	函館	7	3歳新馬	(馬齢)	2	170	1	2	130	1	3	170	3	2-3	470	2																							12.0 - 10.4 - 11.6 - 11.6 - 12.7	12.0 - 22.4 - 34.0 - 45.6 - 58.3 (12.0-12.0)	9.0	230	5.0
198602010801	ダ	右	1700	晴	稍重	11:05	4歳未勝利		1986-8-24	1	函館	8	4歳未勝利	(混)(馬齢)	3	200	1	3	110	1	2	170	3	2-3	580	2																							7.0 - 11.5 - 11.9 - 12.3 - 12.6 - 12.5 - 12.8 - 13.0 - 14.2	7.0 - 18.5 - 30.4 - 42.7 - 55.3 - 67.8 - 80.6 - 93.6 - 107.8 (7.0-7.0)	4.0	190	5.0
198602010802	芝	右	1200	晴	稍重	11:35	3歳新馬		1986-8-24	1	函館	8	3歳新馬	(混)(馬齢)	6	1230	4	6	120	3	7	100	1	6-7	350	2																							12.4 - 10.7 - 11.3 - 12.0 - 11.4 - 12.3	12.4 - 23.1 - 34.4 - 46.4 - 57.8 - 70.1 (12.4-12.4)	3.0	100	2.0
198602010803	芝	右	1000	晴	稍重	12:05	3歳新馬		1986-8-24	1	函館	8	3歳新馬	牝(馬齢)	4	5130	7	4	580	7	5	130	2	4-5	4310	12																							12.1 - 10.8 - 11.5 - 11.5 - 12.6	12.1 - 22.9 - 34.4 - 45.9 - 58.5 (12.1-12.1)	2.0	220	4.0
198602010804	芝	右	1800	晴	良	13:05	4歳未勝利		1986-8-24	1	函館	8	4歳未勝利	牝(馬齢)	13	600	3	13	230	2	1	290	6	1-8	1630	7																							12.2 - 11.1 - 12.1 - 12.6 - 12.1 - 11.9 - 12.3 - 12.1 - 13.5	12.2 - 23.3 - 35.4 - 48.0 - 60.1 - 72.0 - 84.3 - 96.4 - 109.9 (12.2-12.2)	11.0	640	11.0
198602010805	ダ	右	1000	晴	良	13:35	4歳以上400万下		1986-8-24	1	函館	8	4歳以上400万下	(馬齢)	3	670	4	3	210	3	6	250	4	3-5	2990	12																							12.4 - 10.8 - 11.9 - 12.4 - 12.7	12.4 - 23.2 - 35.1 - 47.5 - 60.2 (12.4-12.4)	10.0	620	9.0
198602010806	芝	右	1800	晴	良	14:05	奥尻特別 		1986-8-24	1	函館	8	4歳以上400万下	(別定)	2	120	1	2	100	1	6	100	2	2-6	170	1																							12.7 - 11.9 - 12.1 - 12.1 - 11.8 - 11.8 - 12.1 - 12.0 - 12.5	12.7 - 24.6 - 36.7 - 48.8 - 60.6 - 72.4 - 84.5 - 96.5 - 109.0 (12.7-12.7)			
198602010807	芝	右	1200	曇	良	14:40	4歳以上400万下		1986-8-24	1	函館	8	4歳以上400万下	(馬齢)	5	250	1	5	120	1	9	310	6	4-6	900	4																							12.0 - 10.6 - 11.2 - 12.0 - 12.1 - 13.0	12.0 - 22.6 - 33.8 - 45.8 - 57.9 - 70.9 (12.0-12.0)	8.0	140	2.0
198602010808	芝	右	2000	曇	良	15:15	樽前山特別 		1986-8-24	1	函館	8	4歳以上900万下	(ハンデ)	5	260	2	5	110	2	7	130	3	5-7	950	5																							12.6 - 11.9 - 11.6 - 11.9 - 12.2 - 11.9 - 11.7 - 12.6 - 11.8 - 12.3	12.6 - 24.5 - 36.1 - 48.0 - 60.2 - 72.1 - 83.8 - 96.4 - 108.2 - 120.5 (12.6-12.6)	3.0	100	1.0
198602020101	芝	右	1800	晴	良	11:35	4歳以上オープン		1986-8-30	2	函館	1	4歳以上オープン	[抽](別定)	6	480	2	6	200	2	4	210	3	4-6	1200	6																							12.6 - 11.6 - 12.1 - 12.4 - 12.4 - 12.1 - 12.6 - 11.9 - 13.0	12.6 - 24.2 - 36.3 - 48.7 - 61.1 - 73.2 - 85.8 - 97.7 - 110.7 (12.6-12.6)	10.0	940	8.0
198602020102	芝	右	1700	晴	良	12:05	3歳未勝利		1986-8-30	2	函館	1	3歳未勝利	(混)(馬齢)	1	300	2	1	130	1	5	280	6	1-5	1210	6																							7.0 - 10.8 - 11.8 - 12.1 - 12.3 - 12.1 - 13.1 - 12.2 - 12.4	7.0 - 17.8 - 29.6 - 41.7 - 54.0 - 66.1 - 79.2 - 91.4 - 103.8 (7.0-7.0)	3.0	320	7.0
198602020103	芝	右	1200	曇	良	13:05	3歳新馬		1986-8-30	2	函館	1	3歳新馬	(父)(馬齢)	2	150	1	2	110	1	4	190	4	2-4	1050	5																							12.7 - 10.8 - 11.4 - 12.2 - 12.1 - 12.7	12.7 - 23.5 - 34.9 - 47.1 - 59.2 - 71.9 (12.7-12.7)	3.0	210	6.0
198602020104	芝	右	1700	曇	良	13:35	4歳未勝利		1986-8-30	2	函館	1	4歳未勝利	(馬齢)	10	150	1	10	110	1	4	170	4	4-8	510	2																							7.2 - 11.1 - 11.7 - 12.2 - 12.1 - 12.4 - 12.9 - 12.8 - 12.1	7.2 - 18.3 - 30.0 - 42.2 - 54.3 - 66.7 - 79.6 - 92.4 - 104.5 (7.2-7.2)	7.0	130	2.0
198602020105	芝	右	1700	曇	良	14:05	4歳未勝利		1986-8-30	2	函館	1	4歳未勝利	(馬齢)	7	1470	5	7	270	5	1	160	3	1-6	550	2																							7.1 - 11.0 - 11.9 - 12.2 - 12.3 - 12.4 - 12.7 - 12.2 - 12.0	7.1 - 18.1 - 30.0 - 42.2 - 54.5 - 66.9 - 79.6 - 91.8 - 103.8 (7.1-7.1)	6.0	110	1.0
198602020106	芝	右	1800	曇	良	14:40	4歳以上400万下		1986-8-30	2	函館	1	4歳以上400万下	牝(馬齢)	9	140	1	9	100	1	6	370	9	6-8	1470	8																							12.2 - 11.0 - 11.7 - 12.1 - 12.4 - 11.9 - 12.3 - 12.1 - 12.5	12.2 - 23.2 - 34.9 - 47.0 - 59.4 - 71.3 - 83.6 - 95.7 - 108.2 (12.2-12.2)	3.0	300	6.0
198602020107	ダ	右	1700	曇	良	15:15	渡島特別 		1986-8-30	2	函館	1	4歳以上400万下	(混)(馬齢)	2	240	1	2	120	1	9	510	9	2-8	3280	16																							7.3 - 11.0 - 12.1 - 13.0 - 12.9 - 12.7 - 13.2 - 13.9 - 13.0	7.3 - 18.3 - 30.4 - 43.4 - 56.3 - 69.0 - 82.2 - 96.1 - 109.1 (7.3-7.3)	7.0	130	2.0
198602020108	芝	右	2000	曇	良	15:50	HTB賞 		1986-8-30	2	函館	1	4歳以上900万下	(別定)	6	970	4	6	400	4	4	150	1	4-6	1290	5																							13.1 - 11.1 - 11.4 - 12.5 - 12.7 - 12.2 - 11.9 - 12.3 - 12.0 - 11.7	13.1 - 24.2 - 35.6 - 48.1 - 60.8 - 73.0 - 84.9 - 97.2 - 109.2 - 120.9 (13.1-13.1)			
198602020109	芝	右	1200	曇	良	16:20	4歳以上400万下		1986-8-30	2	函館	1	4歳以上400万下	(馬齢)	2	280	1	2	130	2	8	120	1	2-5	450	1																							12.3 - 10.6 - 11.1 - 11.8 - 11.8 - 12.0	12.3 - 22.9 - 34.0 - 45.8 - 57.6 - 69.6 (12.3-12.3)	11.0	150	3.0
198602020201	芝	右	1000	晴	良	11:35	3歳未勝利		1986-8-31	2	函館	2	3歳未勝利	(馬齢)	3	290	2	3	130	2	6	350	7	3-6	3710	14																							12.4 - 10.9 - 11.8 - 11.5 - 12.2	12.4 - 23.3 - 35.1 - 46.6 - 58.8 (12.4-12.4)	1.0	160	3.0
198602020202	芝	右	1000	晴	良	12:05	3歳新馬		1986-8-31	2	函館	2	3歳新馬	(混)(馬齢)	12	390	3	12	170	2	7	890	8	5-8	660	3																							12.4 - 11.2 - 11.7 - 11.3 - 11.9	12.4 - 23.6 - 35.3 - 46.6 - 58.5 (12.4-12.4)	6.0	170	3.0
198602020203	ダ	右	1000	晴	良	13:05	4歳未勝利		1986-8-31	2	函館	2	4歳未勝利	(馬齢)	1	240	1	1	160	2	3	740	8	1-3	5420	13																							12.6 - 11.0 - 12.4 - 12.3 - 12.2	12.6 - 23.6 - 36.0 - 48.3 - 60.5 (12.6-12.6)	7.0	480	7.0
198602020204	芝	右	1800	晴	良	13:35	4歳未勝利		1986-8-31	2	函館	2	4歳未勝利	牝(馬齢)	4	330	2	4	110	1	3	130	2	3-4	330	1																							12.8 - 10.9 - 12.1 - 12.8 - 13.1 - 12.7 - 12.7 - 12.0 - 12.0	12.8 - 23.7 - 35.8 - 48.6 - 61.7 - 74.4 - 87.1 - 99.1 - 111.1 (12.8-12.8)	8.0	250	5.0
198602020205	ダ	右	1700	晴	良	14:05	4歳以上400万下		1986-8-31	2	函館	2	4歳以上400万下	(馬齢)	3	350	2	3	200	2	5	400	4	3-5	2540	8																							7.1 - 10.8 - 11.7 - 12.4 - 12.7 - 12.6 - 13.6 - 13.9 - 13.7	7.1 - 17.9 - 29.6 - 42.0 - 54.7 - 67.3 - 80.9 - 94.8 - 108.5 (7.1-7.1)			
198602020206	芝	右	2000	晴	良	14:40	檜山特別 		1986-8-31	2	函館	2	4歳以上400万下	(馬齢)	4	280	2	4	130	2	3	120	1	3-4	270	1																							13.0 - 11.5 - 11.6 - 12.7 - 13.1 - 12.6 - 12.1 - 12.0 - 11.8 - 12.2	13.0 - 24.5 - 36.1 - 48.8 - 61.9 - 74.5 - 86.6 - 98.6 - 110.4 - 122.6 (13.0-13.0)			
198602020207	芝	右	1200	晴	良	15:15	臥牛山特別 		1986-8-31	2	函館	2	4歳以上900万下	(別定)	6	540	4	6	190	3	9	170	2	5-6	650	3																							12.0 - 10.7 - 11.1 - 11.8 - 11.8 - 12.2	12.0 - 22.7 - 33.8 - 45.6 - 57.4 - 69.6 (12.0-12.0)	7.0	540	9.0
198602020208	芝	右	1800	晴	良	15:50	北海ハンデキャップ 		1986-8-31	2	函館	2	4歳以上900万下	(ハンデ)	14	2190	7	14	530	7	2	210	1	2-8	3110	16																							12.4 - 10.8 - 11.7 - 11.7 - 12.2 - 12.0 - 12.5 - 12.3 - 12.4	12.4 - 23.2 - 34.9 - 46.6 - 58.8 - 70.8 - 83.3 - 95.6 - 108.0 (12.4-12.4)	4.0	1,290	13.0
198602020401	ダ	右	1700	晴	重	11:05	4歳以上600万下		1986-9-7	2	函館	4	4歳以上600万下	[抽](馬齢)	3	610	3	3	120	3	8	110	2	3-8	1060	4																							7.7 - 11.4 - 12.2 - 12.8 - 13.1 - 12.6 - 12.7 - 13.8 - 13.1	7.7 - 19.1 - 31.3 - 44.1 - 57.2 - 69.8 - 82.5 - 96.3 - 109.4 (7.7-7.7)	4.0	100	1.0
198602020402	芝	右	1200	晴	重	11:35	3歳新馬		1986-9-7	2	函館	4	3歳新馬	(馬齢)	4	250	2	4	100	1	1	110	2	1-4	210	1																							12.3 - 10.7 - 11.3 - 12.3 - 13.0 - 13.4	12.3 - 23.0 - 34.3 - 46.6 - 59.6 - 73.0 (12.3-12.3)			
198602020403	芝	右	1200	晴	重	12:05	4歳未勝利		1986-9-7	2	函館	4	4歳未勝利	(混)(馬齢)	6	830	5	6	350	5	13	220	3	5-8	650	3																							12.6 - 10.7 - 11.4 - 12.3 - 12.8 - 13.1	12.6 - 23.3 - 34.7 - 47.0 - 59.8 - 72.9 (12.6-12.6)	5.0	280	4.0
198602020404	芝	右	1200	晴	重	13:05	4歳未勝利		1986-9-7	2	函館	4	4歳未勝利	(混)(馬齢)	12	1770	6	12	350	6	2	120	1	2-8	2130	10																							12.3 - 11.0 - 11.1 - 12.1 - 12.7 - 12.7	12.3 - 23.3 - 34.4 - 46.5 - 59.2 - 71.9 (12.3-12.3)	7.0	150	2.0
198602020405	ダ	右	1700	晴	重	13:35	4歳以上400万下		1986-9-7	2	函館	4	4歳以上400万下	(馬齢)	3	240	1	3	130	1	8	170	2	3-6	490	1																							7.4 - 11.1 - 11.9 - 12.6 - 12.6 - 12.3 - 12.8 - 13.4 - 12.8	7.4 - 18.5 - 30.4 - 43.0 - 55.6 - 67.9 - 80.7 - 94.1 - 106.9 (7.4-7.4)	9.0	500	10.0
198602020406	芝	右	1800	晴	重	14:05	4歳以上400万下		1986-9-7	2	函館	4	4歳以上400万下	(父)(馬齢)	7	170	1	7	130	2	8	220	5	7-7	560	2																							12.7 - 11.4 - 11.8 - 12.2 - 12.5 - 12.4 - 12.6 - 12.6 - 13.0	12.7 - 24.1 - 35.9 - 48.1 - 60.6 - 73.0 - 85.6 - 98.2 - 111.2 (12.7-12.7)	1.0	220	4.0
198602020407	芝	右	1000	晴	稍重	14:40	すずらん賞 		1986-9-7	2	函館	4	3歳オープン	(混)(別定)	2	180	1	2	130	1	4	410	6	2-4	1400	5																							12.1 - 10.9 - 11.7 - 12.2 - 12.0	12.1 - 23.0 - 34.7 - 46.9 - 58.9 (12.1-12.1)			
198602020408	芝	右	2500	晴	稍重	15:15	みなみ北海道S 		1986-9-7	2	函館	4	4歳以上900万下	(混)(ハンデ)	12	1340	6	12	490	10	1	360	6	1-8	3360	15																							7.5 - 12.5 - 13.3 - 13.7 - 12.0 - 12.4 - 12.9 - 12.9 - 12.2 - 11.9 - 12.6 - 12.7 - 12.4	7.5 - 20.0 - 33.3 - 47.0 - 59.0 - 71.4 - 84.3 - 97.2 - 109.4 - 121.3 - 133.9 - 146.6 - 159.0 (7.5-7.5)	4.0	140	1.0
198602020409	芝	右	1800	晴	稍重	15:50	UHB杯 		1986-9-7	2	函館	4	4歳以上オープン	(混)(別定)	7	1330	5	7	470	6	3	690	9	3-6	16920	28																							12.6 - 11.7 - 12.1 - 11.9 - 11.9 - 12.0 - 12.6 - 12.7 - 12.7	12.6 - 24.3 - 36.4 - 48.3 - 60.2 - 72.2 - 84.8 - 97.5 - 110.2 (12.6-12.6)	1.0	460	5.0
198602020501	芝	右	1000	晴	良	12:05	3歳新馬		1986-9-13	2	函館	5	3歳新馬	(混)(馬齢)	5	1690	5	5	380	5	1	130	1	1-5	1130	5																							12.6 - 10.8 - 11.5 - 12.1 - 12.2	12.6 - 23.4 - 34.9 - 47.0 - 59.2 (12.6-12.6)			
198602020502	芝	右	1200	晴	良	13:05	3歳未勝利		1986-9-13	2	函館	5	3歳未勝利	牝(馬齢)	7	140	1	7	100	1	2	250	6	2-7	1020	5																							12.5 - 10.8 - 11.3 - 12.1 - 12.3 - 12.7	12.5 - 23.3 - 34.6 - 46.7 - 59.0 - 71.7 (12.5-12.5)	3.0	120	2.0
198602020503	ダ	右	1000	晴	良	13:35	4歳未勝利		1986-9-13	2	函館	5	4歳未勝利	牝(馬齢)	7	1230	5	7	440	5	4	490	6	4-7	8340	24																							12.5 - 11.0 - 12.1 - 13.1 - 13.4	12.5 - 23.5 - 35.6 - 48.7 - 62.1 (12.5-12.5)	6.0	240	4.0
